Gene = comm3
Position 418: 3.24336219701723e-18
Position 1402: 1.2770497684791131e-18
Position 2045: 1.0374735584454111e-19
Position 710: 3.9009850792351954e-20
Position 1076: 1.5444313254304905e-20
Position 1088: 1.2495056159360098e-20
Position 1276: 7.814120566565412e-21
Position 1345: 7.391058073555871e-21
Position 1164: 7.279977296615457e-21
Position 770: 3.3466243176153245e-21
Position 979: 2.6221350927477495e-21
Position 1794: 1.6289608592674875e-21
Position 1226: 1.459726657238396e-21
Position 874: 5.885589085216572e-22
Position 683: 1.087858378485264e-26
Position 669: 3.689447104639797e-28

Sorted 3' Splice Sites (High to Low Probability):
Position 33739: 0.993692001398946
Position 30078: 0.0059258847439315945
Position 28538: 0.0003821035189019428
Position 19669: 7.159289854937299e-09
Position 16215: 2.6462648554114997e-09
Position 14553: 5.150927761371505e-10
Position 8718: 4.684918441218708e-10
Position 628: 4.2451488796174274e-10
Position 16952: 2.7176199640746895e-10
Position 15291: 1.586186512345579e-10
Position 8899: 5.1783106208336686e-11
Position 8691: 1.5014163561357186e-11
Position 6748: 9.702487128493607e-12
Position 14133: 7.397696772110984e-12
Position 12637: 6.366024051977338e-12
Position 8733: 5.946271234534522e-12
Position 1468: 5.760192170263821e-12
Position 8964: 5.673386754277296e-12
Position 8887: 5.3558409858921015e-12
Position 1233: 4.686905821336253e-12
Position 14064: 4.606522947727204e-12
Position 8445: 4.4026791078133625e-12
Position 2495: 4.29150731505816e-12
Position 160: 3.930498656224777e-12
Position 7701: 3.65500263665733e-12
Position 4933: 2.8825139023744396e-12
Position 8483: 2.664431502937048e-12
Position 7674: 2.5241870434965896e-12
Position 10047: 1.9716613389293003e-12
Position 2622: 1.638350999844277e-12
Position 10778: 1.6369197097191324e-12
Position 7745: 1.5026351414145539e-12
Position 6778: 1.4209214377778402e-12
Position 1441: 1.2711965944324853e-12
Position 10899: 1.1871934362282987e-12
Position 2539: 1.1513375739016682e-12
Position 5064: 1.122771887065032e-12
Position 4897: 1.094233159739188e-12
Position 5104: 1.0690104531791057e-12
Position 7375: 9.439114510128792e-13
Position 12595: 8.564575209035286e-13
Position 376: 8.3674572505268e-13
Position 4977: 5.699889528246219e-13
Position 2595: 5.145008715134444e-13
Position 236: 5.096460816787608e-13
Position 9032: 4.88157377307408e-13
Position 1527: 4.4003507871086955e-13
Position 4640: 4.2560809458758545e-13
Position 5089: 4.0651741057717337e-13
Position 11354: 3.7878905821797567e-13
Position 4762: 3.4555699563730034e-13
Position 5167: 3.4258631435079405e-13
Position 223: 3.209793693818569e-13
Position 2562: 3.202746920055297e-13
Position 9867: 3.080889053048867e-13
Position 9113: 3.066276141331055e-13
Position 100: 2.570898558464536e-13
Position 178: 2.539051307418006e-13
Position 5036: 2.27062397784145e-13
Position 4567: 2.088195876651313e-13
Position 9789: 1.8896972670794934e-13
Position 4980: 1.1085065694920742e-13
Position 2137: 1.0755503980737665e-13
Position 4302: 1.0141790115814767e-13
Position 206: 9.024225952159442e-14
Position 2520: 8.996545925588644e-14
Position 507: 8.641836109324743e-14
Position 10836: 7.984320064380903e-14
Position 10354: 7.854376151994318e-14
Position 217: 6.124455497493328e-14
Position 6089: 2.6531484985751045e-14
Position 5323: 1.0098373249446878e-14
Position 5369: 8.688736121014577e-15
Position 5437: 5.082837829207977e-15
Position 5452: 2.421039449665022e-15
Position 7127: 2.2084385731107806e-15
Position 6868: 1.54989472533334e-15
Position 6062: 1.263001283058621e-15
Position 6173: 1.0561254642648782e-15
Position 5383: 8.981798915218613e-16
Position 6300: 5.455044898911593e-16
Position 6679: 4.4079157822849897e-16
Position 5415: 3.6100142937220565e-16
Position 4434: 1.2199376480622943e-16
Position 4144: 1.1305736288088555e-16
Position 3735: 6.463070598297803e-17
Position 3322: 6.085879402650511e-17
Position 3078: 6.023042557084356e-17
Position 2177: 4.325233422138775e-17
Position 4688: 4.3205297738751865e-17
Position 2265: 3.4878099638345667e-17
Position 2095: 3.4146915163896723e-17
Position 899: 2.921377711171888e-17
Position 2935: 2.8294763468779486e-17
Position 3929: 2.0895019146295953e-17
Position 4184: 2.0344696256363864e-17
Position 4466: 2.0291087741251254e-17
Position 3938: 1.9361257898292676e-17
Position 4599: 1.9281473468791526e-17
Position 4112: 1.8217341802096136e-17
Position 4827: 1.2910209357367904e-17
Position 2347: 1.2739878078622586e-17
Position 1729: 1.1977648804107663e-17
Position 1857: 1.1664213755366416e-17
Position 3404: 1.0167349807429342e-17
Position 3254: 6.84649531140308e-18
Position 3083: 6.329207798099808e-18
Position 2152: 5.912788058934882e-18
Position 874: 5.909673407258635e-18
Position 2903: 5.3243509729751076e-18
Position 891: 5.064936377613993e-18
Position 2038: 4.7920069393965075e-18
Position 1137: 4.568652079000954e-18
Position 2769: 4.104528212665939e-18
Position 2098: 3.533403671032064e-18
Position 2364: 2.278823750341392e-18
Position 1482: 2.249899340808137e-18
Position 1583: 2.1751841137432134e-18
Position 1600: 1.3837664749092492e-18
Position 320: 1.3723957519123503e-18
Position 710: 1.1749010188210636e-18
Position 906: 8.909455290225268e-19
Position 1337: 8.778248875735945e-19
Position 353: 7.133651788470659e-19
Position 838: 6.680343595727651e-19
Position 80: 6.63123722895119e-19
Position 438: 6.628641091946597e-19
Position 741: 5.788430711551507e-19
Position 1766: 4.243593517268343e-19
Position 1553: 4.0749884825479274e-19
Position 923: 3.91862489928747e-19
Position 1662: 3.8829527582198502e-19
Position 747: 2.885638223338277e-19
Position 258: 1.6711810415698982e-19
Position 132: 6.704084517479748e-20
Position 128: 5.679341028942943e-20
Position 482: 5.3878588271827237e-20
Position 1377: 3.304198422112363e-20
Position 471: 2.1597698361579325e-20
Position 452: 1.5895260253872614e-20
Position 1215: 4.2923358428231896e-21
Position 1067: 3.1077608230953112e-21
Position 49: 1.933594784066215e-21
Position 517: 1.8141222904916727e-21
Position 990: 6.553222963366075e-22
Position 992: 5.250507235246447e-22
Position 835: 5.170736918920033e-22
Position 536: 3.4924770240196627e-22
Position 322: 2.336744877456602e-22
Position 1449: 1.540817566835071e-22
Position 1276: 8.128363485061029e-23
Position 985: 7.105709430436607e-23
Position 595: 2.718135681446195e-24
Position 669: 2.1126530787458724e-24
Position 768: 9.232039812709813e-25
Position 562: 6.717329664946718e-25
Position 738: 5.063293607253551e-25
Position 802: 1.9997001664792393e-25
