Gene = Wnk
Position 7839: 0.0001522427561514766
Position 10074: 0.00015004360951892157
Position 1630: 0.00014582025963246948
Position 3108: 0.0001428006870376596
Position 1045: 0.00014160298109504432
Position 658: 0.0001407852369878963
Position 227: 0.0001372415770284054
Position 9453: 0.00013689457013307113
Position 311: 0.00013600121460247936
Position 667: 0.00013154645549936475
Position 2288: 0.00010430759217425411
Position 566: 9.86496763869535e-05
Position 1001: 9.479390050556696e-05
Position 9209: 8.963483442997614e-05
Position 3279: 8.732016021022352e-05
Position 390: 6.198401098420603e-05
Position 1708: 5.2018801613737224e-05
Position 349: 5.182328022328429e-05
Position 94: 5.159506596151485e-05
Position 10607: 4.502637089457467e-05
Position 8677: 3.699222375635139e-05
Position 2082: 3.4701508902215966e-05
Position 3037: 3.389527096713802e-05
Position 2109: 2.9556585198375302e-05
Position 636: 2.8724975539923644e-05
Position 1699: 2.8604229622897085e-05
Position 9344: 2.8410165155877622e-05
Position 3404: 2.7073445567691585e-05
Position 3042: 2.597507686030535e-05
Position 330: 2.5459862770606275e-05
Position 12: 1.899793900108659e-05
Position 10616: 1.78355958732174e-05
Position 251: 1.6390549158851958e-05
Position 245: 1.4250567260234385e-05
Position 9572: 1.2663507587037786e-05
Position 755: 1.1643897720294093e-05
Position 761: 1.0996258307547672e-05
Position 456: 9.84961041015865e-06
Position 648: 9.287643088284198e-06
Position 281: 8.523339571560857e-06
Position 135: 7.651520329469309e-06
Position 9170: 5.511813222161019e-06
Position 605: 4.969988024998195e-06
Position 1010: 4.9395368778936415e-06
Position 468: 4.670352123816188e-06
Position 908: 2.8294530053528873e-06
Position 914: 2.111622964441261e-06
Position 1209: 9.892805743150247e-07
Position 3347: 6.570481653251202e-07
Position 71: 4.794109189506799e-07
Position 1239: 3.6630684369757974e-07
Position 1217: 1.887115593461308e-07
Position 1164: 1.4218554956328425e-07
Position 1295: 5.660811361880245e-08
Position 3421: 4.983971252063925e-08
Position 221: 3.717907929437248e-08
Position 3060: 2.0695888150166547e-08
Position 2965: 1.856918518667547e-08
Position 439: 1.771109145662591e-08
Position 1228: 8.560245168011088e-09
Position 1158: 7.966601624357875e-09
Position 1103: 3.2659724020469044e-10
Position 1013: 3.319696341216038e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2955: 0.995208486866948
Position 8630: 0.98731060074507
Position 10304: 0.9872608609221846
Position 3189: 0.96909333700849
Position 10430: 0.9345619623311925
Position 7539: 0.8956038771676258
Position 6075: 0.8904778432726386
Position 10659: 0.8609874585713464
Position 1334: 0.6112230032802457
Position 747: 0.4881312940687057
Position 9124: 0.34010545414110993
Position 5356: 0.2918986178419444
Position 6782: 0.22245143524298674
Position 976: 0.18921978875284204
Position 6258: 0.15327861125802247
Position 422: 0.14854659202954604
Position 3525: 0.1404253155764805
Position 9934: 0.12271840477006417
Position 5751: 0.09258835407236063
Position 6279: 0.08855402253759445
Position 1352: 0.06850103534657724
Position 10099: 0.0644299875628874
Position 9883: 0.05956230373064188
Position 1067: 0.05631430378353905
Position 10666: 0.05166676600534548
Position 1112: 0.034584557381476165
Position 4624: 0.030476105751341694
Position 2554: 0.028213709186276123
Position 6515: 0.026746444574066934
Position 9679: 0.023092799234506318
Position 10680: 0.022719950437790997
Position 159: 0.022689664212609543
Position 8077: 0.022454193978074116
Position 9207: 0.020597255277080114
Position 1924: 0.01807438043205639
Position 6399: 0.0175654505922831
Position 2793: 0.01520611822400771
Position 2109: 0.014903316809364863
Position 1171: 0.012404821843663698
Position 6607: 0.011592555694728486
Position 10240: 0.011406750635144186
Position 7137: 0.00989807810056107
Position 648: 0.009717858915463786
Position 7161: 0.008782361304796524
Position 10449: 0.008679547990846767
Position 427: 0.007989411679446804
Position 1427: 0.007689157045083568
Position 10439: 0.007311905164374914
Position 1184: 0.005992102838877216
Position 10496: 0.005917496263003503
Position 1412: 0.00581773084112752
Position 7470: 0.005322321375723059
Position 6662: 0.005065903382599394
Position 6893: 0.005048424895088597
Position 9973: 0.004738099992249357
Position 3223: 0.004657221395216538
Position 9556: 0.0044428370269464015
Position 10102: 0.00426439414683576
Position 221: 0.004213585673288244
Position 10734: 0.0041605072773857115
Position 9427: 0.0039692144813924975
Position 9595: 0.003616734142842117
Position 10458: 0.0034534523221998147
Position 7948: 0.003353040292720851
Position 6470: 0.0033443933697238667
Position 674: 0.0031432805344506626
Position 1472: 0.0031265887078237536
Position 6553: 0.003109639981433851
Position 8437: 0.002961702345951987
Position 9736: 0.0026862592556721244
Position 1776: 0.0026796221980699393
Position 10715: 0.0025824538657827413
Position 6659: 0.0024445606898986297
Position 10689: 0.0023547898493217734
Position 2500: 0.0022887943181000812
Position 6943: 0.00227776997664374
Position 6809: 0.002190268401680101
Position 1249: 0.001978634036716139
Position 6579: 0.0016372835309068645
Position 1302: 0.0014962668345679109
Position 1834: 0.0014100578943689074
Position 1041: 0.0013146707206708535
Position 10807: 0.0012755189953584211
Position 7293: 0.0012638892177689915
Position 2328: 0.0012318416945138106
Position 2128: 0.0011838931711306774
Position 151: 0.0011738303486963867
Position 6923: 0.0011295699038747346
Position 1097: 0.0011206587942566536
Position 8997: 0.0011097535442578916
Position 8944: 0.001084671768854193
Position 9412: 0.0009709779112739684
Position 1735: 0.0009155205735128871
Position 3345: 0.0007975428193020518
Position 6297: 0.0007957707852412951
Position 1491: 0.0007928679677318882
Position 227: 0.0007457548052432603
Position 545: 0.0007384862200111186
Position 384: 0.0007093953287379307
Position 2915: 0.0006735614146150284
Position 8697: 0.0005893929764042791
Position 483: 0.00056804491830021
Position 1085: 0.00041102473677070376
Position 1001: 0.0003710610106565462
Position 1356: 0.00034565920500034044
Position 10273: 0.000313568719650321
Position 821: 0.0003060316245419838
Position 6112: 0.00023327445132572376
Position 2082: 0.00018025893193990042
Position 10523: 0.00016808382544896802
Position 10740: 0.0001635288789660428
Position 450: 0.0001497801688699442
Position 10743: 0.00014912568903259862
Position 10839: 0.00014612273785797513
Position 2961: 0.00014236158194698705
Position 10774: 0.00014158522226892175
Position 1785: 0.0001283739765473148
Position 432: 0.00012753836382546995
Position 388: 0.00011486925395922256
Position 563: 0.00011385800897882099
Position 468: 8.774802967458098e-05
Position 654: 8.402407425194901e-05
Position 10331: 8.126489185258698e-05
Position 6107: 7.463511986520678e-05
Position 10313: 5.592427507741867e-05
Position 271: 4.30824058136138e-05
Position 658: 3.9747406751464424e-05
Position 10328: 3.4360371659621166e-05
Position 239: 3.0492813423616436e-05
Position 519: 2.7227013566182312e-05
Position 497: 1.699825391340427e-05
Position 1253: 1.697413862471138e-05
Position 119: 1.6643945684735212e-05
Position 291: 1.159588230611125e-05
Position 850: 1.0605505190477904e-05
Position 437: 8.987157278112323e-06
Position 823: 7.999640491353987e-06
Position 456: 4.167993521241704e-06
Position 10539: 2.8220435659673127e-06
Position 590: 2.6077905928630457e-06
Position 1600: 2.3614198174918608e-06
Position 1759: 2.1628031566708987e-06
Position 1885: 2.1245292289169914e-06
Position 330: 1.7918626526097195e-07
Position 99: 1.5633559118863172e-08
Position 303: 1.14382528465287e-08
Position 306: 8.443372621407327e-10
Position 286: 6.465906133078646e-11
Position 233: 4.587417612857556e-12
