Gene = Tg
Position 15158: 0.005357677487509282
Position 12295: 0.004770439990276198
Position 6818: 0.0036802505440968166
Position 13146: 0.003093577260320645
Position 7022: 0.002970618325973085
Position 1569: 0.0025674135632010966
Position 8027: 0.0025580295630330146
Position 13068: 0.0024174085918615973
Position 1355: 0.0023796374309931955
Position 9253: 0.0022367477383070634
Position 9505: 0.002220275608174711
Position 1984: 0.0021322176837188164
Position 1150: 0.0019950402287381617
Position 1427: 0.001804005257107482
Position 1532: 0.0017366089654671684
Position 4324: 0.0017142636131173882
Position 7113: 0.0016887351619758871
Position 2540: 0.0013678329523749738
Position 605: 0.001180171054225505
Position 988: 0.001133471077615738
Position 8000: 0.0009707244770381546
Position 2145: 0.0009679115829723848
Position 5501: 0.0008950561715811795
Position 5394: 0.000846821774905969
Position 1625: 0.0008053023072355482
Position 616: 0.0007745072311424215
Position 7457: 0.0007683895020532722
Position 4275: 0.0007533691438920343
Position 8234: 0.0007432122057820501
Position 9535: 0.000741176105528934
Position 656: 0.0006987078197248441
Position 7912: 0.0006879938500304742
Position 3167: 0.0006597353608396236
Position 4295: 0.0006588980232260701
Position 1226: 0.0006295680191520949
Position 566: 0.0006291263967520968
Position 1494: 0.0006174061203837268
Position 9129: 0.0006143099411261128
Position 300: 0.0005181240664813316
Position 8122: 0.00050894829957021
Position 959: 0.0005011055711281262
Position 859: 0.00045073044251179033
Position 4145: 0.00044950137173322926
Position 3781: 0.0004460908827459446
Position 5711: 0.00040026189292617745
Position 1579: 0.00037934084686518224
Position 1054: 0.0003685862024409284
Position 5666: 0.0003335481869813181
Position 280: 0.000326368131295693
Position 635: 0.0002951609757769096
Position 5553: 0.00028846597820051344
Position 992: 0.000284345177100157
Position 3621: 0.0002803034926139204
Position 665: 0.000252432722688023
Position 3467: 0.00022672581828770278
Position 3653: 0.00019243369605377166
Position 1175: 0.00018483580964101046
Position 290: 0.00017950708082334804
Position 1646: 0.00017448001053035588
Position 1191: 0.0001466994082203234
Position 3542: 6.46506196887363e-05
Position 3646: 4.37246237896959e-05
Position 3482: 4.124780967610009e-05
Position 176: 4.0667589050631117e-05
Position 286: 4.063881464032444e-05
Position 399: 3.233076225362497e-05
Position 2641: 3.1702979275784136e-05
Position 969: 2.8542946791474393e-05
Position 1761: 2.3784811705219618e-05
Position 6215: 1.1796831208713352e-05
Position 384: 1.0196141140387088e-05
Position 337: 8.528959238729128e-06
Position 889: 8.17685462794666e-06
Position 3219: 6.961726611974108e-06
Position 3444: 6.556779518014065e-06
Position 2002: 5.852246762826431e-06
Position 1450: 5.849254949580473e-06
Position 1370: 5.635608015337854e-06
Position 3364: 5.241188781524275e-06
Position 1309: 4.164083364250717e-06
Position 2047: 3.971279604502429e-06
Position 119: 3.885737268411741e-06
Position 1198: 3.1868572949041296e-06
Position 1689: 3.037763560706311e-06
Position 1405: 2.8634482119502258e-06
Position 197: 2.017587936573782e-06
Position 15241: 1.9463620669883027e-06
Position 1112: 1.937231566823475e-06
Position 1375: 1.4571013933897648e-06
Position 1004: 1.4349381518122985e-06
Position 1281: 1.31695092772906e-06
Position 1001: 1.1959094915043262e-06
Position 259: 1.070498397403174e-06
Position 466: 9.550369739302043e-07
Position 181: 9.327937148899919e-07
Position 12459: 8.835122491033522e-07
Position 11554: 8.780111661905866e-07
Position 10070: 6.987496966281049e-07
Position 11025: 6.665372496400438e-07
Position 11690: 5.64146512135014e-07
Position 10615: 3.4524442190485495e-07
Position 143: 2.5622502031739764e-07
Position 667: 2.292286197992011e-07
Position 10183: 2.159781782377359e-07
Position 408: 1.5177561530405426e-07
Position 869: 1.1866792203938274e-07
Position 9879: 1.1469952560571264e-07
Position 10618: 1.142208288363857e-07
Position 1267: 8.194029071730117e-08
Position 243: 7.514687755607284e-08
Position 178: 3.2495213421459156e-08
Position 8452: 2.31555345967051e-08
Position 239: 1.524563974744409e-08
Position 184: 1.1145325728249557e-08
Position 116: 1.0807376948527053e-08
Position 228: 1.021390465797667e-08
Position 8880: 8.963578328019424e-09
Position 74: 5.776411539691687e-09
Position 157: 4.1818065402675346e-09
Position 5960: 2.325984287779046e-09
Position 4563: 1.5293135651906503e-09
Position 478: 8.027079491876268e-10
Position 6771: 6.351750747052182e-10
Position 6287: 5.075860887820119e-10
Position 5915: 2.690712351827176e-10
Position 4286: 8.841074797337022e-12
Position 1747: 2.4888352889371017e-12
Position 1806: 1.8811642484934748e-12
