Gene = dbr
Position 193: 0.2163463930187581
Position 3334: 0.12166163387232336
Position 2776: 0.08018289152773955
Position 752: 0.07996714725220787
Position 3384: 0.07789891984376353
Position 906: 0.0653624654146181
Position 3165: 0.050292876970764344
Position 2320: 0.026585010761389402
Position 2277: 0.021428233100620933
Position 2055: 0.021107257280150633
Position 1978: 0.01985179202182321
Position 563: 0.0156895173170439
Position 4564: 0.014049265703552978
Position 3222: 0.01018629840745975
Position 2966: 0.008870864814018692
Position 2938: 0.007638520774029246
Position 1413: 0.0067114474747473445
Position 857: 0.006704356535469929
Position 1334: 0.005263047928679575
Position 2220: 0.004618264185799022
Position 2260: 0.004068836772806799
Position 4538: 0.0029435016636346926
Position 4677: 0.0029257166928547853
Position 1154: 0.0023917428883038364
Position 2839: 0.0021090556010862622
Position 219: 0.0020055098237969156
Position 147: 0.0019875089343112406
Position 1113: 0.0015236669626473018
Position 1241: 0.0014604183112775554
Position 4702: 0.0012104165778294904
Position 770: 0.0011451380373662594
Position 1608: 0.0011380806190931592
Position 4750: 0.0011074156250070126
Position 715: 0.0009061101569578715
Position 1302: 0.0008639709573309642
Position 757: 0.0008160547452545614
Position 4382: 0.000629323455759542
Position 619: 0.0006258779204017338
Position 937: 0.0005918406416804546
Position 526: 0.0005287064533537797
Position 4407: 0.00032588932012636324
Position 158: 0.0002966269266947134
Position 2035: 0.0002725106755211832
Position 702: 0.0002356917422210641
Position 4543: 0.00023494442789819648
Position 395: 0.0002152733710868531
Position 4131: 0.00012845062791097574
Position 4619: 9.834710784649868e-05
Position 4492: 9.832530043715034e-05
Position 544: 9.398777627793564e-05
Position 964: 9.336606551764589e-05
Position 593: 8.650929515382493e-05
Position 236: 5.6358309256736164e-05
Position 690: 5.230677018642187e-05
Position 367: 3.107174571342784e-05
Position 245: 3.046910323897228e-05
Position 1574: 1.794062302944499e-05
Position 344: 1.5394708841473835e-05
Position 2874: 1.3480067938216244e-05
Position 389: 1.2464427374115948e-05
Position 2177: 1.1148065077213853e-05
Position 1991: 3.98788813507689e-06
Position 438: 3.7010621337502507e-06
Position 312: 1.8466755587214164e-06
Position 152: 1.5491184755547934e-06
Position 281: 1.3221884010680265e-06
Position 358: 9.72300559298308e-07
Position 268: 7.743883129505875e-07
Position 399: 6.783557444716347e-07
Position 509: 6.949508638586024e-08
Position 477: 6.461820361385092e-08
Position 324: 3.2463459386792777e-09
Position 101: 1.0074038908382061e-09
Position 376: 4.992376081510912e-10
Position 519: 2.762685589790882e-10
