Gene = comm
Position 277: 7.258586428804183e-05
Position 311: 4.777277315093672e-05
Position 348: 4.738850696983542e-05
Position 111: 4.560141126771448e-05
Position 3407: 2.9178871080329146e-05
Position 1833: 2.9075215812228153e-05
Position 2743: 2.6045432952964166e-05
Position 1806: 2.2375960751120572e-05
Position 3026: 1.7245008682743975e-05
Position 2629: 1.4666240927487106e-05
Position 1737: 1.3688713650570462e-05
Position 594: 7.894696672406094e-06
Position 2210: 6.603374115924958e-06
Position 1127: 6.471832638566097e-06
Position 1023: 5.0606699390742314e-06
Position 557: 4.992836322402782e-06
Position 1859: 4.046995316436738e-06
Position 503: 1.9968749210910114e-06
Position 448: 1.7723702567627609e-06
Position 497: 1.7260324545755532e-06
Position 1164: 1.4791990156183765e-06
Position 906: 1.4581905630469703e-06
Position 258: 1.2204877096925585e-06
Position 904: 1.113685459863965e-06
Position 1350: 9.26518461146072e-07
Position 351: 7.498339368779904e-07
Position 1065: 7.486622713758695e-07
Position 987: 4.246208705548523e-07
Position 1027: 3.93267112364002e-07
Position 653: 2.6570078380962166e-07
Position 711: 7.782203813445989e-08
Position 156: 6.697021538670906e-08
Position 59: 6.24890518243495e-08
Position 291: 6.06451445289745e-08
Position 357: 5.888230170359352e-08
Position 145: 4.5105991767600203e-08
Position 646: 3.8346711175316494e-08
Position 513: 3.560735114988471e-08
Position 522: 3.2876202837394064e-08
Position 173: 2.6246246150723185e-08
Position 434: 2.5713621502957165e-08
Position 320: 5.5655634951085095e-09
Position 153: 3.6284349871015308e-09
Position 53: 3.3412431942338382e-09
Position 183: 3.3135817652841423e-09
Position 339: 1.2063836572987763e-09
