Gene = Bre1
Position 920: 6.285287186091215e-05
Position 2305: 5.972810132952023e-05
Position 1933: 5.956051418558523e-05
Position 1054: 5.8733523996778085e-05
Position 1426: 5.330772409580016e-05
Position 1648: 5.153743335627194e-05
Position 3864: 4.9398323701924e-05
Position 2601: 4.756959506716084e-05
Position 1350: 4.513845009830638e-05
Position 2618: 4.248539114104559e-05
Position 598: 4.1078688375781055e-05
Position 360: 3.9958094977301136e-05
Position 2853: 3.8878537453005667e-05
Position 3731: 3.831549564561221e-05
Position 3023: 3.547061918357962e-05
Position 1545: 3.4524658157708987e-05
Position 3002: 3.301087548049217e-05
Position 3663: 3.2204494110481546e-05
Position 3644: 3.1068753457468835e-05
Position 511: 3.053011937829507e-05
Position 130: 2.813110082819715e-05
Position 2014: 2.4972175051651272e-05
Position 1255: 2.4391303440652722e-05
Position 2612: 2.3970118374076833e-05
Position 3647: 2.3851316938982758e-05
Position 3197: 2.343011399000573e-05
Position 1114: 2.1356553026582357e-05
Position 1222: 2.1265792707403612e-05
Position 926: 1.9110758222045593e-05
Position 2141: 1.8608233318659252e-05
Position 1663: 1.8323039406775732e-05
Position 843: 1.642880293709126e-05
Position 1150: 1.5347112774347455e-05
Position 943: 1.4912559895616377e-05
Position 141: 1.4163654512239108e-05
Position 1141: 1.227803849857413e-05
Position 167: 1.207515479816625e-05
Position 2086: 1.1335008288417693e-05
Position 1654: 1.1112251618988767e-05
Position 2945: 9.657205647921698e-06
Position 3077: 9.546940658887044e-06
Position 2571: 7.961707309270744e-06
Position 1804: 7.440877474419584e-06
Position 1705: 6.974313256752852e-06
Position 1901: 6.832023007431879e-06
Position 3296: 6.522480051807326e-06
Position 514: 6.0518796388807665e-06
Position 766: 5.918502426811288e-06
Position 404: 5.732506562495653e-06
Position 3365: 4.616238872966034e-06
Position 381: 4.378241545475352e-06
Position 721: 3.5296811791652323e-06
Position 490: 3.061811015684856e-06
Position 384: 2.4085578867126063e-06
Position 556: 2.2755059199923436e-06
Position 88: 2.0782018080926866e-06
Position 763: 1.4979989691899002e-06
Position 2651: 1.1795758128519515e-06
Position 77: 7.465758463706805e-07
Position 810: 3.1633835277454396e-07
Position 3392: 1.8198485274401631e-07
Position 82: 7.82022205514804e-08
Position 1690: 4.7406519540524835e-08
Position 66: 2.0241426877235236e-08
Position 1669: 1.8340812079358568e-08
Position 2687: 9.255467827036747e-09
Position 1732: 7.126691227751392e-09
Position 62: 6.40994708105335e-09
Position 2627: 4.69597905808626e-09
Position 2633: 1.214314962278858e-09
Position 259: 3.668429080488544e-10
Position 523: 1.588202501639413e-10
Position 475: 9.895796818694355e-11
Position 204: 7.324953587122805e-11
Position 415: 2.924556339158811e-11
Position 427: 1.5140067005330658e-11
Position 254: 6.591045087565477e-12
Position 430: 2.836906297202886e-12
