Gene = dre4
Position 3137: 1.0717446977231814e-05
Position 559: 9.826686235389259e-06
Position 1161: 8.924600517315672e-06
Position 4617: 8.167293363268004e-06
Position 2471: 7.819233851925889e-06
Position 879: 7.76675670809275e-06
Position 3457: 7.023610472895202e-06
Position 1306: 6.810156247607496e-06
Position 99: 6.024556182442538e-06
Position 3908: 5.933790975361121e-06
Position 2609: 4.085310122535912e-06
Position 234: 4.055592360438694e-06
Position 4138: 2.8143229049248625e-06
Position 4625: 2.7128654485863182e-06
Position 27: 2.44492194479124e-06
Position 3614: 2.3915153638881533e-06
Position 3008: 1.8861149557022314e-06
Position 3124: 1.6471172306696576e-06
Position 801: 1.318267492311909e-06
Position 1460: 1.0753809879263602e-06
Position 691: 9.75098448470987e-07
Position 1279: 8.819538444590372e-07
Position 1383: 8.516929663514791e-07
Position 913: 8.025435455113043e-07
Position 78: 4.88744691368357e-07
Position 3547: 3.986697760059865e-07
Position 146: 2.154868804586956e-07
Position 3551: 1.9864828473965807e-07
Position 472: 1.4209126798885568e-07
Position 1158: 1.3661220032253965e-07
Position 960: 8.99633725020131e-08
Position 3869: 4.161576753643106e-08
Position 136: 3.3089477045572565e-08
Position 1053: 2.750166357291367e-08
Position 911: 2.7283633010449273e-08
Position 793: 2.324751186458821e-08
Position 3872: 1.277058315172094e-08
Position 3276: 1.066105844540461e-08
Position 2155: 2.732341835088559e-09
Position 2176: 2.301955714795914e-09
Position 4233: 1.1179820409845694e-09
Position 2217: 1.0174719527523953e-09
Position 1097: 1.0032776687922144e-09
Position 2747: 9.233298649096461e-12
Position 3814: 5.507412681993675e-12
Position 386: 6.105708110299909e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 3576: 0.9992073270799989
Position 3249: 0.9975635957348731
Position 1093: 0.9968593704083585
Position 396: 0.9915592842371121
Position 4394: 0.9686885278718712
Position 2328: 0.9186255896751248
Position 725: 0.8903667558820308
Position 3841: 0.6405381792451055
Position 2143: 0.10929305224079916
Position 1762: 0.07218817906719911
Position 3121: 0.06976468690569587
Position 4256: 0.033847857071702576
Position 722: 0.02334507879366167
Position 2340: 0.015509275282793953
Position 1706: 0.008914242895674926
Position 2353: 0.008786354805425339
Position 2973: 0.007036679115277374
Position 2155: 0.007009408694545955
Position 1732: 0.006784090434925646
Position 2710: 0.006664771664459925
Position 1426: 0.005968858742142089
Position 2734: 0.005104119113254647
Position 2571: 0.0050685289951253164
Position 1447: 0.005061150067583452
Position 1839: 0.004674209191821901
Position 2737: 0.004522865544569751
Position 249: 0.004053541833941475
Position 2500: 0.003552259005940943
Position 1634: 0.003166789991610184
Position 785: 0.003075208212612149
Position 333: 0.003065315992574633
Position 3786: 0.002515071727045222
Position 1097: 0.002422407379033095
Position 683: 0.002304639564239951
Position 1567: 0.0022643527661448492
Position 2836: 0.0019284327684533512
Position 3124: 0.0018241165876118541
Position 755: 0.001548499608785553
Position 1503: 0.00143381716818449
Position 3880: 0.001411700759492652
Position 1735: 0.0012453504758338201
Position 1729: 0.0011977473639914003
Position 782: 0.00100820068221745
Position 2116: 0.0009677975514151105
Position 4126: 0.0009640279885472814
Position 2665: 0.0009242327169679198
Position 920: 0.000809746252333111
Position 4404: 0.0008092789808729264
Position 3301: 0.0007134432429407955
Position 603: 0.0006447743627984003
Position 1770: 0.0006210560125766478
Position 2413: 0.0005875452689443247
Position 2506: 0.0005721361599454503
Position 1390: 0.0005657493739750062
Position 1393: 0.000449729083560843
Position 404: 0.00042632955008519005
Position 2518: 0.0004176958379117838
Position 3347: 0.0004047879431982166
Position 2025: 0.0003946678750739
Position 1710: 0.00039163440500159956
Position 3578: 0.0003564852585032815
Position 4600: 0.0003468513952098117
Position 2102: 0.0002852137651583388
Position 1360: 0.00027187099810861785
Position 3857: 0.00025938887309189435
Position 3926: 0.00025892022157134926
Position 575: 0.00025144595981656655
Position 1468: 0.000249496826873194
Position 889: 0.00024593075856481366
Position 4108: 0.0002409585626321477
Position 740: 0.00023386396525495486
Position 4631: 0.00022723437902996438
Position 4332: 0.0002271798468415099
Position 252: 0.0002257685309852549
Position 1383: 0.00022463663846474733
Position 812: 0.00020246722090582766
Position 1526: 0.00020161485116396925
Position 4413: 0.00018945664554675595
Position 2017: 0.00017788288619710938
Position 869: 0.0001755831175431641
Position 653: 0.00015903122913079278
Position 2752: 0.00014524706710836063
Position 2313: 0.0001378284118994502
Position 1465: 0.00013427646188098768
Position 791: 0.00013221927426214234
Position 2652: 0.00012992711541302715
Position 1351: 0.00012224277551690902
Position 4734: 0.00011962934582995166
Position 4013: 0.00011792839473209857
Position 1118: 0.00011689893492009179
Position 3274: 0.00011245516251481899
Position 2245: 0.00010785347198937453
Position 1691: 0.00010735962220166614
Position 4680: 0.0001011915815200238
Position 2557: 0.00010060181187296731
Position 1688: 8.554982558559188e-05
Position 4467: 8.114505443799628e-05
Position 926: 7.954341650546753e-05
Position 4427: 6.867518705430912e-05
Position 4281: 6.834081012558643e-05
Position 1474: 5.98069657096944e-05
Position 734: 5.932737383247989e-05
Position 1111: 5.832672812845044e-05
Position 2416: 5.6368620425439085e-05
Position 950: 4.882914519149485e-05
Position 1798: 4.741245936072972e-05
Position 2228: 4.5591540741904166e-05
Position 1646: 4.489924649405113e-05
Position 3608: 4.46002388947569e-05
Position 3669: 4.318418697767526e-05
Position 1214: 4.1844811241301783e-05
Position 835: 4.181692904025792e-05
Position 765: 4.0136862993527005e-05
Position 428: 3.724123194593097e-05
Position 983: 3.256482684878553e-05
Position 691: 2.886233033126097e-05
Position 3934: 2.8145018126325733e-05
Position 541: 2.5961089015195572e-05
Position 1471: 2.5959009493591853e-05
Position 280: 2.4710179018131213e-05
Position 354: 2.2665664240166997e-05
Position 932: 2.0422917199099066e-05
Position 1897: 2.0145270674923912e-05
Position 1808: 1.8960785162468013e-05
Position 338: 1.856332670295682e-05
Position 3310: 1.842846509254809e-05
Position 3381: 1.760832417754378e-05
Position 960: 1.5641871805262338e-05
Position 1579: 1.5119682806103134e-05
Position 993: 1.4503112733105931e-05
Position 3547: 1.383620400679043e-05
Position 609: 1.2953768399149655e-05
Position 600: 1.2891722927538837e-05
Position 501: 1.2064153828569123e-05
Position 1741: 1.1869887173511478e-05
Position 3958: 1.1604517524225146e-05
Position 3893: 1.0682856495539602e-05
Position 4277: 9.145584160303275e-06
Position 4437: 7.85425364813418e-06
Position 1582: 7.832375075555245e-06
Position 3331: 7.71998282117463e-06
Position 3949: 7.298831211802913e-06
Position 4472: 6.622852090711219e-06
Position 3413: 6.4509399675512314e-06
Position 1024: 5.6864154646053885e-06
Position 4061: 4.223231947394686e-06
Position 848: 2.6322844004417704e-06
Position 840: 2.3589862656784842e-06
Position 3860: 2.320752261345388e-06
Position 589: 2.1404871254998823e-06
Position 356: 1.882249693468169e-06
Position 1150: 1.8820808584796546e-06
Position 625: 1.8146156138727943e-06
Position 83: 1.7995100771100754e-06
Position 3973: 1.7725615155557974e-06
Position 3626: 1.7475813385021866e-06
Position 582: 1.7188634191784528e-06
Position 1147: 1.3788397659111815e-06
Position 160: 1.0974810410827213e-06
Position 3770: 1.0725096043441584e-06
Position 486: 9.588077993003255e-07
Position 1173: 9.132927337099093e-07
Position 3887: 8.22289391536511e-07
Position 300: 7.728679436550248e-07
Position 752: 6.396525902605647e-07
Position 308: 5.026582681999276e-07
Position 622: 3.805433964323384e-07
Position 3707: 2.6158099786649285e-07
Position 466: 2.2865356798715406e-07
Position 157: 2.2655788543496051e-07
Position 94: 1.6270792245687465e-07
Position 271: 1.2476497856454822e-07
Position 1303: 9.186180208552817e-08
Position 3704: 5.846480629833682e-08
Position 3596: 2.9291947182997354e-08
Position 114: 2.0808177935242747e-08
Position 201: 1.5205669597140858e-08
Position 522: 1.4600880661845068e-08
Position 468: 1.220694958860678e-08
Position 1224: 7.46603688797891e-09
Position 1363: 3.1568437170449155e-09
Position 141: 3.2964617672330716e-10
Position 207: 1.1727729934140306e-10
Position 262: 5.951794545550938e-11
Position 99: 1.4950971430070477e-12
