Gene = Sh3beta
Position 700: 0.008404132307040695
Position 1804: 0.00791189351547762
Position 2914: 0.007187781197114596
Position 2050: 0.006859683151005711
Position 874: 0.006683230404183493
Position 93: 0.006644504860852086
Position 2061: 0.0064415799158869325
Position 3883: 0.006328411748487994
Position 4204: 0.004912094154223961
Position 2447: 0.003691971605573552
Position 1073: 0.003208744093431051
Position 1839: 0.003130213323154917
Position 2075: 0.003110561638704644
Position 3849: 0.0030455754212550105
Position 4326: 0.002984747134244073
Position 84: 0.0029489315111860806
Position 648: 0.0025561867489489335
Position 1126: 0.002525564641506718
Position 2678: 0.0021643467823825144
Position 2597: 0.0019092634780812085
Position 947: 0.0017653729169992754
Position 3928: 0.0017461161369178174
Position 2545: 0.0017457468696837567
Position 3312: 0.0017001563227861073
Position 1874: 0.0016648770213008076
Position 1590: 0.0016448123453197652
Position 2878: 0.001478978225211284
Position 155: 0.0013143252187490626
Position 3062: 0.0012312270902472967
Position 1842: 0.0007783582985759049
Position 1452: 0.0007472613074591955
Position 3421: 0.0006921910664952889
Position 1974: 0.0006901043003083144
Position 2626: 0.0006858617030594361
Position 2586: 0.0006335540248306709
Position 1536: 0.000601570851447485
Position 654: 0.0005953445086174891
Position 4634: 0.0005203213040652244
Position 1823: 0.000483363165907685
Position 1781: 0.0004295628754517601
Position 569: 0.00039398314139751163
Position 2507: 0.00039234636083815614
Position 607: 0.0003611820085361779
Position 1316: 0.0003258048998064699
Position 1152: 0.00030787812068636556
Position 1281: 0.00021754737839223368
Position 2277: 0.00011001657703331361
Position 1561: 8.110216509124846e-05
Position 1587: 7.64340369533416e-05
Position 261: 7.633254766459645e-05
Position 467: 7.247217630548781e-05
Position 2137: 7.079729942911276e-05
Position 632: 6.607069451437085e-05
Position 584: 5.841506250121739e-05
Position 176: 3.720352650075465e-05
Position 736: 3.332205158202244e-05
Position 1593: 3.266730496756299e-05
Position 616: 3.233594407091815e-05
Position 1546: 3.125356037401773e-05
Position 194: 2.4190887930217126e-05
Position 202: 1.8654883924200542e-05
Position 1284: 1.3757841930111488e-05
Position 470: 1.0046795855531566e-05
Position 313: 7.408004890333302e-06
Position 1293: 6.113549779688895e-06
Position 338: 2.7104796244227164e-06
Position 461: 2.6639091380730468e-06
Position 480: 2.179808915524023e-06
Position 348: 1.455363041991898e-06
Position 408: 1.4130366162027654e-06
Position 268: 1.1046899188970221e-06
Position 258: 1.015737226565937e-06
Position 275: 6.741448009146557e-07
Position 1470: 3.421686010780233e-07
Position 547: 1.2909538328440173e-07
Position 306: 1.2454943063971955e-07
Position 367: 6.088612540188003e-08
Position 370: 4.8119433221162206e-08
Position 223: 1.6738967689742682e-09
Position 214: 3.2083236916882765e-10
Position 228: 1.7569974802670763e-10
Position 217: 1.657269271425935e-10
Position 265: 7.863291787473147e-11
Position 210: 1.3958182265379e-11
