Gene = Als2
Position 4687: 1.2079284114693968e-05
Position 4648: 5.49189053835078e-06
Position 3962: 2.946196294788465e-06
Position 5234: 2.8311387150712298e-06
Position 185: 1.9038892055481174e-06
Position 269: 1.7905221228391173e-06
Position 3908: 1.0466407886466794e-06
Position 3505: 5.273566921055721e-07
Position 3476: 5.09976455579869e-07
Position 3518: 4.501142646613246e-07
Position 3698: 2.602318655693971e-07
Position 4929: 2.001069401407377e-07
Position 4924: 1.787656776261762e-07
Position 343: 1.7003618164167796e-07
Position 134: 1.3963292471589208e-07
Position 298: 1.1365951104116903e-07
Position 3409: 1.0689777829210953e-07
