Gene = Iyd
Position 419: 0.0001498027602285532
Position 2678: 4.13989981446954e-05
Position 2636: 2.9967322105246602e-05
Position 2280: 2.7228932848926527e-05
Position 2750: 2.686560647126717e-05
Position 2404: 1.5695686561681162e-05
Position 2845: 1.3166978449130302e-05
Position 152: 1.0227548167173952e-05
Position 2185: 1.0156268286601164e-05
Position 179: 5.841040598511189e-06
Position 284: 4.485083168206919e-06
Position 2336: 4.214648850104905e-06
Position 2762: 3.949160868554949e-06
Position 250: 3.946933794793593e-06
Position 228: 2.1342532038542914e-06
Position 931: 1.932969872641892e-06
Position 185: 1.3744601457318423e-06
Position 1060: 8.27846312016436e-07
Position 337: 7.530032057608674e-07
Position 1011: 7.203933890257733e-07
Position 788: 6.826333817364599e-07
Position 918: 5.380780930109383e-07
Position 515: 3.50007171558344e-07
Position 375: 1.509807898524673e-07
Position 290: 8.463068589590122e-08
Position 957: 7.255743051639085e-08
Position 296: 3.938511550941925e-08
Position 468: 2.1669284797945116e-08
Position 482: 1.536099940182936e-08
Position 242: 1.0709810483651341e-08
Position 366: 1.0628803552308497e-08
Position 415: 2.8637878031935655e-09
Position 69: 2.4890478766887355e-09
Position 300: 2.2544551728598528e-09
Position 307: 1.9107459190027828e-09
Position 58: 4.1701261310076447e-10
Position 194: 1.9978488267925542e-12
