Gene = TMS1
Position 561: 1.6502012266052463e-09
Position 2206: 4.3170092776206796e-11
Position 534: 3.48713955104167e-11
Position 525: 9.608481338626118e-12
Position 539: 1.2211862177400105e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2298: 0.9995113743127616
Position 1315: 0.9973819438925989
Position 1146: 0.9972057156105041
Position 525: 0.9927941283367399
Position 1561: 0.9793996742609187
Position 1836: 0.37255253076211453
Position 2080: 0.23019821381359964
Position 2071: 0.22180146375038368
Position 2083: 0.19836546722357232
Position 84: 0.059501714329691216
Position 897: 0.029279656475845343
Position 2092: 0.028643580152238685
Position 725: 0.00835585538063998
Position 675: 0.007521332417248518
Position 1563: 0.005623057746772966
Position 2655: 0.004565089361756567
Position 1579: 0.0031554044099579032
Position 1816: 0.0027109974013028184
Position 2098: 0.002340041780364617
Position 867: 0.0018111541797132004
Position 1567: 0.001460267320680308
Position 2462: 0.0013045743003542037
Position 1627: 0.0011925027266892084
Position 225: 0.0009469693706303923
Position 457: 0.0009151456157236104
Position 1032: 0.0007886183247852144
Position 2433: 0.000704567666316192
Position 1150: 0.00038649631583355376
Position 553: 0.0002950908320592947
Position 1649: 0.0002618795123824609
Position 1380: 0.00026040045947576493
Position 1901: 0.00021614669608958662
Position 1721: 0.0002046133038358461
Position 1162: 0.00019193237226684988
Position 1400: 0.00018006297254759282
Position 799: 0.0001501563371088753
Position 107: 0.00013972153878042453
Position 1438: 0.00011232935666141685
Position 370: 0.00010596744153815541
Position 222: 9.180046761111772e-05
Position 95: 8.62040906267254e-05
Position 1912: 8.109242819055315e-05
Position 2117: 7.938281771218803e-05
Position 308: 6.0235451614790176e-05
Position 150: 5.199119333355129e-05
Position 687: 4.865051118140983e-05
Position 875: 4.695824261667145e-05
Position 338: 4.609133719082546e-05
Position 806: 3.9826623404490215e-05
Position 581: 3.420252440138618e-05
Position 1295: 3.2588030478329394e-05
Position 2447: 3.163041242170095e-05
Position 2100: 2.8444849509834223e-05
Position 1599: 2.7569426368436644e-05
Position 690: 2.5361273036393306e-05
Position 2279: 2.5332366318611557e-05
Position 474: 2.474204857807113e-05
Position 1760: 1.6674929538046537e-05
Position 1408: 1.5579286405057773e-05
Position 1317: 1.182719946698927e-05
Position 2538: 1.112852217572833e-05
Position 2142: 1.0228243750359999e-05
Position 2607: 1.0071279615345278e-05
Position 312: 9.791907688083274e-06
Position 2402: 7.546173488669118e-06
Position 2149: 6.689566358439601e-06
Position 1339: 4.422150597906346e-06
Position 2317: 4.223380645573268e-06
Position 557: 3.4354797980858016e-06
Position 318: 3.3654255220187974e-06
Position 2353: 2.9565532841784577e-06
Position 740: 2.4644772598153468e-06
Position 461: 2.2840028063522347e-06
Position 2364: 2.186321986793677e-06
Position 1081: 1.1040013334690968e-06
Position 158: 7.808113477437311e-07
Position 2438: 3.8033377866613764e-07
Position 2263: 3.606492340926783e-07
Position 1517: 3.1038408210263084e-07
Position 1764: 1.473322951694723e-07
Position 1484: 9.447905479916983e-08
Position 58: 8.879596188908864e-08
Position 129: 8.81795441483818e-08
Position 182: 7.869479332993915e-08
Position 1440: 2.5115688716382275e-08
Position 1743: 1.772350209930734e-08
Position 1503: 9.169463761924451e-09
Position 163: 2.0143752846170578e-09
Position 331: 1.7216735355365464e-09
Position 544: 1.3581225322437938e-09
Position 246: 1.1558133744108156e-09
Position 186: 8.036687380441624e-10
Position 174: 5.657598197027176e-13
