Gene = Est-Q
Position 1778: 2.4775414864644188e-06
Position 18: 1.6566388093716975e-06
Position 1925: 1.5036180980139207e-06
Position 2092: 1.3727542534904695e-06
Position 2132: 1.3269399753655195e-06
Position 2166: 1.0789542190906433e-06
Position 1905: 7.549657868964899e-07
Position 2069: 6.119755929546848e-07
Position 12: 1.9952876273950582e-08
Position 1976: 1.9850069181885507e-08
Position 1716: 6.351723177240454e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2000: 0.9884704336812203
Position 1751: 0.9780454208747541
Position 744: 0.967236792248616
Position 1042: 0.7864217903572098
Position 2528: 0.3600105496103623
Position 397: 0.1280190969693851
Position 358: 0.0744218172023346
Position 969: 0.07439771450201743
Position 1546: 0.025008607612410864
Position 374: 0.019093639621999777
Position 932: 0.01758518780025779
Position 1888: 0.013935001093337797
Position 2092: 0.012420262908600946
Position 1053: 0.011802594895959521
Position 1162: 0.011473367712248987
Position 1609: 0.008929589102513997
Position 571: 0.007806308875565527
Position 694: 0.006833881588596592
Position 2533: 0.006812201815942902
Position 1819: 0.006441477698987685
Position 1468: 0.004459565674578221
Position 510: 0.003553470511246773
Position 1138: 0.0030029335549846847
Position 1559: 0.002843570936346975
Position 516: 0.0026963684341074616
Position 505: 0.002653259984164728
Position 1777: 0.0025757170118667146
Position 1416: 0.002467880577728388
Position 1315: 0.002417908527624017
Position 2063: 0.0018048648983945111
Position 455: 0.0016959337274699369
Position 1810: 0.0016315939837898666
Position 2514: 0.0014785477184951824
Position 224: 0.0013507317667684152
Position 1535: 0.0012395576067588396
Position 1658: 0.0010896391889378381
Position 1057: 0.0008644086736877164
Position 2343: 0.0008298339791951733
Position 1151: 0.0007377319345975523
Position 2024: 0.0007003701819098466
Position 539: 0.0006215486746332429
Position 1396: 0.0005400056365710697
Position 161: 0.00043397638006868923
Position 1297: 0.00043065459179057785
Position 1529: 0.0003960948750500754
Position 1523: 0.000363905563595052
Position 942: 0.00032435394163886296
Position 1894: 0.0002665436631144149
Position 2351: 0.00023131991525607114
Position 1642: 0.00020079469519543878
Position 2277: 0.00016438269770013427
Position 346: 0.00016048738317578408
Position 1294: 0.0001295072907604629
Position 1016: 0.00012684044223625396
Position 1400: 0.00012305115592849724
Position 710: 0.00011911227186173414
Position 1229: 0.00011508982498219543
Position 772: 9.720943818048686e-05
Position 1800: 9.298456876835841e-05
Position 1275: 7.574565015735666e-05
Position 250: 6.95102421843373e-05
Position 1441: 6.897420578548949e-05
Position 2163: 6.483151806253996e-05
Position 2079: 6.095238283719413e-05
Position 2308: 6.016151953688619e-05
Position 139: 5.9633308306209206e-05
Position 584: 5.6195200559284654e-05
Position 482: 3.927644508090244e-05
Position 477: 3.868663898074304e-05
Position 1691: 3.4768848524306424e-05
Position 645: 2.3813951392544814e-05
Position 284: 1.9437477741055314e-05
Position 471: 1.5275981080674537e-05
Position 2099: 1.4896841408741695e-05
Position 193: 1.1845300644508684e-05
Position 1715: 1.12587896696817e-05
Position 1917: 1.0932254730030851e-05
Position 2296: 9.105571847553295e-06
Position 173: 7.1770740428092535e-06
Position 1905: 5.462232777237616e-06
Position 826: 3.971167505377254e-06
Position 609: 3.5063429451224336e-06
Position 590: 1.0771110419176445e-06
Position 830: 9.234853306901946e-07
Position 594: 7.531760717866858e-07
Position 286: 2.625410010299842e-08
Position 431: 1.8115039670815005e-09
Position 239: 3.416842475335502e-12
