Gene = GlcAT-P
Position 232: 0.00010853903501962785
Position 19535: 0.00010384502990320827
Position 19595: 9.312957015626631e-05
Position 19204: 8.686474016860935e-05
Position 19304: 8.386737666312093e-05
Position 19544: 8.267710991126686e-05
Position 2628: 5.216640474195989e-05
Position 2238: 4.1557243227241274e-05
Position 19217: 1.6387012641736115e-05
Position 2274: 1.415664230348731e-05
Position 1454: 6.527058703750901e-06
Position 1346: 5.965978503177788e-06
Position 1330: 5.539004101742719e-06
Position 1535: 5.049762758864766e-06
Position 1914: 4.70153115772665e-06
Position 18964: 4.633910809186329e-06
Position 1420: 4.381814529600307e-06
Position 1223: 3.845083426865514e-06
Position 2295: 3.577440348021126e-06
Position 429: 1.9205097002337253e-06
Position 1697: 1.8817384002311029e-06
Position 1228: 1.7988303591917822e-06
Position 2433: 1.3245246111767523e-06
Position 1814: 8.223130049575189e-07
Position 938: 7.709710493055242e-07
Position 2515: 6.869971293869317e-07
Position 181: 6.254753141950401e-07
Position 678: 4.6475549727434827e-07
Position 178: 4.0807305638200174e-07
Position 1116: 3.55300276433234e-07
Position 14892: 3.480957456605281e-07
Position 724: 3.4741969618739405e-07
Position 128: 2.712743457143315e-07
Position 3236: 8.741374701662129e-08
Position 9852: 6.098055669254556e-08
Position 103: 4.4322287771377646e-08
Position 236: 2.5740393570517285e-08
Position 81: 1.7333645121357402e-08
Position 326: 1.418314998527171e-08
Position 170: 9.938015395508872e-09
Position 969: 8.258498289730518e-09
Position 1617: 7.525114356865552e-09
Position 364: 7.253278721524379e-09
Position 1405: 7.064338853152336e-09
Position 305: 5.941506681144779e-09
Position 2122: 1.6701924748265154e-09
Position 19049: 1.6574403749425508e-09
Position 1297: 7.156689399314564e-11
Position 1213: 4.4135114852978844e-11
Position 1294: 6.395286392307181e-12
Position 246: 1.7210016690093138e-12
Position 188: 1.1722980993250865e-12
Position 1990: 1.0581566403233287e-12
Position 1706: 1.0533141845142032e-12
Position 61: 4.485192810969157e-16
