Gene = Mrtf
Position 578: 1.7942631033604062e-07
Position 1136: 6.724377908960564e-28
Position 954: 6.631094981038087e-28
Position 772: 9.725290880239027e-31
Position 958: 8.6703928412706e-31
Position 932: 7.210626780805475e-31
Position 904: 1.1910081296480009e-31
Position 868: 7.524030690427394e-32
Position 906: 7.510460669664221e-32
Position 876: 5.705501649024002e-32
Position 783: 3.419887996109253e-32
Position 759: 1.8810939649266953e-32
Position 836: 1.365713537175449e-32

Sorted 3' Splice Sites (High to Low Probability):
Position 37066: 1.0000000000000024
Position 37975: 0.9997551276370698
Position 41793: 0.9560394199216226
Position 42477: 0.6211209968850664
Position 464: 0.3774132923335593
Position 48699: 0.34625239531845436
Position 38190: 0.3390280102503047
Position 38243: 0.1889018788051135
Position 48209: 0.10360471702830981
Position 41958: 0.09514525360075415
Position 46547: 0.07488862317713883
Position 41426: 0.07125666855447979
Position 47821: 0.05893982089402154
Position 47758: 0.05357122706629257
Position 48519: 0.045011835232980246
Position 48175: 0.02981774658596235
Position 38260: 0.018525676913195493
Position 38349: 0.01610764149575311
Position 42175: 0.011197610020591386
Position 38194: 0.010286069412927956
Position 47325: 0.009577162821265882
Position 38226: 0.008923536176853417
Position 43239: 0.007699957347307555
Position 48908: 0.005964269448304252
Position 38980: 0.005605034954522667
Position 40500: 0.004781631153919107
Position 38362: 0.004308297649156301
Position 41092: 0.003934354594971282
Position 43261: 0.0037107377122646335
Position 38809: 0.002963098510300289
Position 38371: 0.0028534942440752876
Position 42160: 0.002811559042481133
Position 38641: 0.002777736995294227
Position 39116: 0.002695711566405212
Position 42262: 0.0026203926258637294
Position 41667: 0.002243716401855721
Position 38368: 0.002102042266962872
Position 738: 0.0020086171282101277
Position 42126: 0.0017994429441773319
Position 41967: 0.0017530109774505959
Position 39019: 0.0017152452449207627
Position 771: 0.0015928447199497304
Position 39137: 0.0013792313917952714
Position 468: 0.0013786996052699216
Position 43246: 0.0013708864711626636
Position 41997: 0.001204804931475926
Position 40677: 0.0011040307603859519
Position 42390: 0.0010871977920956465
Position 43430: 0.0007845296786212916
Position 405: 0.0007341050125949998
Position 41362: 0.0006374514377041486
Position 43424: 0.0006106189270695239
Position 40018: 0.0005713594347023756
Position 43674: 0.0005182728054844521
Position 43340: 0.0004939496333986579
Position 42064: 0.000439687652474058
Position 38201: 0.0003564682815859297
Position 42138: 0.00033271577305657093
Position 41909: 0.00033092335495934306
Position 759: 0.00025385247519675043
Position 38166: 0.0002376969400583207
Position 42417: 0.00023618982516203471
Position 38894: 0.00019097825799950844
Position 38790: 0.00018217424371080453
Position 42515: 0.00018179066223033218
Position 41031: 0.00018070138014258168
Position 43599: 0.0001755175253996172
Position 38547: 0.00017459325878113464
Position 38800: 0.0001734187712732645
Position 41513: 0.0001489195719399769
Position 41169: 0.0001269720369419997
Position 44681: 0.00012592502813094073
Position 44219: 0.00012465580428779423
Position 44247: 0.0001169456686761237
Position 43720: 0.00011436633670564242
Position 40997: 8.749211336660847e-05
Position 41375: 8.08516765761044e-05
Position 44149: 6.907650236837598e-05
Position 43008: 5.493893714064816e-05
Position 42797: 5.241769716819007e-05
Position 43829: 5.0365667165827016e-05
Position 43596: 4.22216278107178e-05
Position 42956: 2.3257018872042493e-05
Position 42934: 1.8817175036257277e-05
Position 41924: 1.6758010042737845e-05
Position 40804: 6.7486412771310095e-06
Position 41928: 4.382216797341649e-06
Position 38402: 2.160484534486543e-06
Position 39560: 2.136165119413783e-06
Position 39502: 2.021650782301844e-07
Position 38162: 8.863280751672118e-08
Position 38700: 6.199785610825347e-10
Position 38519: 6.026241913481312e-10
Position 1041: 3.993968466751544e-27
Position 1759: 2.5995488857053106e-27
Position 1206: 1.4397378386195474e-27
Position 1292: 7.55855553993907e-28
Position 470: 2.272633036814824e-30
Position 992: 1.8825278771753805e-30
Position 692: 1.4883410297404138e-30
Position 682: 7.759543129942552e-31
Position 840: 6.129162790783419e-31
Position 345: 5.684568196057161e-31
Position 79: 3.5101352166809436e-31
Position 699: 2.263377615626883e-31
Position 340: 2.0971366025177456e-31
Position 479: 1.473744638902884e-32
Position 855: 1.4040028186201306e-32
Position 904: 4.7329340619717036e-33
Position 173: 4.7241537026973585e-33
