Gene = amd
Position 783: 7.091755788866062e-06
Position 829: 4.9354120605058e-06
Position 161: 4.259385919016349e-06
Position 581: 4.2205180262552115e-06
Position 854: 1.740424857931606e-06
Position 131: 8.331741933909459e-07
Position 2780: 7.804222413611372e-07
Position 575: 6.054481038946439e-07
Position 475: 5.634614910797825e-07
Position 242: 5.376612819460253e-07
Position 764: 4.122347915223355e-07
Position 3288: 3.503322183173002e-07
Position 244: 1.8177112868781596e-07
Position 1075: 1.2924476767743736e-07
Position 429: 2.7467011347477824e-08
Position 420: 1.4552216825998478e-08
Position 289: 1.2437117727259177e-08
Position 707: 9.235805014895003e-09
Position 595: 8.007765809936176e-09
Position 628: 3.556579033711552e-09
Position 262: 2.3109351023280386e-09
Position 665: 1.8377716345058182e-09
Position 718: 1.0170593866813965e-10
Position 630: 7.309593546702168e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2639: 0.9949679787526124
Position 257: 0.9903112667573584
Position 1608: 0.40946232863855336
Position 1282: 0.17726980198038259
Position 911: 0.04874585928710866
Position 3719: 0.03011218666155203
Position 3408: 0.0207078208123758
Position 639: 0.018834394669748292
Position 866: 0.013162220782304687
Position 1798: 0.01253594149895543
Position 1140: 0.012478684265414253
Position 1468: 0.009867754983601023
Position 718: 0.007067627323513917
Position 1979: 0.005075036083371873
Position 3567: 0.004418042576940141
Position 773: 0.004214761072632859
Position 1061: 0.004169531094615444
Position 1842: 0.0035257408334125845
Position 1692: 0.0028632006063143726
Position 984: 0.0028219645803015496
Position 752: 0.0026644619565961434
Position 2410: 0.002258280870573899
Position 3749: 0.0021481507300544554
Position 1523: 0.0021342064664271274
Position 1629: 0.0019473697200528002
Position 3590: 0.0018676323521734767
Position 2094: 0.0015320356152983897
Position 837: 0.001418502644854252
Position 1047: 0.0013008801713659565
Position 3620: 0.0012402746611825622
Position 2915: 0.0011855256120243804
Position 1024: 0.0011762393406826738
Position 660: 0.0011717332218202296
Position 300: 0.0010942764988994447
Position 112: 0.0009561658302347309
Position 1163: 0.0008605505348153569
Position 852: 0.0006615434854958276
Position 1612: 0.0006584846195698613
Position 3494: 0.0006387652479407709
Position 3485: 0.0006315808029111483
Position 1033: 0.0006015378560870497
Position 1818: 0.0005795814502671543
Position 2977: 0.0005562762832762023
Position 3233: 0.000537591153896709
Position 324: 0.0005136475356990896
Position 1312: 0.0004656082566827969
Position 839: 0.0004637348400026291
Position 81: 0.0004419550723471206
Position 2062: 0.0003830240190740924
Position 1898: 0.00037923671616642523
Position 3943: 0.0003779260202009115
Position 2647: 0.00028816315718448854
Position 272: 0.00027413362995393794
Position 2661: 0.0002702986367278701
Position 2568: 0.00017579159377127126
Position 2028: 0.00015880423137685552
Position 998: 0.0001540609143741318
Position 3119: 0.00013229445588452203
Position 1879: 0.000104250767417601
Position 1346: 9.119391969658327e-05
Position 601: 8.328331781665356e-05
Position 3812: 8.268204176373528e-05
Position 1186: 7.119612993966252e-05
Position 2827: 6.75448375870067e-05
Position 3912: 6.24138759735431e-05
Position 312: 5.493323052029223e-05
Position 533: 4.9301534204768774e-05
Position 1120: 4.5828619442459324e-05
Position 3191: 2.3576825659061038e-05
Position 1391: 1.4103602643389061e-05
Position 309: 9.348248411206157e-06
Position 530: 4.148069958967478e-06
Position 1073: 3.1428461228225054e-06
Position 3274: 3.056839999425901e-06
Position 613: 2.0448828849957633e-06
Position 665: 2.0287894726753426e-06
Position 854: 7.586578559556351e-07
Position 1327: 4.272932002848706e-07
Position 131: 3.6525519980083035e-07
Position 1704: 2.773464115766855e-07
Position 913: 2.636919148378679e-07
Position 351: 1.975316918794389e-07
Position 1198: 9.216613190467311e-08
Position 1170: 8.708533135753153e-08
Position 488: 1.818882315601299e-08
Position 161: 1.6114149249501806e-08
Position 497: 1.282768076900967e-08
Position 360: 7.242953525972185e-09
Position 194: 6.460238231627114e-09
Position 342: 2.15343935397375e-09
Position 321: 1.6310114194713353e-09
Position 181: 6.554982567514516e-10
Position 224: 9.829175544115266e-12
Position 453: 6.373533216707799e-12
Position 52: 3.5769324769812733e-12
Position 196: 2.7479277515880567e-13
