Gene = schuy
Position 468: 2.8205216369721878e-05
Position 432: 2.5034625712866138e-05
Position 1486: 2.1153054008081108e-05
Position 1083: 1.888879964565981e-05
Position 219: 1.6523665952656814e-05
Position 1053: 1.6277010115870886e-05
Position 262: 1.5063778822550054e-05
Position 227: 1.180264372832892e-05
Position 739: 1.1600187674195406e-05
Position 1651: 1.0467189862756298e-05
Position 496: 8.821200043827454e-06
Position 526: 8.35305539856856e-06
Position 1818: 6.980922762606284e-06
Position 1527: 4.882167778590872e-06
Position 1050: 4.714859282420809e-06
Position 1336: 4.466518698832259e-06
Position 1558: 3.7976169752045764e-06
Position 1597: 3.7363448863787534e-06
Position 820: 3.5446361515812987e-06
Position 595: 2.8650857171948193e-06
Position 343: 2.7092656472835977e-06
Position 1358: 2.6486088101322967e-06
Position 506: 2.365780463581946e-06
Position 66: 2.2606576699340845e-06
Position 418: 2.207205307001498e-06
Position 224: 2.013160036396821e-06
Position 715: 1.9094344677422754e-06
Position 704: 1.7204811742959688e-06
Position 856: 1.710957050221734e-06
Position 532: 1.6107655765703214e-06
Position 502: 1.589570359079795e-06
Position 208: 1.5801000138682273e-06
Position 491: 1.4496167624657318e-06
Position 271: 1.2476233790060924e-06
Position 454: 7.172907039955479e-07
Position 376: 6.33554386455066e-07
Position 275: 5.519977292947905e-07
Position 535: 5.417489082724717e-07
Position 520: 3.7803335756528804e-07
Position 574: 3.7371684213047237e-07
Position 340: 3.0337240246991654e-07
Position 609: 2.990299629428756e-07
Position 349: 9.965584070191245e-08
Position 615: 9.253405978386258e-08
Position 358: 5.3168181717228984e-08
Position 101: 4.835870318049355e-08
Position 1126: 4.413846371005232e-08
Position 234: 3.808385530370198e-08
