Gene = mxt
Position 188: 1.5752831352965735e-05
Position 1995: 1.4034973219754909e-05
Position 530: 1.2639443611951474e-05
Position 414: 1.0076156341316334e-05
Position 2198: 9.352039864385086e-06
Position 1737: 8.199702017883828e-06
Position 2014: 7.972378258298254e-06
Position 4326: 7.767521100680222e-06
Position 2046: 5.340443266180589e-06
Position 2935: 4.882133733236048e-06
Position 2549: 4.567910561705656e-06
Position 3076: 4.31968840373797e-06
Position 3767: 3.923294278146833e-06
Position 3470: 3.8033840206784483e-06
Position 2068: 3.6560133610864743e-06
Position 1810: 3.356830583917623e-06
Position 2751: 3.3527969579712785e-06
Position 246: 2.9482719975307074e-06
Position 3361: 2.7220908676137814e-06
Position 2109: 2.5240674933285855e-06
Position 2155: 2.475269625073556e-06
Position 170: 8.760946579041413e-07
Position 1617: 8.273514264798889e-07
Position 1626: 8.118602072981645e-07
Position 3274: 7.772440806992771e-07
Position 2562: 6.816150582618821e-07
Position 3372: 6.614138041693558e-07
Position 4224: 5.841417243042629e-07
Position 3341: 2.5728984422729585e-07
Position 2532: 1.3279010728916546e-07
Position 365: 1.3155481408821242e-07
Position 3860: 1.3154419422592372e-07
Position 3495: 1.1830957489372338e-07
Position 3408: 8.087804945078647e-08
Position 659: 6.747827997911196e-08
Position 602: 5.553902911881229e-08
Position 3184: 4.4615563306543146e-08
Position 36: 3.5652993342154866e-08
Position 30: 1.992398838187176e-08
Position 368: 8.975257482521626e-09
Position 3829: 8.413064422707727e-09
Position 348: 5.9768646191476e-09
Position 1962: 5.44142359751523e-09
Position 2011: 2.682960851760221e-09
Position 2097: 2.1561047390910042e-09
Position 509: 1.5921023282889948e-09
Position 517: 8.409733934662315e-10
Position 3070: 1.402088215401422e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3636: 0.9979927739878546
Position 1719: 0.9979691093825128
Position 2648: 0.9977521840364909
Position 3052: 0.7801893418391151
Position 1078: 0.7406367228536744
Position 2343: 0.5610028880655414
Position 3183: 0.548553635424956
Position 4947: 0.37726439796594713
Position 3215: 0.2980011496371924
Position 2522: 0.2878978187831473
Position 4561: 0.18450210933043884
Position 1527: 0.14976064917385276
Position 4532: 0.14008318568610995
Position 4917: 0.1098692350567485
Position 4437: 0.10510845293884812
Position 3218: 0.10057380122813353
Position 4692: 0.06771092451817033
Position 2319: 0.0620958947304958
Position 2493: 0.04853022966450877
Position 275: 0.03621599211551234
Position 4369: 0.032476347490748195
Position 3829: 0.0299552142405648
Position 4330: 0.028880693539878682
Position 4307: 0.025806470303579923
Position 4444: 0.024520278850488717
Position 4828: 0.020399923286758888
Position 4374: 0.017881375454263326
Position 108: 0.01785008941175266
Position 3907: 0.01695691733722515
Position 4275: 0.014696676370551685
Position 5373: 0.01379496393381167
Position 316: 0.012712822834692822
Position 4301: 0.012162748245495425
Position 3945: 0.01159775394262985
Position 5250: 0.00833538296388084
Position 4481: 0.007280820420484149
Position 5727: 0.0068959135397222955
Position 132: 0.006867979233280676
Position 506: 0.00660891631643379
Position 3846: 0.004122709961224649
Position 5651: 0.003943648830752373
Position 3376: 0.0037990840851515268
Position 3974: 0.0036464161836975845
Position 110: 0.003431484576057568
Position 4888: 0.0033371119811748504
Position 2136: 0.003037031153796831
Position 5780: 0.002849693189901065
Position 793: 0.0028165209825671018
Position 1398: 0.002589678277902936
Position 813: 0.002144184190083201
Position 4956: 0.0019403263757845322
Position 1181: 0.0016493308182540458
Position 517: 0.0013302841436298102
Position 847: 0.001298248203173911
Position 4795: 0.001229024291264322
Position 1155: 0.0012200170438273984
Position 5442: 0.0011283881220596928
Position 3984: 0.0011151731770703255
Position 2854: 0.001094452978827966
Position 4406: 0.000849128758105931
Position 5791: 0.0008365047068061492
Position 2907: 0.0008112363529901661
Position 5311: 0.0007958337993230258
Position 1855: 0.000738048185477353
Position 1335: 0.0007346768235901867
Position 2373: 0.0006750751108508034
Position 2392: 0.0006689891760637861
Position 1560: 0.0006624340698141465
Position 2206: 0.0006564258174792942
Position 4487: 0.0006157797054873123
Position 333: 0.0005591850336473285
Position 1158: 0.0005557122586078111
Position 5471: 0.0005520848459717333
Position 1178: 0.0005360413466281076
Position 4997: 0.0005296904314286264
Position 4311: 0.0005076822315737313
Position 5290: 0.00048412568816313077
Position 1755: 0.00048094737587863867
Position 1151: 0.00046705342797978544
Position 239: 0.00043497919249230497
Position 2218: 0.00038629476126271413
Position 2091: 0.000362358951388141
Position 4143: 0.0003553266269443787
Position 1167: 0.0003477146288361846
Position 741: 0.00030890792265350414
Position 168: 0.0002897387064456719
Position 4148: 0.00028297051518018796
Position 5453: 0.0002724367262265832
Position 1017: 0.00026191086856091754
Position 916: 0.00025780524293899596
Position 3924: 0.0002493132599003429
Position 3443: 0.00024452236941546334
Position 1737: 0.00024152446295383303
Position 5096: 0.00023583268845083752
Position 2150: 0.00022818304856168716
Position 4567: 0.0002128425978141894
Position 570: 0.0002101123765519961
Position 4536: 0.00018570969536413253
Position 4058: 0.00016509235265260738
Position 1992: 0.0001612336363907146
Position 143: 0.00015769897080000517
Position 879: 0.0001553325654671566
Position 1864: 0.00015173684606227146
Position 1980: 0.00014551335527266364
Position 5810: 0.00013936061745969854
Position 2554: 0.00013719562014529517
Position 4107: 0.0001322316989146441
Position 1375: 0.00012548596281447823
Position 995: 0.00011093070106485513
Position 3063: 0.00011079858834168545
Position 1470: 0.00010936345950550316
Position 2670: 9.84376796228406e-05
Position 180: 9.835838963401044e-05
Position 744: 9.053441591764054e-05
Position 1340: 8.5563653473846e-05
Position 1194: 8.430493285917973e-05
Position 442: 8.1703883588252e-05
Position 2004: 7.777189633350622e-05
Position 3464: 7.763590417821059e-05
Position 1793: 7.333178358448422e-05
Position 2058: 7.299470056667916e-05
Position 2041: 6.731937578875746e-05
Position 484: 6.621878813395317e-05
Position 3450: 6.160837433674159e-05
Position 957: 5.8096180353125976e-05
Position 1084: 5.7706260143815716e-05
Position 2868: 4.453774584868535e-05
Position 3609: 4.343297941629765e-05
Position 1311: 4.3150198938410415e-05
Position 973: 4.1259140390987436e-05
Position 2880: 4.024019735559547e-05
Position 153: 3.349207938236787e-05
Position 3012: 2.8937020072632197e-05
Position 1828: 2.797000738270962e-05
Position 1223: 1.950905396207472e-05
Position 2539: 1.7902704891143413e-05
Position 2208: 1.724599165810143e-05
Position 1769: 1.6798578119561775e-05
Position 819: 1.6228527170112032e-05
Position 3682: 1.48701296655396e-05
Position 399: 1.3831402764614004e-05
Position 3492: 1.2423460931577402e-05
Position 595: 1.2099163420964714e-05
Position 992: 1.1674953181897328e-05
Position 1917: 1.1371766999693367e-05
Position 1626: 1.0994478393773175e-05
Position 1962: 9.948437575900343e-06
Position 3243: 8.247489876629835e-06
Position 3422: 8.023338773799431e-06
Position 2865: 7.695291676448599e-06
Position 3476: 7.271096536598725e-06
Position 616: 6.977869151481121e-06
Position 576: 6.858574951801364e-06
Position 218: 6.44370395183674e-06
Position 3550: 6.208869201501471e-06
Position 3341: 5.98970716183801e-06
Position 2607: 2.8771929152786645e-06
Position 3304: 2.319130109963852e-06
Position 2916: 2.3167783776425505e-06
Position 3084: 2.088987012717688e-06
Position 3225: 1.804752651624646e-06
Position 2182: 1.7485429686168205e-06
Position 206: 1.7060672997693436e-06
Position 2728: 1.6654694058887625e-06
Position 1870: 1.4639832382221042e-06
Position 2083: 1.3438117917339317e-06
Position 1914: 1.2003429372293818e-06
Position 2819: 9.861049598726663e-07
Position 4121: 9.81275855681789e-07
Position 277: 9.646881608672858e-07
Position 3121: 9.115598037980472e-07
Position 2798: 8.49157762146321e-07
Position 2783: 7.860648515527071e-07
Position 3096: 7.481250203102597e-07
Position 67: 6.551418376075341e-07
Position 2801: 4.944990260001894e-07
Position 2046: 2.718117293814147e-07
Position 3719: 1.4338868582641414e-07
Position 4126: 4.367844194549052e-08
Position 3582: 4.257626992872785e-08
Position 3725: 1.364515932486667e-08
Position 2010: 4.370539567565223e-09
Position 61: 3.946640674964409e-09
Position 186: 2.4276205056491106e-09
Position 3755: 9.891304092704375e-10
Position 195: 2.9309357232131607e-10
Position 188: 1.4060248602095747e-12
