Gene = drpr
Position 7335: 5.0161826698012736e-05
Position 7726: 4.067635247334057e-05
Position 7342: 3.755208081012231e-05
Position 13813: 3.30473934190412e-05
Position 7615: 2.8865448348486926e-05
Position 7847: 2.7025058709628538e-05
Position 237: 2.3304184795852187e-05
Position 14112: 2.31098583063193e-05
Position 130: 1.988081124767603e-05
Position 7255: 1.8553222172762657e-05
Position 13538: 1.8203569545703228e-05
Position 15043: 1.6625225332986303e-05
Position 99: 1.5260947045104616e-05
Position 13890: 1.4980861362904077e-05
Position 13343: 1.4341341867805842e-05
Position 7817: 1.4027847482177571e-05
Position 103: 1.3658510714100768e-05
Position 1999: 1.1905987082887678e-05
Position 247: 1.148439143842712e-05
Position 39: 1.0628701043996658e-05
Position 13609: 9.256372132604116e-06
Position 531: 9.142894227114177e-06
Position 765: 9.104602402104146e-06
Position 252: 8.945771208990395e-06
Position 42: 8.351858483877186e-06
Position 1632: 8.083776778696946e-06
Position 1368: 7.481132690527182e-06
Position 494: 6.52169311051867e-06
Position 205: 6.246948259168145e-06
Position 13517: 6.237463045076019e-06
Position 7351: 5.49687220876374e-06
Position 14163: 5.2606375234513355e-06
Position 7359: 5.229122983726143e-06
Position 14147: 5.115136501491751e-06
Position 735: 4.331703766060991e-06
Position 97: 4.166652238193346e-06
Position 542: 4.087200233846277e-06
Position 14364: 3.865454586772801e-06
Position 14782: 3.839673734971077e-06
Position 359: 3.4475825471380487e-06
Position 430: 3.237521058162599e-06
Position 188: 3.157971301146333e-06
Position 14006: 2.8270886040445177e-06
Position 466: 2.8115581921539426e-06
Position 14443: 2.6979043931203996e-06
Position 4142: 2.5034634531088943e-06
Position 208: 2.401748147967503e-06
Position 486: 2.271071406320023e-06
Position 14096: 2.144341234328582e-06
Position 14167: 2.0529345003337298e-06
Position 7286: 2.047520355887124e-06
Position 46: 1.2211017682721937e-06
Position 14315: 1.2015213702170292e-06
Position 285: 1.1131679911951194e-06
Position 320: 1.0798045799635877e-06
Position 340: 9.862369111394292e-07
Position 240: 8.531560085339199e-07
Position 69: 7.908682622979473e-07
Position 14774: 6.566721442400877e-07
Position 14240: 6.554813789189152e-07
Position 21: 5.935186617254073e-07
Position 139: 5.723062056501709e-07
Position 422: 4.985488331678388e-07
Position 481: 4.765694300256226e-07
Position 1890: 3.7781018071278165e-07
Position 365: 3.7382966455016495e-07
Position 7283: 3.484825199184093e-07
Position 94: 2.692920280525477e-07
Position 7638: 2.321308400192655e-07
Position 1671: 2.0211153609629368e-07
Position 89: 1.8259933626448957e-07
Position 8409: 1.2106152745545113e-07
Position 7580: 1.0250012247514447e-07
Position 13285: 1.0212156841106981e-07
Position 13472: 9.568450682913339e-08
Position 7238: 9.539263460767456e-08
Position 13406: 8.406752333743622e-08
Position 1306: 7.809546858059004e-08
Position 2601: 7.806361453198212e-08
Position 492: 7.368838243996751e-08
Position 1328: 6.390764274643422e-08
Position 615: 5.345477721325256e-08
Position 823: 2.9063915694725658e-08
Position 1502: 2.533332317341119e-08
Position 808: 2.156874404268976e-08
Position 1681: 2.0134431076352577e-08
Position 682: 1.9491897724048452e-08
Position 895: 1.4246018587352238e-08
Position 908: 1.3772350439138018e-08
Position 7181: 1.0036401119461947e-08
Position 6980: 5.24831842390757e-09
Position 7798: 3.550371644479845e-09
Position 7773: 2.8677512500288448e-09
Position 631: 2.776884097757723e-09
Position 14459: 2.4287998135549066e-09
Position 13811: 2.254733693050947e-09
Position 228: 1.7932200737649262e-09
Position 8: 1.4246693417142867e-09
Position 14399: 8.631637413280412e-10
Position 7582: 7.429648487214758e-11
Position 7441: 5.925152992605703e-11
Position 625: 8.266966433401231e-12
Position 568: 1.020435141925833e-12
Position 269: 5.671218159117409e-13
Position 608: 2.9044034272607593e-13
Position 313: 7.44104642909363e-15
Position 325: 1.2862678176286686e-15
Position 1159: 2.7357062552187643e-19
Position 1216: 1.3642005672054379e-19
Position 1270: 5.027091544199721e-20
Position 752: 2.8815940467211922e-24

Sorted 3' Splice Sites (High to Low Probability):
Position 13227: 0.9982527973870953
Position 7401: 0.9963381747534571
Position 13798: 0.9924664970940642
Position 14163: 0.9885298020526745
Position 7173: 0.9787355404990492
Position 6881: 0.8911361902172079
Position 14550: 0.7180345582953283
Position 12789: 0.6580256788438185
Position 11361: 0.3341802481817937
Position 10722: 0.21166737186367882
Position 14959: 0.18931716812552776
Position 15006: 0.17425738291310233
Position 10937: 0.10883036087322412
Position 15146: 0.10208753229947645
Position 15058: 0.09096681505522637
Position 15216: 0.08391172192705282
Position 12232: 0.06793696517001893
Position 6653: 0.06616294217684171
Position 14584: 0.06458035020713723
Position 8049: 0.03805870254305937
Position 14879: 0.03681419612753177
Position 14513: 0.03288972722074237
Position 8238: 0.030379573181316726
Position 15366: 0.02884144355264495
Position 13628: 0.027806161259776217
Position 6942: 0.02304966741887258
Position 14995: 0.022219346861773525
Position 11018: 0.020135820391634158
Position 14464: 0.017411795728544056
Position 13949: 0.014147054985323558
Position 6993: 0.013906501425410365
Position 8080: 0.012012548723176064
Position 308: 0.009517507339568219
Position 7184: 0.009488660303081951
Position 10908: 0.008302915307480951
Position 14412: 0.007582122770016046
Position 13995: 0.007218525218489383
Position 14594: 0.0071600005171708276
Position 14597: 0.007014435524485644
Position 7859: 0.0069471202120734024
Position 7216: 0.006585362385186965
Position 14642: 0.006532296071719159
Position 6919: 0.006309353607963625
Position 10524: 0.00625818086329769
Position 15342: 0.005869528093476895
Position 1424: 0.005289331242740828
Position 7199: 0.005124666683854803
Position 1025: 0.0048024930452719725
Position 429: 0.003605046710899918
Position 1680: 0.003491413449752791
Position 2048: 0.0031108484276581617
Position 14207: 0.002925535700322954
Position 8294: 0.0028725432772194323
Position 14964: 0.002730556873039334
Position 8023: 0.002723169806286694
Position 7606: 0.0025993265778093003
Position 7589: 0.0022635225455024583
Position 282: 0.0021736073212814564
Position 6960: 0.0020707735942550767
Position 7881: 0.002056302324628888
Position 15183: 0.0018245199706195022
Position 14170: 0.0017448366088813794
Position 1353: 0.0017349427520079175
Position 13864: 0.0015679478308838453
Position 14437: 0.0013723695178197634
Position 3104: 0.0013009815016986899
Position 13254: 0.0012061599095415812
Position 465: 0.0011555675282311122
Position 7036: 0.001118608802489827
Position 6818: 0.001117425451790391
Position 13443: 0.001076865714311434
Position 13713: 0.0010230260320893767
Position 8128: 0.0010078729620457642
Position 1531: 0.0009454316185928559
Position 10745: 0.0009308592388970612
Position 3979: 0.0009167962219258782
Position 4674: 0.0007311017490680538
Position 409: 0.0006323000131673757
Position 7638: 0.0005753758423907173
Position 284: 0.000554849392431482
Position 481: 0.0005123486816711163
Position 1404: 0.0004677021927459742
Position 4198: 0.00043570354929420725
Position 7545: 0.00041608884563350994
Position 3215: 0.00039635913363143626
Position 313: 0.0003945510060408042
Position 14034: 0.00033567012889640135
Position 3108: 0.0003342320856806536
Position 1724: 0.0003313044540521234
Position 1210: 0.0003293457510050433
Position 14399: 0.000314283753159732
Position 14259: 0.00031035942418309687
Position 4743: 0.00029355228563936696
Position 542: 0.00028714688064021007
Position 7823: 0.0002589223623218718
Position 7932: 0.00025144683565975456
Position 7911: 0.00021183686765908897
Position 1032: 0.00020217028955894095
Position 686: 0.00019145032857619391
Position 650: 0.0001881243072566976
Position 7999: 0.0001835062050906387
Position 1559: 0.0001748080946286337
Position 7792: 0.00015202940634618885
Position 14147: 0.0001464800898471087
Position 14052: 0.00014371880752311002
Position 15394: 0.00014331379338261959
Position 7808: 0.0001293301135224263
Position 13828: 0.0001240893824569901
Position 1448: 0.00012183498579697331
Position 123: 0.00010530873523590969
Position 3044: 9.168173772131693e-05
Position 3815: 8.858763703299765e-05
Position 520: 8.126500780023884e-05
Position 14416: 7.779372110161218e-05
Position 4562: 7.721181751469884e-05
Position 4242: 7.294324329476805e-05
Position 3061: 6.716816117430489e-05
Position 130: 6.422489528383361e-05
Position 3896: 6.283427343819316e-05
Position 4362: 6.2476732557014e-05
Position 864: 6.179135482638287e-05
Position 6244: 5.508315814476915e-05
Position 5362: 5.450986595931083e-05
Position 4508: 5.0705403262701894e-05
Position 779: 4.962949933609331e-05
Position 198: 4.913711706950556e-05
Position 8486: 4.5506254046039245e-05
Position 2983: 4.328348289934414e-05
Position 4035: 4.013700998058317e-05
Position 7710: 3.658802427109939e-05
Position 2113: 3.116810147222162e-05
Position 752: 2.7183002415873667e-05
Position 941: 2.5544533399200783e-05
Position 2196: 2.2505802737652055e-05
Position 188: 2.212616621767885e-05
Position 755: 2.068870991746185e-05
Position 392: 1.9674686300005607e-05
Position 247: 1.9470283339840493e-05
Position 14054: 1.7531645082104208e-05
Position 7457: 1.3348506805416596e-05
Position 13284: 1.3337725733696696e-05
Position 13383: 1.1706384240738513e-05
Position 14261: 8.407728780332974e-06
Position 7254: 4.90585854813539e-06
Position 7300: 3.1226932192262085e-06
Position 2677: 2.8439650101402544e-06
Position 14334: 1.7176792483059957e-06
Position 7422: 1.0349119231669226e-06
Position 14338: 4.2527464660093246e-07
Position 695: 1.1295024121549835e-07
Position 982: 1.0571070062847032e-07
Position 625: 9.777092327964299e-08
Position 1609: 8.516730884788803e-08
Position 1195: 7.753100650772259e-08
Position 732: 7.394115828034131e-08
Position 1052: 4.497442165028797e-08
Position 4062: 4.299403672083437e-08
Position 3646: 4.00932880832156e-08
Position 2502: 3.7262871439807785e-08
Position 1438: 3.380447760329931e-08
Position 14431: 3.36259839571128e-08
Position 1263: 3.051658569979494e-08
Position 323: 2.1344097732419153e-08
Position 439: 1.8176800173029657e-08
Position 1331: 1.682005851673864e-08
Position 7465: 1.2296016793002793e-08
Position 336: 1.2087861795989527e-08
Position 2235: 1.083509852160021e-08
Position 559: 8.368362239290095e-09
Position 3227: 8.358901650913336e-09
Position 359: 7.607985725564243e-09
Position 1045: 5.9223445347971506e-09
Position 343: 5.1405599636270295e-09
Position 320: 3.1566730028455403e-09
Position 14285: 1.5565254817720814e-09
Position 1159: 1.487942565345708e-09
Position 608: 1.468536597848144e-09
Position 7484: 1.4328571963405622e-09
Position 7425: 4.3437258651079494e-10
Position 7417: 4.115736115321068e-10
Position 7528: 1.7091029770729817e-10
Position 160: 8.690675401661264e-11
Position 263: 9.668183777987838e-14
Position 69: 9.184887886973024e-23
Position 252: 9.411310198333156e-25
