Gene = dlt
Position 935: 0.00010286353184861916
Position 455: 9.521993335501029e-05
Position 547: 8.693668369889959e-05
Position 484: 7.734143855096932e-05
Position 481: 6.700430549800994e-05
Position 3168: 6.616329250159582e-05
Position 588: 6.155287667494969e-05
Position 423: 5.257407201603008e-05
Position 174: 4.756175485904236e-05
Position 718: 4.593208004379848e-05
Position 1025: 4.507647422441763e-05
Position 813: 4.4661596705253085e-05
Position 134: 4.295177548740198e-05
Position 478: 3.934581078522894e-05
Position 443: 3.805521727790708e-05
Position 28: 3.664372172999236e-05
Position 475: 3.063891495347123e-05
Position 702: 3.0375167036957785e-05
Position 33: 2.7209218909250065e-05
Position 611: 2.5052803774122174e-05
Position 2722: 1.6737875796496715e-05
Position 1271: 1.1278949696760312e-05
Position 2951: 1.1021624877904952e-05
Position 3641: 9.369309858892521e-06
Position 225: 4.245302773579492e-06
Position 397: 3.845315254888887e-06
Position 729: 1.5224347376577625e-06
Position 2030: 1.5133468858597536e-06
Position 626: 5.327408659837499e-07
Position 712: 1.0648561815207167e-07
Position 628: 9.776805506537333e-08
Position 549: 3.531364682318078e-08
Position 151: 2.9779425442811224e-08
Position 323: 2.7871723642996105e-08
Position 705: 1.264001831967286e-08
Position 316: 1.036132682792085e-08
Position 693: 9.804677360971563e-09
Position 155: 5.498129108566224e-09
Position 145: 4.70325043694325e-09
Position 169: 1.3417742927577392e-09
Position 203: 1.2353573403692569e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1827: 0.9595299093677568
Position 2860: 0.5500492702712817
Position 2108: 0.5308496446790836
Position 2191: 0.2765832972526392
Position 2665: 0.06666010174231314
Position 2880: 0.06430295292633877
Position 4327: 0.05894231673937784
Position 4197: 0.0392393871081424
Position 158: 0.02910391240451504
Position 3721: 0.025440711545511273
Position 5506: 0.02024995473467724
Position 3849: 0.015851130454167365
Position 3898: 0.012855119699267347
Position 1336: 0.01078842751710561
Position 3280: 0.008590936780366898
Position 5527: 0.007941338272927555
Position 3412: 0.006446884099951755
Position 3901: 0.005774724878010145
Position 1623: 0.005430197015677309
Position 3644: 0.005063798151334451
Position 3229: 0.004250182431390147
Position 2262: 0.003412647144961819
Position 3787: 0.0033260362961883465
Position 798: 0.0029750276565760824
Position 1512: 0.002962217504127778
Position 3506: 0.002915150003619547
Position 1538: 0.0028366260270131045
Position 1713: 0.0026907972198237412
Position 684: 0.0023054930720548235
Position 2522: 0.0017045094293326214
Position 3534: 0.0014849197860375104
Position 1770: 0.0014770121210760016
Position 2449: 0.0014738159969630443
Position 4001: 0.0012833490646169895
Position 1271: 0.0011351794023542609
Position 3079: 0.0010436360691761743
Position 646: 0.0009770398098176915
Position 2197: 0.0008713097816938193
Position 2494: 0.0008574023315478062
Position 1922: 0.0008560163992472713
Position 4405: 0.000781435706824943
Position 2586: 0.0006590815891610596
Position 2491: 0.000563601290794106
Position 1476: 0.0004976559639248858
Position 3664: 0.0004885352863862854
Position 2928: 0.00047702298539371174
Position 914: 0.0003948005124771655
Position 611: 0.0003336784436264719
Position 1486: 0.00033265334803107854
Position 2826: 0.00025218012540729616
Position 1789: 0.0002471130041335347
Position 397: 0.00024262065802626716
Position 391: 0.00024180635273507586
Position 440: 0.000217444962276181
Position 2994: 0.00016868263180887304
Position 344: 0.00014264048521185009
Position 210: 0.0001150890215233226
Position 145: 0.00011308266994068919
Position 1108: 8.829102502013329e-05
Position 338: 8.772991647717643e-05
Position 2084: 5.197312620546415e-05
Position 761: 4.748640493705293e-05
Position 1682: 4.370950668410045e-05
Position 1628: 4.0953350634005404e-05
Position 169: 3.6795889807650965e-05
Position 705: 6.522998306656789e-07
Position 854: 1.6255515034460858e-07
Position 1023: 1.47458932991335e-07
Position 662: 1.2606550026727574e-07
Position 443: 1.0376539436483143e-07
Position 115: 1.5315172274075235e-08
Position 245: 1.4802994928122219e-08
Position 128: 8.545386006995298e-10
Position 446: 7.112843697996819e-10
Position 84: 4.993373216316388e-10
