Gene = Tsp66A
Position 2598: 1.2570118171869e-07
Position 125: 1.0932141592612927e-07
Position 398: 9.196240436064086e-08
Position 429: 4.542361042736185e-08
Position 2299: 3.5240634868654467e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2410: 0.9510135759903722
Position 2214: 0.8980920264886558
Position 391: 0.7428426812676453
Position 737: 0.739444668219707
Position 1116: 0.7265279867090256
Position 1309: 0.6587600839352399
Position 160: 0.6575679700737723
Position 1968: 0.6059583195281113
Position 577: 0.559273208044574
Position 2646: 0.47100623024024546
Position 891: 0.22836019455863604
Position 2683: 0.21477911974977662
Position 2636: 0.1953531429216491
Position 775: 0.1436158282800048
Position 1619: 0.14255316312793254
Position 1135: 0.12244142869912071
Position 1479: 0.11279246705133707
Position 2760: 0.08695788755774483
Position 2809: 0.08428588308705029
Position 945: 0.08415980365856468
Position 1458: 0.08387907613860174
Position 415: 0.05999279024252597
Position 1740: 0.056799638106445616
Position 1289: 0.04326925795030514
Position 913: 0.04274750095122719
Position 269: 0.04193070915667278
Position 991: 0.039470127313904146
Position 1641: 0.035581351864704625
Position 281: 0.03126626196108743
Position 461: 0.02881337865435358
Position 1743: 0.02623787024518142
Position 623: 0.02516134580141252
Position 702: 0.02071488797700495
Position 2416: 0.01917702121741252
Position 2660: 0.016780968342062254
Position 1772: 0.015223640098726138
Position 2704: 0.011427224118403403
Position 2250: 0.007806874780239477
Position 3014: 0.007153683826398818
Position 3111: 0.006914748638863715
Position 2280: 0.0065914547095297085
Position 467: 0.005586754086371766
Position 3288: 0.004141866625996106
Position 2686: 0.0037399312960214137
Position 182: 0.0030464510113230063
Position 422: 0.0024217131446641663
Position 2183: 0.002319197156862629
Position 2843: 0.0021195418171236022
Position 1645: 0.001943565632009006
Position 974: 0.0018921771797236655
Position 2224: 0.0018340553223537119
Position 1976: 0.0017616675568413772
Position 1761: 0.0015104353562046488
Position 1526: 0.0011072373697931471
Position 2485: 0.0009910071945282279
Position 2840: 0.0008321006420565442
Position 840: 0.0005986689922796615
Position 1370: 0.00041990020785771906
Position 3069: 0.00034396210516328407
Position 657: 0.0002890367911115889
Position 1178: 0.00027345985686959333
Position 427: 0.0001807759981511352
Position 106: 0.00017739811041564245
Position 2522: 0.00016269569580035898
Position 1493: 8.976385039211407e-05
Position 336: 6.928752975666883e-05
Position 243: 6.516366313905366e-05
Position 822: 6.0336457618554066e-05
Position 2780: 5.6390776597780434e-05
Position 2846: 5.499598607987368e-05
Position 2791: 5.362661739866695e-05
Position 1200: 3.623601940053866e-05
Position 248: 2.328013746107761e-05
Position 1915: 2.0159216448291668e-05
Position 638: 1.913724041212516e-05
Position 659: 1.7929102783579967e-05
Position 675: 5.5080506063670105e-06
Position 187: 2.18932981448183e-06
Position 118: 8.6114772398921e-07
Position 110: 1.7709318235112266e-11
