Gene = l(3)mbn
Position 3152: 0.02840172419901061
Position 546: 0.020892463720897942
Position 3413: 0.015807292959545655
Position 2959: 0.014354080798371815
Position 1909: 0.0126597970301351
Position 3178: 0.012049943423024824
Position 3080: 0.007594838787765941
Position 3648: 0.00758858757378103
Position 1455: 0.007122888523745676
Position 1772: 0.006095541946314625
Position 3440: 0.006078756297007248
Position 3828: 0.0032931381010298973
Position 3244: 0.003197448945967852
Position 3517: 0.0029727583990729538
Position 1567: 0.0028092928725709627
Position 3385: 0.0027215549339468293
Position 3943: 0.002624866803756432
Position 2592: 0.002414363433860182
Position 1434: 0.0021359555147053995
Position 2522: 0.00198754577947677
Position 1625: 0.001979678898552959
Position 2752: 0.001975961520875715
Position 179: 0.001727834645356283
Position 3231: 0.001720408942899649
Position 3208: 0.0017174401355698349
Position 4664: 0.0016878631831828744
Position 1108: 0.0015923886507142853
Position 3580: 0.0012341135526709032
Position 1160: 0.0010960232421892454
Position 3836: 0.0009604180594725389
Position 2764: 0.0009218629383976262
Position 2604: 0.0009173483346867125
Position 3856: 0.0008970932001034954
Position 1009: 0.0008292522829438793
Position 937: 0.0007843095807694795
Position 1952: 0.0007596844391258298
Position 386: 0.0006058495755857775
Position 1759: 0.0005969152098088814
Position 2043: 0.00048801534351826094
Position 2817: 0.0004488901166984275
Position 189: 0.0004442922632274987
Position 1742: 0.0004259258043754036
Position 1683: 0.0004057697359035769
Position 2842: 0.0003983505160119703
Position 2620: 0.0003454808665505453
Position 2858: 0.0003027569651675677
Position 1846: 0.0002738800134468285
Position 3531: 0.00026377058398494187
Position 2060: 0.00024202434762296148
Position 4048: 0.00022302330753367676
Position 4392: 0.00021019157027232872
Position 1887: 0.0002030987626882239
Position 4116: 0.00019505331641073305
Position 3468: 0.00016653498157735475
Position 1643: 0.0001524698438314407
Position 2162: 0.00015133898850198886
Position 1335: 0.0001423249005513756
Position 3594: 0.00013699591489208307
Position 1675: 0.00012193148954509452
Position 2087: 0.00012015916456090909
Position 1163: 0.00011769811331022904
Position 1702: 0.00011429567801130156
Position 1998: 0.00010906092143336692
Position 1061: 0.0001087969761089944
Position 1035: 9.961300795861812e-05
Position 1243: 8.017211829803524e-05
Position 829: 7.977258723552974e-05
Position 2170: 7.035444154888182e-05
Position 2972: 5.953817630124994e-05
Position 291: 4.7066587704605664e-05
Position 660: 3.890342786003641e-05
Position 1503: 3.600033882648666e-05
Position 2981: 2.2938690371296005e-05
Position 2009: 1.9936711225891027e-05
Position 283: 1.5193579814911946e-05
Position 67: 1.3036930930249419e-05
Position 2935: 1.111697770713023e-05
Position 400: 9.294202692381906e-06
Position 424: 6.141785960134224e-06
Position 2019: 4.614387725796607e-06
Position 2923: 4.039841943202009e-06
Position 1278: 2.4240536649991646e-06
Position 489: 1.6865166655610338e-06
Position 606: 1.6419661485931036e-06
Position 1313: 1.3192464104474867e-06
Position 1014: 1.195575714405836e-06
Position 732: 9.384290164244272e-07
Position 1253: 9.316067138163726e-07
Position 2773: 5.815147290339401e-07
Position 3002: 5.67190140992529e-07
Position 2878: 3.5194595302942503e-07
Position 2678: 3.3730548511793624e-07
Position 3022: 3.824773054239291e-08
Position 576: 3.680131412375049e-08
Position 896: 2.98260170764263e-08
Position 755: 2.2519047014564764e-08
Position 564: 1.4031930579304043e-08
Position 817: 1.2338592544786767e-08
Position 325: 1.2041709171119662e-08
Position 593: 6.878527825302719e-09
Position 579: 5.670186136376642e-09
Position 1258: 5.613068434357567e-09
Position 427: 2.522629769443395e-09
Position 74: 1.8386808945820908e-09
Position 772: 8.521988669482528e-10
Position 573: 4.902557260071196e-10
Position 421: 2.96301034003011e-11
Position 442: 2.2090451247318883e-11
Position 170: 1.930511524648069e-11
Position 437: 7.567246421964916e-12
Position 250: 7.021365864422934e-12
Position 603: 1.8148671894245497e-12
Position 439: 1.40450806693694e-13
Position 444: 9.238880437584286e-19
