Gene = Fie
Position 588: 2.9854858032081684e-05
Position 291: 2.7779777209739332e-05
Position 2243: 2.7346414437064462e-05
Position 760: 2.4777630994238722e-05
Position 2145: 1.9559617735816967e-05
Position 1648: 1.664301310738604e-05
Position 1444: 1.5002971613629611e-05
Position 829: 1.3257403387984547e-05
Position 1024: 1.0163702544542241e-05
Position 1978: 9.756821913960555e-06
Position 797: 9.450101323207426e-06
Position 804: 9.430139533891924e-06
Position 826: 8.732191225759435e-06
Position 1051: 6.691941712641165e-06
Position 877: 6.311166324767958e-06
Position 74: 5.8048453147876785e-06
Position 863: 5.688404217342862e-06
Position 871: 4.3313105226404325e-06
Position 1844: 4.1950378827485235e-06
Position 2031: 3.2889762742460007e-06
Position 1033: 3.0807050501210316e-06
Position 2014: 3.035167504990213e-06
Position 1618: 2.7146313763952765e-06
Position 1908: 2.353283323156253e-06
Position 660: 2.1429831316949308e-06
Position 2142: 2.1319495274574152e-06
Position 461: 1.947575869172494e-06
Position 1857: 1.8219725896139014e-06
Position 623: 1.8168126789741793e-06
Position 1529: 1.6125066289373878e-06
Position 740: 1.4784601465568964e-06
Position 1836: 1.2726068430795057e-06
Position 810: 1.1701908090307662e-06
Position 668: 1.1661847414525339e-06
Position 785: 9.627971385209523e-07
Position 880: 9.092349642078407e-07
Position 221: 8.969832549054836e-07
Position 111: 7.759878017476867e-07
Position 192: 5.069661374825422e-07
Position 100: 4.699168129870467e-07
Position 151: 4.555677511814285e-07
Position 446: 3.7381697679023747e-07
Position 1492: 3.500574083820466e-07
Position 443: 3.1632935551313544e-07
Position 512: 2.241421137543036e-07
Position 412: 2.2360616673254998e-07
Position 1535: 1.2429633267077736e-07
Position 1358: 1.0969687732201907e-07
Position 381: 7.498330943593252e-08
Position 1499: 2.1507019564045895e-08
Position 1373: 1.786491789539915e-08
Position 1538: 6.257908318934303e-09
Position 1501: 5.413782440011009e-09
Position 160: 3.5165915778277945e-09
Position 373: 3.4633516256781915e-09
Position 1575: 1.557199488682397e-09
