Gene = stwl
Position 2786: 0.00627331161398025
Position 5019: 0.004994983281044904
Position 1456: 0.0049522497610517136
Position 966: 0.0044564222227237
Position 3069: 0.004234438520008237
Position 1372: 0.003339488948333373
Position 388: 0.0032954704562544036
Position 1453: 0.0030541577708730213
Position 795: 0.0021322984292497437
Position 378: 0.002019456577723389
Position 265: 0.002003227117936961
Position 1083: 0.0019550500929040615
Position 4228: 0.0018316512170448477
Position 1639: 0.001612302349876407
Position 408: 0.0014758332938673683
Position 5248: 0.0013548189780317502
Position 4952: 0.0009259885567320036
Position 440: 0.0008878587470180206
Position 4021: 0.000804530894900246
Position 4611: 0.0008013123031433344
Position 2127: 0.0007878774789553043
Position 828: 0.0006807835476049307
Position 2534: 0.0006215647625015016
Position 1239: 0.0005352713654761891
Position 1591: 0.0005037089421700906
Position 3805: 0.00044915468534944815
Position 1109: 0.0004394645026343192
Position 3985: 0.00041751886684057585
Position 2577: 0.0003453046478166783
Position 1419: 0.0003393425441977019
Position 105: 0.00033105692259282357
Position 367: 0.00033036398199900834
Position 1397: 0.0003158197356993303
Position 4101: 0.0003121711442592328
Position 3558: 0.00028017252895431375
Position 166: 0.0002638667992733289
Position 712: 0.00019907628425325168
Position 840: 0.0001938619375088759
Position 2716: 0.00019166943395168746
Position 3437: 0.00016655366192341173
Position 1010: 0.00010991571057345066
Position 2216: 0.0001014366272307945
Position 2945: 8.571962687484179e-05
Position 580: 8.559833300877954e-05
Position 2745: 8.556024645147243e-05
Position 837: 7.933656534940629e-05
Position 2555: 7.054060800303972e-05
Position 1279: 3.569357296729518e-05
Position 483: 2.745612649654771e-05
Position 1407: 1.0138804138814427e-05
Position 174: 9.297978365488348e-06
Position 1893: 4.3903160630048235e-06
Position 137: 3.6435041717021233e-06
Position 480: 2.9240786243950105e-06
Position 601: 6.761651133577278e-07
Position 1003: 6.342540886436088e-07
Position 645: 6.173781932319654e-07
Position 1106: 5.603832344567514e-07
Position 412: 2.2289988311899798e-07
Position 531: 1.9512827410071392e-07
Position 269: 1.422774174023969e-07
Position 458: 1.209666458952149e-07
Position 219: 9.622863451598706e-08
Position 312: 8.452110442390308e-08
Position 451: 1.3852341402032792e-08
Position 230: 4.220206592529241e-09
Position 227: 1.5213881564686232e-09
