Gene = Aef1
Position 3629: 0.003288538009810779
Position 1013: 0.0031863539919330794
Position 4069: 0.0030995545349130726
Position 1274: 0.003015995962341521
Position 477: 0.0027838425327617352
Position 442: 0.0027441190602410033
Position 374: 0.0026903610083213493
Position 3784: 0.002485255769555289
Position 625: 0.002318157444514929
Position 611: 0.0020308904808973675
Position 3498: 0.0018257650711429848
Position 1900: 0.0015682285654729099
Position 3568: 0.0015305066058021795
Position 590: 0.0015277562449689534
Position 1266: 0.001481234711756304
Position 3880: 0.0013660492883053599
Position 2538: 0.0013054645176286649
Position 1560: 0.0012711811204907768
Position 146: 0.0012588975409766443
Position 2252: 0.0011868216410086956
Position 4931: 0.001119457639062645
Position 3495: 0.0010584344844061944
Position 683: 0.0010058082267203102
Position 2131: 0.0009314823861594674
Position 4012: 0.0009151179163417334
Position 764: 0.0009071679674615837
Position 694: 0.0005912009220055449
Position 1932: 0.0005842619814196528
Position 1751: 0.0005744068956145391
Position 2658: 0.0004999034001991426
Position 3833: 0.0004927292532496861
Position 3468: 0.0004122858148686971
Position 1873: 0.000411862997078705
Position 117: 0.0003750667121467091
Position 1501: 0.00037465675949989875
Position 1101: 0.0003139526468207434
Position 3184: 0.0002775144907850534
Position 1225: 0.0002572286514400013
Position 1505: 0.0002363888734113582
Position 4042: 0.00018902443525113525
Position 1675: 0.00018571686580542602
Position 702: 0.00015780475250699703
Position 1394: 0.0001424562863691393
Position 1335: 0.00013961837178853184
Position 506: 0.00012639681299911025
Position 1386: 0.00011448572906979779
Position 2760: 0.00011357465909402904
Position 3648: 0.0001036716606718106
Position 403: 7.323862960669022e-05
Position 177: 6.222996942922165e-05
Position 919: 5.648553521017555e-05
Position 425: 4.242659942583747e-05
Position 811: 2.0902793536247594e-05
Position 901: 1.070659514891741e-05
Position 1312: 1.036680342523754e-05
Position 2853: 9.041905465244614e-06
Position 531: 6.7892735432020536e-06
Position 248: 4.579976372520985e-06
Position 283: 2.7640074109139355e-06
Position 279: 2.0392236602399104e-06
Position 709: 1.7971652204672022e-06
Position 662: 1.355908348656964e-06
Position 2685: 1.0949504148630501e-06
Position 259: 9.224734277414081e-07
Position 528: 7.12398266641711e-07
Position 264: 2.5551636765965036e-07
Position 566: 1.3623546253719717e-07
Position 307: 7.478228847337076e-08
Position 130: 6.181143596435504e-08
Position 444: 5.184203657301364e-09
Position 408: 4.123766414762751e-09
Position 56: 2.3078296365007463e-09
Position 206: 1.9665234406774265e-10
Position 151: 1.3970346572187015e-10
Position 153: 1.3676714786151317e-13
Position 309: 1.846190807073824e-14
