Gene = Marf1
Position 9525: 1.4356825085919057e-09
Position 10120: 1.2884702090193035e-09
Position 9177: 1.2649972730052767e-09
Position 9452: 8.881963805047949e-10
Position 9480: 8.211558278727562e-10
Position 9403: 6.327161997619073e-10
Position 8570: 4.824392052944905e-10
Position 6557: 4.052858671825874e-10
Position 8174: 3.4514348167303064e-10
Position 8141: 2.6582283320897466e-10
Position 8797: 1.0606855416608668e-10
Position 7851: 7.807992960381975e-11
Position 251: 6.994127186280608e-11
Position 8326: 6.557851392535628e-11
Position 6890: 5.8174033566314737e-11
Position 6603: 1.9554075446579345e-11
Position 5667: 1.910057016289711e-11
Position 6312: 1.8997199106043812e-11
Position 5557: 1.728668338729737e-11
Position 6490: 1.4045855478618838e-11
Position 5837: 6.6937822430278496e-12
Position 5366: 4.8964945935365655e-12
Position 3767: 4.8457969731074415e-12
Position 4979: 3.866066458411964e-12
Position 3453: 3.2397138057106788e-12
Position 4175: 3.0034118761608627e-12
Position 5897: 2.8969323549767802e-12
Position 3590: 1.952898979682868e-12
Position 3720: 1.5180152771954445e-12
Position 3382: 1.1136542198242901e-12
Position 3369: 6.304995659804928e-13
Position 3316: 1.2865004606119252e-13
