Gene = osp
Position 508: 6.244703388921261e-06
Position 1131: 4.7596059239962206e-06
Position 467: 2.6951032540360434e-06
Position 841: 2.393589106131199e-06
Position 1326: 2.3394834813797777e-06
Position 156: 2.1861147043023464e-06
Position 417: 1.6633278470641705e-06
Position 299: 1.6531809198076642e-06
Position 1070: 1.4781378967797905e-06
Position 23938: 1.2419933396601826e-06
Position 1602: 1.0603579257212312e-06
Position 533: 9.647758987478423e-07
Position 926: 7.796395615746911e-07
Position 835: 5.767931324544806e-07
Position 437: 5.467127254920269e-07
Position 808: 2.8301979218585876e-07
Position 953: 2.527021860327109e-07
Position 929: 2.4599496580752024e-07
Position 135: 2.2534173693277434e-07
Position 1487: 2.049444608093615e-07
Position 784: 1.815786711690054e-07
Position 401: 1.793327501544192e-07
Position 657: 1.6716677382970104e-07
Position 433: 1.1617226680259735e-07
Position 873: 1.1380521762250046e-07
Position 20658: 2.2634491227048515e-08
Position 921: 1.2959604902680207e-08
Position 219: 7.803533490915482e-09
Position 308: 7.697137361141502e-09
Position 184: 6.927119961852005e-09
Position 315: 6.363788049127592e-09
Position 814: 4.820945244023125e-09
Position 168: 2.6237058495070303e-09
Position 14904: 1.881127853893192e-09
Position 15306: 1.6372858089457217e-09
Position 15862: 1.0481246836456354e-09
Position 15471: 9.695936284429963e-10
Position 11850: 9.209610495383989e-10
Position 13992: 6.168410125922391e-10
Position 14112: 4.779202585141715e-10
Position 124: 4.289509863234071e-10
Position 165: 3.339602569977649e-10
Position 11973: 1.588064291984458e-10
Position 10752: 8.559511060614106e-11
Position 12165: 6.806155912324638e-11
Position 16055: 6.496163348662685e-11
Position 12524: 5.843795956399568e-11
Position 5838: 5.6154647271907504e-11
Position 14929: 4.459153490538044e-11
Position 11988: 3.644555549355792e-11
Position 14969: 1.3401250704091523e-11
Position 5978: 1.0066127848020505e-11
Position 13065: 7.53451346894529e-12
Position 7030: 6.3684637435232354e-12
Position 5412: 5.503636424757811e-12
Position 7581: 4.588265532416034e-12
Position 6006: 3.003615273998368e-12
Position 5987: 2.918857529185244e-12
Position 10997: 2.911303499823872e-12
Position 5795: 2.887675001970308e-12
Position 5576: 2.6366168157693525e-12
Position 7667: 2.1207462994739504e-12
Position 6699: 2.043643097109845e-12
Position 5459: 1.5844952092279554e-12
Position 12845: 1.5388531921888746e-12
Position 4272: 1.2799612919164133e-12
Position 6943: 1.2366444840481095e-12
Position 7079: 1.162752680653731e-12
Position 4706: 9.2588920039422e-13
Position 8756: 9.059632638785358e-13
Position 2811: 9.011734611241099e-13
Position 12046: 8.825581634515791e-13
Position 6993: 6.796685408991944e-13
Position 3685: 5.208426267627003e-13
Position 5283: 4.985679712732176e-13
Position 7846: 4.73970008289981e-13
Position 7102: 4.358656064377865e-13
Position 3851: 4.3531851236979994e-13
Position 7429: 3.88569402398949e-13
Position 11918: 3.857504723364023e-13
Position 7870: 3.3902857617351196e-13
Position 11755: 3.21056217068355e-13
Position 4631: 2.788110922278473e-13
Position 4900: 2.36820214405268e-13
Position 3914: 2.339386810751082e-13
Position 4667: 2.3065423815348183e-13
Position 3896: 2.1046201353652442e-13
Position 1578: 2.063189773935793e-13
Position 4275: 2.0019452072641316e-13
Position 11649: 1.7467737036705842e-13
Position 10064: 6.995858977662399e-14
Position 9803: 5.843528474393425e-14
Position 5435: 5.2505189174816427e-14
Position 11007: 5.1517365693420485e-14
Position 1660: 4.136870860186391e-14
Position 9995: 3.897335755227431e-14
Position 5499: 3.458093694782472e-14
Position 3728: 2.721939502230169e-14
Position 4046: 1.9663936977559753e-14
Position 1679: 1.5533873550802176e-14
Position 4225: 1.185000416081994e-14
Position 4316: 1.1138139401157254e-14
Position 1531: 1.0286507281961063e-14
Position 3757: 9.847456764194455e-15
Position 2326: 9.18742802039906e-15
Position 4366: 8.997353693846892e-15
Position 1676: 8.20819386984888e-15
Position 2149: 6.48357541587412e-15
Position 1767: 6.474250171876878e-15
Position 4869: 6.396188236316468e-15
Position 1558: 4.402929492439918e-15
Position 2017: 1.559227656362666e-15
Position 2051: 3.7777758417024236e-16
Position 1723: 7.07846831838062e-17
Position 3823: 2.0629154509065783e-17
Position 3811: 1.753023044596921e-17
Position 1566: 8.58130032288987e-20
