Gene = Plap
Position 1147: 1.5952952780398379e-06
Position 948: 1.4605368532632976e-06
Position 855: 1.4508101128561136e-06
Position 962: 1.3649675906932135e-06
Position 873: 1.3019104947927245e-06
Position 193: 4.77384805215283e-07
Position 2055: 3.667468487421999e-08
Position 1500: 3.5059561559546764e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2410: 0.7253546254763267
Position 834: 0.6390368431326214
Position 1726: 0.5508920211267188
Position 803: 0.29801734444546213
Position 1734: 0.12906510551449177
Position 3065: 0.08567560821257174
Position 540: 0.027292850731726763
Position 1698: 0.012920184727227106
Position 2957: 0.012682312768599996
Position 2039: 0.012612351796065112
Position 1984: 0.011280964229575557
Position 203: 0.008923925693800835
Position 1486: 0.007094378829896543
Position 165: 0.006162360448610492
Position 368: 0.0054984183010993734
Position 2029: 0.004469284692491663
Position 994: 0.004279490245697818
Position 2229: 0.004263791891393854
Position 2852: 0.003382318506234563
Position 1509: 0.001627896365391431
Position 1090: 0.001533113895479822
Position 2105: 0.0011190273387923905
Position 2075: 0.0010756067661231525
Position 1933: 0.0009504580192560177
Position 170: 0.0009192774584457984
Position 1895: 0.0008308992757998532
Position 406: 0.000752683636566646
Position 1615: 0.0006384357327105173
Position 2431: 0.0005973287583075041
Position 2375: 0.000534176484225048
Position 508: 0.00045304915348995465
Position 2629: 0.00042594948726528943
Position 1612: 0.00037409953201990174
Position 77: 0.0003614130102941354
Position 560: 0.00025069413389441095
Position 415: 0.00023274379481506467
Position 2299: 0.00021355009404322323
Position 2054: 0.00021313350515495084
Position 1025: 0.00014104205642672643
Position 190: 0.00013150644329344065
Position 343: 0.00010756967325613865
Position 89: 0.00010542924482597729
Position 843: 9.716774655324942e-05
Position 1535: 5.305306949209031e-05
Position 632: 3.124789708054399e-05
Position 1192: 2.9810242005645667e-05
Position 3175: 2.9745073296583474e-05
Position 1166: 2.6579823299102823e-05
Position 1137: 2.61739007746076e-05
Position 960: 2.2475581758557767e-05
Position 930: 1.797754697622301e-05
Position 879: 1.6990292653090924e-05
Position 606: 1.6898852414419865e-05
Position 1215: 1.6360786578335437e-05
Position 1058: 1.5242465527683535e-05
Position 821: 1.4813749878114788e-05
Position 327: 1.3833408177468614e-05
Position 873: 1.3352258105109378e-05
Position 1390: 1.213021722956581e-05
Position 676: 1.044535214930877e-05
Position 1019: 1.0076684966222888e-05
Position 564: 9.342629521864146e-06
Position 810: 5.716589888789118e-06
Position 569: 1.791874877306815e-06
Position 521: 1.4002142569410521e-06
Position 578: 1.3429534122389678e-06
Position 652: 1.0139377781093507e-06
Position 585: 6.60457550134222e-07
Position 684: 5.102358233245019e-07
Position 172: 4.06828713214409e-07
Position 93: 3.463186017923807e-07
Position 711: 3.4182997598481847e-07
Position 1200: 8.865140992764745e-08
Position 927: 4.961669244165224e-08
Position 611: 4.22119065205261e-08
Position 899: 3.626599419581718e-08
Position 99: 3.129051190896804e-08
Position 1131: 2.7698164392006736e-09
Position 102: 1.7715406696830813e-10
Position 105: 3.77977026644616e-12
Position 213: 1.8195413360415203e-12
