Gene = Wbp2
Position 993: 3.727958425828344e-05
Position 2200: 2.925085489289154e-05
Position 1922: 2.8211782489765987e-05
Position 1951: 2.4876676748474223e-05
Position 1920: 2.3675607488535658e-05
Position 29: 2.321009294185814e-05
Position 2900: 1.953671750607272e-05
Position 113: 1.6952895935417425e-05
Position 52: 1.3301084093349438e-05
Position 818: 1.3054062531690897e-05
Position 1004: 1.1215527885044932e-05
Position 144: 7.927521902053926e-06
Position 1287: 7.906188672058664e-06
Position 1932: 7.887728901917769e-06
Position 1324: 7.219566146295271e-06
Position 22: 3.83691357984371e-06
Position 92: 3.567534715069186e-06
Position 1857: 2.9343438952007825e-06
Position 482: 2.479524332126817e-06
Position 508: 2.1781314829887776e-06
Position 245: 2.1396468718971876e-06
Position 2805: 1.98764547138027e-06
Position 1105: 1.812695028053731e-06
Position 474: 1.6731108975237221e-06
Position 493: 1.3833569447978371e-06
Position 1818: 1.1908534795161552e-06
Position 2514: 1.07622116629054e-06
Position 2629: 4.749788161069104e-07
Position 1629: 2.2819207676732524e-07
Position 809: 2.26390097927832e-07
Position 526: 1.9878755270574836e-07
Position 806: 1.829573724528718e-07
Position 1035: 5.9232222439841705e-08
Position 1462: 3.0939428596739106e-08
Position 1137: 1.6746347618722897e-08
Position 78: 5.680891022304728e-10
Position 366: 2.1749625047589858e-10
Position 477: 1.8709803115953555e-10
Position 2584: 1.631347287907323e-10
Position 353: 1.3749543340321525e-10
Position 2478: 9.347918589064768e-11
Position 355: 2.2548201617408628e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2615: 0.9874205016087898
Position 2450: 0.9832310257844222
Position 749: 0.9646198912988357
Position 332: 0.8797632199314146
Position 2066: 0.7596461048748979
Position 1143: 0.5546233687047314
Position 1640: 0.19489963919507666
Position 1221: 0.18020464094703892
Position 1461: 0.16360584481258733
Position 1430: 0.15270090587269555
Position 1164: 0.03822423860080849
Position 2200: 0.023591894818898874
Position 347: 0.022684647762549675
Position 701: 0.01940142016225444
Position 474: 0.017392468244620603
Position 1963: 0.016124608804329598
Position 449: 0.013026645019681317
Position 735: 0.010091665404095208
Position 1698: 0.010013826890122566
Position 92: 0.009236651615294128
Position 1334: 0.007455495575295625
Position 1920: 0.007336541986721364
Position 2629: 0.006925686088334751
Position 2100: 0.005108724500569784
Position 1376: 0.003998023078687166
Position 2307: 0.0035044294030943343
Position 283: 0.0033009244489794853
Position 2040: 0.0028872086092375463
Position 2261: 0.002127516295837087
Position 1713: 0.0020542023868900692
Position 522: 0.0019311728818652443
Position 396: 0.0019162741371465137
Position 378: 0.0016830331424125425
Position 2264: 0.0016333022808863694
Position 353: 0.0014892363790629005
Position 760: 0.0014794478110197935
Position 780: 0.0013513889146299976
Position 840: 0.0010913598584977443
Position 1358: 0.0010606039416360923
Position 1175: 0.0009790119356415106
Position 2462: 0.0006495881936134882
Position 1731: 0.0004534033381117624
Position 2832: 0.0004412669759638772
Position 2078: 0.00044124083582419563
Position 482: 0.0004322406075563094
Position 271: 0.0003857795707745794
Position 1744: 0.0003266813539016703
Position 2160: 0.00032107707881654353
Position 2691: 0.00029087125926417003
Position 453: 0.0002594732179528693
Position 2143: 0.0002337094118892686
Position 2829: 0.00021643014887096673
Position 549: 0.00019123597282394512
Position 555: 0.00018119622883502247
Position 1235: 0.00017100178490700438
Position 1181: 0.00015488367288502372
Position 1491: 0.0001259199360015131
Position 2176: 0.00010793078143066351
Position 263: 9.143564638387688e-05
Position 406: 9.028653152212171e-05
Position 2459: 8.638830814889965e-05
Position 1780: 8.48928290788797e-05
Position 1488: 7.774897867522748e-05
Position 1646: 7.740241582636901e-05
Position 1881: 6.546850719669539e-05
Position 2666: 5.111351350570238e-05
Position 106: 4.7704800694878573e-05
Position 2663: 4.1483658234661183e-05
Position 1667: 4.067409616304691e-05
Position 294: 3.809176013028203e-05
Position 1238: 3.299480326971328e-05
Position 1951: 3.1240593005562765e-05
Position 567: 3.0621250045566206e-05
Position 1269: 2.7330019459050362e-05
Position 2957: 2.6473643836589232e-05
Position 615: 2.1946564452097533e-05
Position 915: 1.831715532984531e-05
Position 685: 1.8044802050200325e-05
Position 882: 1.786211263762085e-05
Position 2410: 1.7111196226594343e-05
Position 2872: 1.696807429215401e-05
Position 108: 1.3219038899105462e-05
Position 708: 1.2769541674048005e-05
Position 290: 1.2194274623070829e-05
Position 1812: 1.1616416209758018e-05
Position 1494: 9.441419936411153e-06
Position 2333: 8.2993505895337e-06
Position 619: 7.3865477680827e-06
Position 2709: 7.1075292561508426e-06
Position 1497: 6.377669441948409e-06
Position 1250: 5.7753663838482285e-06
Position 456: 5.618733892335092e-06
Position 2504: 2.0604953001941746e-06
Position 710: 1.6002600731839508e-06
Position 413: 6.026457616166654e-07
Position 1500: 4.43094457160482e-07
Position 1809: 3.362637135024372e-07
Position 366: 3.1899293785697355e-07
Position 929: 2.1772074000078595e-07
Position 597: 2.0662567227652792e-07
Position 1543: 1.4030576495519953e-07
Position 861: 1.214722448993668e-07
Position 668: 8.133622220786695e-08
Position 167: 3.6877920486618174e-09
Position 162: 1.540733544638743e-09
Position 164: 8.434798262248593e-10
Position 183: 7.780349324010515e-10
Position 171: 1.2700019353232632e-13
