Gene = CAH2
Position 5099: 5.1743001666116845e-06
Position 5182: 4.892240018611027e-06
Position 425: 4.762033165857893e-06
Position 4789: 4.741706086472495e-06
Position 5605: 4.370127830071643e-06
Position 5525: 4.113281154571118e-06
Position 506: 4.1121183549429e-06
Position 256: 3.96595573652168e-06
Position 4732: 3.5076955395002347e-06
Position 5555: 3.3364493098659955e-06
Position 12: 3.231987027637416e-06
Position 5258: 3.1792670914627993e-06
Position 75: 2.0350317637230236e-06
Position 5: 1.7904726104403464e-06
Position 5543: 1.6136078464467794e-06
Position 392: 8.732893111902752e-07
Position 88: 6.530064082964866e-07
Position 323: 5.759654440424539e-07
Position 5561: 3.789804015434664e-07
Position 73: 3.6287818576147337e-07
Position 5627: 3.534170335818602e-07
Position 5567: 3.224460848331311e-07
Position 729: 2.3744806149035066e-07
Position 440: 2.2341364591706706e-07
Position 687: 2.145789470744942e-07
Position 756: 1.973446568169076e-07
Position 191: 1.2962875259684628e-07
Position 405: 9.120759179639232e-08
Position 565: 3.4633560302934805e-08
Position 428: 3.243879643871891e-08
Position 601: 3.049751981625003e-08
Position 5084: 3.6196479953041385e-09
Position 4911: 3.098531439693557e-09
Position 5036: 1.6967285960992315e-09
Position 5102: 1.6413069401318888e-09
Position 4757: 7.482097215203072e-10
Position 5513: 1.9617554484319938e-10
Position 5208: 1.4255240407979905e-10
Position 5262: 9.348933012644026e-11
Position 4324: 9.327464964739953e-11
Position 4862: 4.509913299501622e-11
Position 5265: 4.2865352538329726e-11
Position 5277: 4.201779575850597e-11
Position 4628: 4.1913319944608436e-11
Position 4330: 1.0675833594745984e-11
Position 5245: 5.157686418088764e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4897: 0.9988495376483374
Position 4074: 0.9507981625232745
Position 4608: 0.9132183576031899
Position 4662: 0.08289816753597302
Position 1723: 0.06096932200886243
Position 1303: 0.04157514161317728
Position 238: 0.02822892142017126
Position 4242: 0.021519715643914732
Position 4095: 0.020426137917545606
Position 2097: 0.018115126802425986
Position 124: 0.017985755280582036
Position 3236: 0.01744189776018968
Position 1266: 0.012755034686822169
Position 692: 0.011388792288350661
Position 4370: 0.010824623858603624
Position 1350: 0.010270497323616437
Position 1472: 0.009242571761415064
Position 5470: 0.007946788268376841
Position 2286: 0.007001361318954569
Position 4781: 0.006231600293133057
Position 5390: 0.006099136522455959
Position 1670: 0.005868127762194046
Position 4379: 0.005012137712503492
Position 1988: 0.0034972513705154576
Position 1744: 0.0032136589116286674
Position 3885: 0.002672473017276809
Position 724: 0.0024551451796150955
Position 871: 0.0024197164232749907
Position 1700: 0.002115243434600048
Position 3843: 0.0020290655015320364
Position 2633: 0.0019163903146577122
Position 863: 0.0015484332628143134
Position 1798: 0.0015208627203199695
Position 3148: 0.0015045693325574081
Position 1239: 0.0012981970157387485
Position 4592: 0.001117203807833451
Position 4922: 0.0010627057030814656
Position 746: 0.0010021762713694072
Position 1867: 0.0009273114672695574
Position 1803: 0.0008961151068168781
Position 3180: 0.000887872524708686
Position 2369: 0.0008800912887186534
Position 601: 0.0008534918913741442
Position 3753: 0.0007953238457580828
Position 2224: 0.0007011686655040921
Position 2384: 0.0006461099688445107
Position 3947: 0.0005676069283921105
Position 3865: 0.0004425409559560071
Position 5695: 0.00038752912915514655
Position 1547: 0.0003862855698881059
Position 1971: 0.0003679892422189481
Position 4638: 0.00029153636319463296
Position 5482: 0.00028813152581197855
Position 589: 0.0002736494820978971
Position 2166: 0.0002567742404056843
Position 4675: 0.00022269956200705925
Position 5218: 0.0001938558458078138
Position 266: 0.00018788351888037968
Position 3005: 0.00017569933024015545
Position 1366: 0.0001486307058764561
Position 3424: 0.00012567834064681335
Position 114: 0.00012447332826954528
Position 3033: 0.00012405958832664664
Position 5593: 8.55092529252997e-05
Position 187: 7.379358739394413e-05
Position 767: 7.261242490347627e-05
Position 5437: 7.142578244468779e-05
Position 3247: 6.761972182942631e-05
Position 2607: 6.298415339621063e-05
Position 4963: 4.861609538888923e-05
Position 2875: 4.606617494675242e-05
Position 2777: 4.237226015620609e-05
Position 669: 3.942742039006181e-05
Position 5194: 3.547941824535717e-05
Position 4748: 3.376248824346102e-05
Position 1903: 2.1157124227447354e-05
Position 1828: 2.0852889696050474e-05
Position 782: 1.998163858749686e-05
Position 1405: 1.7081418633211878e-05
Position 5300: 1.6120172987368982e-05
Position 1126: 1.2381556473208078e-05
Position 1750: 1.1251860783288285e-05
Position 5205: 1.096853069761896e-05
Position 1021: 1.0642598923762531e-05
Position 4547: 1.063566517699196e-05
Position 1046: 9.087319722936392e-06
Position 300: 5.976451749744763e-06
Position 4942: 3.7222714608028946e-06
Position 5596: 2.9921791128537977e-06
Position 875: 2.7014548100087715e-06
Position 1488: 1.9193321307123757e-06
Position 1054: 1.8173768599929202e-06
Position 5702: 1.7308967516661778e-06
Position 5317: 1.2164509361749168e-06
Position 256: 4.679005892605456e-07
Position 272: 4.249142367704386e-07
Position 5672: 3.8925825674066695e-07
Position 364: 2.6544033439681055e-07
Position 343: 4.220614137823175e-08
Position 277: 4.110210744406827e-08
Position 425: 2.5245022329912916e-08
Position 5150: 2.519925707260492e-08
Position 5173: 2.0267713169701245e-08
Position 359: 1.761825670241353e-08
Position 96: 1.3832067626308153e-08
Position 677: 1.1607314101769899e-08
Position 5121: 1.115509471233294e-08
Position 613: 1.1117302734891665e-08
Position 5000: 2.361891828636015e-09
Position 4990: 2.271977135262568e-09
Position 103: 6.818930793618827e-10
