Gene = fs(2)ltoPP43
Position 1542: 0.009235388175141995
Position 665: 0.008486566800714612
Position 1489: 0.005621769118322725
Position 543: 0.00550325159111668
Position 2497: 0.004823345026429383
Position 2151: 0.00414198322951116
Position 1510: 0.0038857388829185865
Position 1373: 0.0027353295118462033
Position 3022: 0.0022686123169462376
Position 2174: 0.0021382464275065747
Position 2480: 0.0020242845628818847
Position 1719: 0.0019482369154733622
Position 2044: 0.0018370565477521666
Position 1729: 0.001750158917917981
Position 597: 0.001673086538649546
Position 600: 0.0015589706394278622
Position 553: 0.0011560262331943925
Position 645: 0.0011342534975014077
Position 1976: 0.0007873695628339984
Position 2075: 0.0007749297213534684
Position 2477: 0.0006484733762098856
Position 842: 0.0006329799980585645
Position 111: 0.00041944119147467775
Position 1457: 0.00039470431798992834
Position 2518: 0.0003253323918846976
Position 1905: 0.00021733092450208042
Position 3012: 0.00021632925873253675
Position 1939: 0.00017769382619448913
Position 1960: 0.00015859844446087666
Position 2184: 0.00014841241413916827
Position 458: 0.00013712086611946832
Position 1089: 9.886537310702059e-05
Position 1993: 9.426973575615654e-05
Position 3002: 9.044104146269661e-05
Position 1688: 8.586718197285793e-05
Position 920: 7.291309419699905e-05
Position 2530: 7.113879843693653e-05
Position 479: 6.427343533620423e-05
Position 758: 5.405354448215052e-05
Position 2408: 5.0221518391917994e-05
Position 2021: 4.913826551709229e-05
Position 2345: 3.4652438490322366e-05
Position 1920: 3.463932996691518e-05
Position 1095: 3.178731081868467e-05
Position 2092: 2.8694721001012444e-05
Position 879: 2.8273353100148945e-05
Position 2312: 2.7607949067394147e-05
Position 2281: 2.2670428319317424e-05
Position 2085: 2.0471707550393707e-05
Position 1949: 1.739848138354541e-05
Position 1635: 1.5883070666212238e-05
Position 696: 1.448425992155409e-05
Position 2655: 1.3470672767742669e-05
Position 2709: 1.2672160029995518e-05
Position 1627: 1.1358305631943958e-05
Position 882: 9.417864800250077e-06
Position 2723: 9.086474945634366e-06
Position 1615: 8.672020919874715e-06
Position 1782: 8.270505472609235e-06
Position 3009: 7.7919850294813e-06
Position 2703: 6.817923477426985e-06
Position 717: 4.445513459552403e-06
Position 723: 3.4537964109244363e-06
Position 128: 3.175608807873605e-06
Position 176: 3.0665263757343715e-06
Position 2861: 2.828923330495875e-06
Position 713: 1.7588072439745319e-06
Position 2829: 1.7072964848017835e-06
Position 2717: 1.5242423943345865e-06
Position 152: 5.123423469665387e-07
Position 343: 2.766645472460402e-07
Position 992: 1.3086596157351173e-07
Position 852: 4.282771605193532e-08
Position 1018: 3.849055484672157e-08
Position 1007: 3.267683548085332e-08
Position 311: 2.496121855986303e-08
Position 329: 2.3261727418013227e-08
Position 898: 2.222406480474636e-08
Position 287: 2.194299601205133e-08
Position 908: 1.995552216723627e-08
Position 1120: 1.5150712739441223e-08
Position 1015: 1.4020722652829549e-08
Position 1117: 1.0722776587977214e-08
Position 2781: 1.0265960327338061e-08
Position 2856: 9.259902469799386e-09
Position 334: 8.744872480294757e-09
Position 2785: 7.629646055086114e-09
Position 859: 7.595640144030071e-09
Position 1055: 6.826053494237855e-09
Position 308: 4.641096628174906e-09
Position 2880: 3.611985373223021e-09
Position 143: 3.386132557467866e-09
Position 200: 2.8114864797310917e-09
Position 212: 7.407341072099153e-10
Position 146: 5.709955062731523e-10
Position 258: 4.2658214276740215e-11
Position 264: 5.173374565988972e-12
Position 222: 1.998289253301335e-12
Position 234: 1.4075904741950391e-14
Position 331: 1.3164452172894696e-14
Position 246: 3.797092599914548e-15
