Gene = Eip75B
Position 15864: 8.473574855403638e-09
Position 576: 2.7515732097457915e-09
Position 15281: 2.0108655432205546e-09
Position 16400: 1.3258220227948232e-09
Position 16589: 8.792675733918101e-10
Position 15194: 7.303711157220662e-10
Position 16187: 2.8210771807472063e-10
Position 14795: 1.9976365830663114e-10
Position 15406: 1.090066171109207e-10
Position 14881: 8.618810119053959e-11
Position 10351: 1.1625826975567007e-12
Position 10327: 8.824023343398783e-13
Position 9875: 3.738914331084691e-13
Position 8675: 2.833086847377506e-13
Position 5654: 2.1186499340484748e-13
Position 6839: 8.046663159950121e-14
Position 4600: 7.542987302412823e-14
Position 5163: 6.02546913393848e-14
Position 4843: 5.6249959169632454e-14
Position 7215: 5.5754632698255726e-14
Position 7013: 1.5764293627057712e-14
Position 6649: 4.695671369054057e-15
Position 7192: 3.775234549496415e-15
