Gene = NaPi-III
Position 8354: 0.001764695064592185
Position 1412: 0.0016448508516878676
Position 6936: 0.0015934377632378849
Position 8099: 0.0015149533655159076
Position 9018: 0.0014898102256465464
Position 633: 0.0013467984083633724
Position 10836: 0.0012981697341620275
Position 428: 0.001134809895729295
Position 7823: 0.0010795384737630753
Position 8144: 0.000988133402907676
Position 10292: 0.0009845638339201171
Position 143: 0.0009727285046602513
Position 10127: 0.0008906968011992667
Position 10993: 0.0008877832886884907
Position 606: 0.0008818659035372809
Position 1059: 0.0008538881013297745
Position 182: 0.0008375346028051324
Position 10500: 0.0007933357341177223
Position 11073: 0.0007899117231116615
Position 7401: 0.0007585740277754828
Position 10475: 0.0007502311446666594
Position 9881: 0.0007043007913617266
Position 7501: 0.0006613749543453113
Position 7398: 0.0005468302895090176
Position 7827: 0.000545625834682479
Position 10109: 0.00048728733499148197
Position 6799: 0.00043983901711837673
Position 7521: 0.0004343340224557985
Position 6612: 0.00042419258031011495
Position 10726: 0.0004137460802678654
Position 7733: 0.00040990879335947285
Position 9592: 0.0003223855328029467
Position 7488: 0.0003084818513001007
Position 7007: 0.00029539654553603243
Position 10124: 0.00021628609341125255
Position 472: 0.00021016914633427143
Position 9383: 0.0002090748836292289
Position 6767: 0.0001760829239473023
Position 179: 0.00017304801126696777
Position 10484: 0.0001631383783120991
Position 9748: 0.0001591829883545965
Position 7063: 0.00014105399760317537
Position 1118: 0.00011286386947395638
Position 1270: 0.00010581924730071632
Position 7120: 9.056748597655501e-05
Position 7379: 9.009806691617928e-05
Position 1323: 8.247857124187317e-05
Position 140: 7.338253116607881e-05
Position 282: 6.23351189772854e-05
Position 9039: 5.9283449397437864e-05
Position 392: 3.46726686488219e-05
Position 9752: 3.252063932633902e-05
Position 10036: 3.0519958558362714e-05
Position 7730: 2.985406362440439e-05
Position 7498: 2.2371775722963034e-05
Position 2569: 2.1724075325612315e-05
Position 682: 1.6974792172866465e-05
Position 2105: 1.484636441641444e-05
Position 9816: 1.2264477676408338e-05
Position 9853: 1.216040064218507e-05
Position 2168: 1.0862655324817708e-05
Position 581: 9.984823104600957e-06
Position 386: 9.411504215789186e-06
Position 614: 9.182962358834454e-06
Position 7782: 9.104065843639258e-06
Position 10522: 9.027029302956703e-06
Position 7666: 5.631888055957861e-06
Position 258: 5.142739895457796e-06
Position 6633: 4.689183313187824e-06
Position 2188: 4.646295607875704e-06
Position 2117: 4.486144953625971e-06
Position 9902: 4.13784645707711e-06
Position 10403: 3.5222106744316525e-06
Position 2165: 3.2723702869344597e-06
Position 10989: 3.166159686481887e-06
Position 10335: 3.0166030913937267e-06
Position 2146: 2.4518541531556497e-06
Position 2063: 2.3561286013602246e-06
Position 7870: 1.4877610669511168e-06
Position 1897: 1.3915649897982505e-06
Position 10457: 1.2924353750789697e-06
Position 1879: 1.157609410473933e-06
Position 10341: 4.2002996443984924e-07
Position 576: 3.042503349452468e-07
Position 545: 2.796009297495822e-07
Position 441: 2.420545824124012e-07
Position 512: 1.8640437148928774e-07
Position 10366: 1.3241156568274232e-07
Position 2380: 1.079098834879903e-07
Position 10454: 5.0377493925171495e-08
Position 10463: 2.4486699891118153e-08
Position 1552: 1.862089255990181e-08
Position 105: 6.689368277884067e-09
Position 1622: 6.281223369014076e-09
Position 329: 3.4706866678210396e-09
Position 1498: 6.513393371635697e-10
