Gene = fwe
Position 4631: 0.0008934351019479971
Position 915: 0.0008007866250061012
Position 3325: 0.0007718520971988482
Position 5000: 0.0007696770274444874
Position 225: 0.0007104078487929471
Position 4185: 0.0006302924687179178
Position 90: 0.0006298309942689125
Position 291: 0.0006297977034828136
Position 3634: 0.000606705579020133
Position 3893: 0.0005777989601475525
Position 3967: 0.0005308178579979579
Position 5241: 0.0005016131166263941
Position 1471: 0.0005006066465072964
Position 4503: 0.0004989322403148203
Position 4654: 0.00047296314411543147
Position 141: 0.00044482781690938065
Position 5147: 0.000414290990641821
Position 246: 0.0004006802097158873
Position 3843: 0.0003851026514493027
Position 619: 0.0003580568083943738
Position 4572: 0.0003370272648723536
Position 6148: 0.00032870061121115885
Position 5857: 0.00032289122562444383
Position 2010: 0.0003016023941388448
Position 6000: 0.0002723308010129098
Position 3783: 0.00026144844443216187
Position 5842: 0.00025736033117847813
Position 3194: 0.00024031700542275096
Position 14: 0.0002362440940403166
Position 850: 0.0002343834337157642
Position 4604: 0.0002259172713138163
Position 625: 0.00021392852791052335
Position 61: 0.00020827772930430725
Position 2965: 0.0002069628270847273
Position 445: 0.0001883002717507789
Position 791: 0.00018468040955853157
Position 5701: 0.00018127143347617617
Position 2038: 0.00017980988362079872
Position 479: 0.00016029731726165713
Position 6165: 0.00013076006563296445
Position 63: 0.00012548998073274076
Position 275: 0.0001233934787756029
Position 1821: 0.0001066317740285293
Position 3136: 9.503118832397797e-05
Position 4080: 7.449741305181762e-05
Position 223: 7.381606940199633e-05
Position 4098: 7.033732782136135e-05
Position 4085: 5.8790049334283476e-05
Position 186: 5.6318062245011085e-05
Position 177: 4.385786995957853e-05
Position 4821: 3.408536273424213e-05
Position 254: 3.320069044625331e-05
Position 194: 2.981178714520318e-05
Position 190: 2.7476438769433095e-05
Position 971: 2.18747331536705e-05
Position 1417: 1.6939326698165314e-05
Position 1461: 1.5452753821449137e-05
Position 100: 1.2045237702546783e-05
Position 3443: 1.1034256720491114e-05
Position 3133: 1.0505793024335898e-05
Position 526: 9.961851027102265e-06
Position 3465: 7.884267708138e-06
Position 3153: 6.634842417730067e-06
Position 2882: 5.467444348584618e-06
Position 213: 4.4902805001672916e-06
Position 881: 3.4704421468557367e-06
Position 3366: 2.9380795670174395e-06
Position 3407: 2.919136046515322e-06
Position 9: 2.85156397551756e-06
Position 800: 2.7400237313919834e-06
Position 462: 2.6179397663793797e-06
Position 252: 2.571276932754164e-06
Position 623: 2.5332904277198603e-06
Position 698: 2.401351500814691e-06
Position 227: 1.8418796151831471e-06
Position 2867: 1.7873589842759186e-06
Position 3371: 1.47694569820505e-06
Position 20: 1.4035020033656594e-06
Position 809: 1.3517367917889532e-06
Position 1197: 1.2639766038455496e-06
Position 3283: 1.1645753452942868e-06
Position 3110: 8.008436518466528e-07
Position 629: 6.847952332783908e-07
Position 238: 6.824995423250277e-07
Position 229: 6.808371273144154e-07
Position 3281: 6.0117144410653e-07
Position 376: 5.043033201339435e-07
Position 56: 5.019189845062045e-07
Position 848: 4.791709886816704e-07
Position 4032: 3.8632866833993595e-07
Position 144: 2.897804755257873e-07
Position 184: 2.3645829708826192e-07
Position 5449: 1.8551078517262263e-07
Position 192: 1.8544515647174676e-07
Position 3509: 1.6355957409252687e-07
Position 542: 9.702094977240656e-08
Position 235: 6.6864795698171e-08
Position 147: 5.5014546046989736e-08
Position 904: 4.6966194371677555e-08
Position 3022: 1.2560758911755259e-08
Position 3477: 1.060021316303686e-08
Position 1206: 7.89638904630772e-09
Position 1156: 5.480183947296339e-09
Position 1153: 4.4490900256409715e-09
Position 567: 6.952857632256617e-13
Position 353: 5.013473038244908e-13
Position 356: 2.422491655606738e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3056: 0.9981215410963246
Position 2783: 0.9807739778035982
Position 5561: 0.9197682468421158
Position 3512: 0.1955364546580036
Position 5016: 0.08769728304107202
Position 622: 0.08053837498796108
Position 1897: 0.03815568012034447
Position 1544: 0.02323282669202785
Position 4892: 0.02229404084136133
Position 5400: 0.02123458675851522
Position 5255: 0.020390850478354504
Position 1038: 0.019424345415371254
Position 353: 0.015137941982826895
Position 526: 0.010361543527682412
Position 2045: 0.008664467095442057
Position 5531: 0.008524683046662155
Position 131: 0.007974558450587624
Position 2243: 0.006855826479857963
Position 3558: 0.004172909109033399
Position 5905: 0.0034032043605170424
Position 5922: 0.0033764275016212653
Position 2832: 0.0030425018578726483
Position 368: 0.003011800505327803
Position 5094: 0.0027564864040861554
Position 1254: 0.0023470742336996102
Position 140: 0.002108313709913764
Position 5821: 0.001930629787867757
Position 678: 0.001596903789593608
Position 4270: 0.0015433956615913608
Position 3037: 0.0011847793393100188
Position 6294: 0.001100934656978512
Position 2189: 0.0009175644790374197
Position 2642: 0.0009018707520017376
Position 1695: 0.00068706300304839
Position 2123: 0.0006725493090077336
Position 4168: 0.000671871620957664
Position 628: 0.0005942200553341675
Position 4185: 0.0005791057101083883
Position 4121: 0.0005698618138404631
Position 3272: 0.0005098483642244369
Position 1586: 0.0004571933863100064
Position 144: 0.0004549665628627999
Position 6027: 0.000362231791344164
Position 509: 0.00032432310698001865
Position 3225: 0.0003164849413465313
Position 4674: 0.0002908904989440069
Position 2053: 0.0002829732851038976
Position 893: 0.00027189853022566173
Position 3366: 0.00023852027395362456
Position 3754: 0.00019011615102681485
Position 3214: 0.00017679746008104663
Position 4249: 0.0001757288883012827
Position 2873: 0.00016220112998313436
Position 5452: 0.00015374818544001699
Position 2926: 0.00014711454867409742
Position 2645: 0.0001448111178669263
Position 2263: 0.00013907796786333736
Position 2734: 0.00012596988082945777
Position 4205: 0.00010055186571751321
Position 4724: 9.846505994963917e-05
Position 3344: 8.238598372395309e-05
Position 1653: 7.042587234122531e-05
Position 3807: 6.460563477260967e-05
Position 5302: 6.404230113198786e-05
Position 177: 5.596916437966627e-05
Position 4864: 5.3222130919357826e-05
Position 100: 5.2751326460687155e-05
Position 1753: 5.2408843948714777e-05
Position 4592: 5.176825747944981e-05
Position 2095: 4.9926446304817006e-05
Position 2607: 4.820880456403224e-05
Position 3317: 4.8204493939593614e-05
Position 4576: 4.5396683246635366e-05
Position 4548: 4.200659331222195e-05
Position 2522: 3.9325982347278264e-05
Position 1705: 3.52161480660092e-05
Position 2148: 3.393957771313114e-05
Position 402: 2.958469683133445e-05
Position 3243: 2.8047882420027396e-05
Position 3701: 2.760242130930624e-05
Position 1864: 2.6977742639841796e-05
Position 4781: 2.351896499382692e-05
Position 4651: 2.153286246974908e-05
Position 4826: 1.958687500010291e-05
Position 3371: 1.3438723536190684e-05
Position 3814: 1.3206907615045695e-05
Position 3695: 1.0072635699054016e-05
Position 3729: 9.218942081142735e-06
Position 3237: 8.568275898440192e-06
Position 106: 3.3637560115040796e-06
Position 264: 2.974742598672754e-06
Position 190: 1.516240722729638e-06
Position 485: 1.3760467832492295e-06
Position 3098: 1.2888633844029833e-06
Position 422: 1.1911251494022748e-06
Position 833: 8.276862066453796e-07
Position 688: 7.241438291503577e-07
Position 3110: 7.184130382535842e-07
Position 914: 5.810898157067804e-07
Position 803: 4.471721303133692e-07
Position 111: 3.8667696699389986e-07
Position 841: 3.7221315324203164e-07
Position 791: 1.1062423287633233e-07
Position 636: 9.604808465530953e-08
Position 3869: 3.1272138066172174e-08
Position 445: 1.5669276429931648e-08
Position 419: 5.776006050336328e-09
Position 3569: 5.442290398591563e-09
Position 75: 4.065967860057753e-09
Position 160: 4.0413818331760055e-09
Position 84: 1.2103298650101153e-10
