Gene = ScpX
Position 1218: 1.2860144114713232e-10
Position 1574: 4.397086509921279e-11
Position 1534: 4.335689908656477e-11
Position 1764: 4.115923427649334e-11
Position 1483: 4.1074769668503635e-11
Position 1141: 7.299455165988822e-12
Position 481: 8.735052905982808e-13
Position 905: 4.694138798001028e-13
Position 1177: 2.55121844289017e-13
Position 1190: 1.8874657564555736e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 876: 0.998523813516465
Position 2075: 0.9327324984316837
Position 1131: 0.9263917981440016
Position 493: 0.516430745779644
Position 2377: 0.12400503416301316
Position 1141: 0.06429112255979659
Position 379: 0.016763799310847094
Position 250: 0.012946491100328316
Position 2103: 0.010923368403409595
Position 1772: 0.008964201413533044
Position 543: 0.004429487023649773
Position 210: 0.004100602516233098
Position 2132: 0.004005603306528757
Position 499: 0.003508363807231103
Position 1930: 0.0033933699999367235
Position 2164: 0.0028555870873771525
Position 717: 0.0024952700084920273
Position 568: 0.002190543325840379
Position 385: 0.0021495742110454593
Position 230: 0.0019536833171486466
Position 273: 0.0017411603071548355
Position 1168: 0.0013297644229724789
Position 739: 0.0012946337254212254
Position 216: 0.001074976306496463
Position 1405: 0.000881322100183741
Position 1782: 0.0006960817561522986
Position 1714: 0.000687776095353024
Position 903: 0.000610005407501115
Position 502: 0.0005123645710066838
Position 105: 0.0004863112089325214
Position 1870: 0.00047588422625816714
Position 736: 0.00033385336688199
Position 414: 0.0003095121353730331
Position 1954: 0.00023159378887875457
Position 1186: 0.00022841337325627166
Position 1906: 0.00019093918528508233
Position 1840: 0.00017596010611307925
Position 560: 0.000162740239380886
Position 1984: 0.00015847066690122984
Position 225: 0.00014433319859160246
Position 1587: 8.460257041143459e-05
Position 1420: 8.365555166280728e-05
Position 643: 8.346121620237537e-05
Position 2039: 7.900876034252425e-05
Position 2221: 7.653540762839237e-05
Position 1357: 7.34359726663418e-05
Position 1813: 5.8166815271388646e-05
Position 177: 4.4208508830575636e-05
Position 2152: 3.531986677099315e-05
Position 1447: 2.8140733289715443e-05
Position 1981: 2.4803412038384203e-05
Position 2149: 2.4547030816574292e-05
Position 1660: 2.3206912691000875e-05
Position 790: 2.1448570486793397e-05
Position 402: 1.5870437078089978e-05
Position 598: 1.247821370056353e-05
Position 2170: 1.1247117069231292e-05
Position 2137: 9.894141784773159e-06
Position 515: 9.092897825431677e-06
Position 984: 8.616989825612977e-06
Position 963: 8.137277238804e-06
Position 601: 7.760155843746508e-06
Position 761: 7.556220789277693e-06
Position 452: 5.1574117733125e-06
Position 2289: 4.318656242842079e-06
Position 583: 3.931292310286524e-06
Position 2176: 3.4450096770961013e-06
Position 227: 2.655292861529384e-06
Position 943: 1.5857113471035975e-06
Position 547: 1.4448365243552525e-06
Position 263: 1.1444187820370523e-06
Position 589: 1.0514322379665736e-06
Position 987: 9.766356612165338e-07
Position 626: 9.18883439379701e-07
Position 1050: 6.160319567679082e-07
Position 157: 5.188290988216029e-07
Position 918: 2.75132163453607e-07
Position 1313: 1.7292942022486815e-07
Position 1369: 7.763101616249285e-08
Position 1244: 5.0185746023627926e-08
Position 121: 4.8857101127429835e-08
Position 1072: 3.3784304966567836e-08
Position 817: 1.4056801841196658e-08
Position 1041: 1.2125746804520712e-08
Position 1165: 8.045987036436703e-09
Position 1432: 4.2977492875318673e-10
Position 1498: 3.416193699156087e-10
Position 188: 2.4065711024241637e-10
Position 1216: 2.1940775798161726e-10
Position 1177: 1.4082854439455699e-11
Position 186: 9.901624962502618e-13
Position 1297: 6.701765154559256e-16
