Gene = Cnb
Position 1059: 0.00011545660592286975
Position 1752: 0.00011158976795717595
Position 1755: 9.791054614790135e-05
Position 1709: 9.105215735848132e-05
Position 2424: 8.090703906737847e-05
Position 2482: 8.07732109507874e-05
Position 2220: 7.251820728648905e-05
Position 2678: 7.00073480789047e-05
Position 2690: 6.535170951193879e-05
Position 1275: 5.973377445263813e-05
Position 360: 5.8895593794276245e-05
Position 2685: 4.783537902110086e-05
Position 1161: 3.8756955935067404e-05
Position 431: 3.842467930134625e-05
Position 2328: 2.82567225578907e-05
Position 2313: 2.7466818693115397e-05
Position 1155: 2.7203967793275034e-05
Position 1758: 2.713941125315509e-05
Position 1827: 2.571023290421344e-05
Position 2017: 1.914435113083352e-05
Position 1007: 1.793754050183638e-05
Position 1126: 1.764982712597014e-05
Position 96: 1.4770376210299214e-05
Position 462: 1.4470450824771256e-05
Position 1773: 1.2126987521519909e-05
Position 1824: 1.1264149406692434e-05
Position 2487: 9.609538080528871e-06
Position 2571: 3.6252012787789347e-06
Position 1281: 3.3832978493248617e-06
Position 2034: 2.3928757210908023e-06
Position 2428: 1.634955029528339e-06
Position 388: 9.139303659551686e-07
Position 436: 7.975492240421761e-07
Position 479: 4.698416323707729e-07
Position 519: 3.7345169316583423e-07
Position 105: 7.801605551203943e-08
Position 444: 5.537287983867694e-08
Position 575: 3.127922757237246e-08
Position 2185: 2.5899142992449487e-08
Position 2191: 1.5899067240105512e-08
Position 2255: 1.4665607304347398e-08
Position 471: 1.1822068520916619e-08
Position 2506: 1.1566321322220532e-08
Position 2118: 8.13633792140824e-09
Position 225: 2.8978446383405164e-09
Position 584: 2.6533849506031757e-09
