Gene = Pvf3
Position 1731: 4.8178605044170095e-09
Position 836: 4.342950239685655e-09
Position 7861: 3.932868041000614e-09
Position 1502: 3.6801819389052165e-09
Position 11699: 3.354510340913446e-09
Position 1227: 3.3524323605962065e-09
Position 612: 3.3196481930186155e-09
Position 1170: 3.122294765022711e-09
Position 3293: 2.1891674369934296e-09
Position 1563: 1.9862560102973085e-09
Position 1392: 1.923982023231113e-09
Position 9504: 1.892481553036288e-09
Position 2663: 1.8888369210908728e-09
Position 2126: 1.6770539568941713e-09
Position 1460: 1.5013399456705829e-09
Position 1707: 1.4556972825495732e-09
Position 1957: 1.4346547303359226e-09
Position 1487: 1.426492389368955e-09
Position 1042: 1.1789341951748417e-09
Position 1787: 1.1446918493845291e-09
Position 1079: 1.0534664415488743e-09
Position 883: 1.0469723030268409e-09
Position 851: 1.0156576184924457e-09
Position 7605: 9.728570159605707e-10
Position 8472: 9.472274059146345e-10
Position 1114: 9.436882563982711e-10
Position 2059: 8.049688903928658e-10
Position 9003: 8.01011787058549e-10
Position 1320: 7.705692550618657e-10
Position 1149: 7.568692834075195e-10
Position 710: 7.559284960477939e-10
Position 1395: 7.168130101479168e-10
Position 3302: 7.066721666553836e-10
Position 2130: 6.905314729453941e-10
Position 9398: 6.520199861631807e-10
Position 2702: 5.92650790553119e-10
Position 380: 5.64593100594805e-10
Position 1710: 5.59449992406071e-10
Position 605: 5.2631736524427e-10
Position 9800: 5.246522086346891e-10
Position 1146: 5.06534620663312e-10
Position 2689: 4.683881646577801e-10
Position 2286: 4.525171223546257e-10
Position 1883: 3.8059300962022804e-10
Position 1054: 3.7463968282087617e-10
Position 1111: 3.5690528607201873e-10
Position 914: 3.3260445226262155e-10
Position 1799: 3.281863678395608e-10
Position 2379: 3.2400918911263317e-10
Position 6785: 2.2154805180298092e-10
Position 3340: 1.9927120906192307e-10
Position 6990: 1.7671740661872862e-10
Position 3151: 1.593812257007638e-10
Position 8906: 1.5404303594074984e-10
Position 7983: 1.4522458773016797e-10
Position 7194: 9.71267698160203e-11
Position 4432: 8.231421330740051e-11
Position 8607: 7.169717301356846e-11
Position 6821: 6.751531810252215e-11
Position 6182: 6.296235823254686e-11
Position 5147: 5.958360601315039e-11
Position 7939: 3.418177001986176e-11
Position 2433: 3.405382016233487e-11
Position 7692: 3.3796698943163945e-11
Position 1566: 3.3186315691764745e-11
Position 1836: 2.91474983789485e-11
Position 439: 2.6880587308123167e-11
Position 5487: 2.633334381260061e-11
Position 7165: 2.3794358968213978e-11
Position 7559: 2.3071088104347224e-11
Position 2488: 1.9306547935766944e-11
Position 4403: 1.797187938075608e-11
Position 4032: 1.4239802177554484e-11
Position 6073: 1.2352322704580089e-11
Position 4655: 1.114433986312592e-11
Position 2508: 1.0830618759529856e-11
Position 2519: 1.0252751253338882e-11
Position 3797: 1.00252864840347e-11
Position 4730: 9.194007429862158e-12
Position 5865: 9.088545500804701e-12
Position 1688: 8.592391199774765e-12
Position 1546: 8.138742215043825e-12
Position 5549: 6.8824008382888014e-12
Position 5240: 6.596415554704828e-12
Position 1260: 6.261637670960788e-12
Position 1891: 6.1512763185726955e-12
Position 4799: 6.1416059176218646e-12
Position 1200: 5.512070641447645e-12
Position 549: 5.483607393116946e-12
Position 1152: 5.2530464519726025e-12
Position 1089: 5.248457067780356e-12
Position 2192: 5.066538009025413e-12
Position 5582: 4.972020465871045e-12
Position 6019: 4.9521650309798646e-12
Position 638: 4.8742366810857816e-12
Position 5805: 3.965375489591083e-12
Position 1777: 3.6199052146824633e-12
Position 962: 3.461977252308931e-12
Position 3462: 3.024475011245101e-12
Position 1173: 2.7814282145974784e-12
Position 955: 2.712023905947171e-12
Position 5169: 2.6254648134427944e-12
Position 1197: 2.51902383564554e-12
Position 1365: 2.4728249981641623e-12
Position 5043: 2.3902567997298768e-12
Position 1136: 2.359188376033746e-12
Position 5022: 2.1832953646666647e-12
Position 5067: 2.085759919873223e-12
Position 728: 2.049396446971885e-12
Position 4572: 1.7502836237083326e-12
Position 960: 1.5640716423082651e-12
Position 3930: 1.5603181530635188e-12
Position 387: 1.5295405576428846e-12
Position 4137: 1.4477725240780186e-12
Position 1595: 1.3715057992960989e-12
Position 3498: 1.2864869300666387e-12
Position 2644: 1.2408294066495298e-12
Position 4517: 7.641642509023253e-13
Position 4367: 6.586636603676151e-13
Position 3282: 5.21966986496545e-13
Position 4520: 5.216517331922442e-13
Position 3321: 4.562300030632158e-13
Position 3082: 3.9938370009752484e-13
Position 3553: 3.4549711285169014e-13
Position 3761: 3.3207821856754086e-13
Position 3903: 2.705065011848814e-13
Position 2603: 9.718886904122289e-14
Position 971: 7.727963427000837e-14
Position 2930: 5.856890151249848e-14
Position 3201: 3.993394026476639e-14
Position 667: 1.5475214121628147e-14
Position 3098: 4.936950544667772e-15
Position 2841: 4.808100092575329e-15
Position 2383: 1.0540880099675683e-15
Position 194: 6.992482940325373e-16
Position 279: 9.095469003388959e-17
Position 172: 4.26618410682353e-17
Position 489: 2.8571796594145955e-17
Position 401: 2.5906354610704235e-17
Position 447: 7.022040626198963e-18
Position 328: 3.7845776580550995e-18
Position 333: 3.3747857989447704e-18
Position 394: 2.126197012205064e-18
Position 491: 1.1914436447568553e-18
Position 232: 7.828315981192199e-19
Position 180: 7.064888508863838e-19
Position 92: 2.8610674708195693e-20
Position 209: 2.775129181428651e-20
