Gene = tow
Position 665: 0.0004946598290703578
Position 201: 0.0004584756031143794
Position 5646: 0.0004382868851947547
Position 6225: 0.00042801853716665573
Position 2375: 0.0003662053450023324
Position 2369: 0.00036375811750048183
Position 4542: 0.0003200421067029871
Position 1461: 0.0003040382571534191
Position 3718: 0.00020230062858549535
Position 3816: 0.0001925824218741597
Position 6218: 0.0001883576386735452
Position 3953: 0.0001676242960077903
Position 1974: 0.0001441583078365262
Position 5888: 0.00012732154832239057
Position 5248: 0.0001236060943972736
Position 1933: 0.00012224702138900656
Position 3838: 8.091185960753935e-05
Position 1575: 5.7680041847936354e-05
Position 5270: 5.601783950663947e-05
Position 6227: 5.555228863144925e-05
Position 669: 5.1861139249090927e-05
Position 768: 5.081657024301818e-05
Position 5023: 4.8813076529145205e-05
Position 1047: 4.863896864196748e-05
Position 671: 4.341318012226131e-05
Position 3991: 4.035634757581796e-05
Position 3709: 3.5510157743083526e-05
Position 5726: 3.288167514124062e-05
Position 4006: 3.1992600871527455e-05
Position 4548: 2.980690740825187e-05
Position 1236: 2.3233714145995567e-05
Position 5790: 1.8579522545117947e-05
Position 6112: 1.711626225978371e-05
Position 5296: 1.6627263508666824e-05
Position 5258: 1.2333239853718989e-05
Position 1150: 1.1773420752326417e-05
Position 497: 8.205638386854103e-06
Position 256: 7.091798853564319e-06
Position 1864: 5.373985877112413e-06
Position 1397: 5.317498881419236e-06
Position 5496: 4.7631052718926604e-06
Position 1196: 4.3872165702262856e-06
Position 1089: 3.923002230906849e-06
Position 316: 3.5915262494123857e-06
Position 149: 3.4068018924058175e-06
Position 790: 3.065137929923438e-06
Position 2067: 2.490098869409822e-06
Position 5693: 2.3014058172942676e-06
Position 2028: 1.918100427179468e-06
Position 1993: 1.7200521252573622e-06
Position 710: 1.3837491861961998e-06
Position 5529: 7.812972709668611e-07
Position 5628: 6.814369271250584e-07
Position 5327: 3.5304800507937553e-07
Position 191: 3.122594333451754e-07
Position 793: 1.345737814097457e-07
Position 702: 7.146260084929431e-08
Position 631: 6.652175588137838e-08
Position 770: 6.55940525327252e-08
Position 642: 5.7974550185006544e-08
Position 647: 5.549070527645523e-08
Position 656: 4.816411206768106e-08
Position 639: 4.4605546483375925e-08
Position 604: 3.7697728042584704e-08
Position 805: 3.599511839516378e-08
Position 31: 3.029056731757298e-08
Position 452: 2.6222472711266953e-08
Position 440: 2.13133489512169e-08
Position 270: 2.0037011826540527e-08
Position 238: 1.9671679189034906e-08
Position 6: 1.727822192988839e-08
Position 4055: 1.4329890184044369e-08
Position 637: 1.069041407422238e-08
Position 319: 1.0590919039324227e-08
Position 952: 7.67274547573476e-09
Position 44: 7.572529851811028e-09
Position 3762: 6.855925384024068e-09
Position 663: 6.818211470675406e-09
Position 5464: 1.7688257689289805e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3407: 0.9523919416954385
Position 5421: 0.940868519309273
Position 4391: 0.9281395332004024
Position 3644: 0.8975725923819071
Position 5129: 0.6585926285033092
Position 5114: 0.3301304922316959
Position 2250: 0.19895223487280517
Position 6158: 0.0698897665253535
Position 3928: 0.0551171106705462
Position 5386: 0.05340185402341345
Position 1360: 0.0346397495721565
Position 6323: 0.030970947409990447
Position 4295: 0.03079141969600433
Position 2268: 0.025230339553865548
Position 3666: 0.019769913970838136
Position 2154: 0.012180121623370118
Position 5911: 0.0120083373858257
Position 3286: 0.010425028005299502
Position 5180: 0.008227487962479373
Position 3659: 0.0077902327312399395
Position 3801: 0.006309757943710271
Position 2184: 0.0055713333679880605
Position 3891: 0.004140347359739393
Position 2760: 0.0036223765358834588
Position 3209: 0.003568334319247304
Position 1309: 0.0034287094389721553
Position 1732: 0.003235660979473434
Position 3967: 0.002831064581502963
Position 3806: 0.0024299753863099693
Position 3772: 0.002151455708897739
Position 3184: 0.002121977871118359
Position 6161: 0.001980876994190881
Position 1032: 0.0017383504205715492
Position 1365: 0.0016754272783789726
Position 4853: 0.0016693091197482997
Position 2622: 0.0016388602264052427
Position 1635: 0.0014433167565919302
Position 3416: 0.0013443128927115087
Position 4414: 0.0011321162009805662
Position 1606: 0.00106939146119824
Position 850: 0.000966385824808371
Position 5193: 0.0009625138208515945
Position 1603: 0.0007848102005097358
Position 6117: 0.0007293931696857588
Position 5334: 0.0007171990290399246
Position 3180: 0.0006627240614552055
Position 5668: 0.0006028593605186742
Position 1778: 0.000524248001794095
Position 5538: 0.0005067989835560896
Position 5726: 0.0004736226989105508
Position 1575: 0.00047077316161815046
Position 1773: 0.0004613996101002934
Position 4510: 0.0004530054100273185
Position 4541: 0.0004513100478427689
Position 3663: 0.000430308161591755
Position 2274: 0.0003856865632187076
Position 316: 0.0003717495789827036
Position 2138: 0.0003659876529663619
Position 1643: 0.0003379177446940461
Position 4824: 0.0003338897126217774
Position 4650: 0.0003300033369426019
Position 1813: 0.0003140322950287812
Position 1872: 0.00030731783587464905
Position 870: 0.0003049961720985299
Position 768: 0.00030041288934233107
Position 3170: 0.0002985129583302941
Position 3838: 0.0002872247910331983
Position 537: 0.0002666999329819518
Position 4827: 0.0002406648990110901
Position 5919: 0.0002344676030847554
Position 4856: 0.00021325251450044034
Position 5951: 0.00020884325833528262
Position 3758: 0.00020069657746290284
Position 4600: 0.00018977380146193443
Position 5462: 0.00017433164678646286
Position 5591: 0.00016415637868372602
Position 6104: 0.0001596545879638662
Position 1329: 0.0001409193527672907
Position 4262: 0.00014062819087723362
Position 3975: 0.00010870069887532607
Position 4180: 0.00010269866187239386
Position 1103: 9.192948757572336e-05
Position 4682: 7.707753571312315e-05
Position 6127: 7.048283775309485e-05
Position 452: 6.126356598250855e-05
Position 2589: 5.447498456086701e-05
Position 4480: 5.421180225561281e-05
Position 6011: 5.0464264203165933e-05
Position 562: 4.601566709271641e-05
Position 4523: 4.083883191868631e-05
Position 688: 4.01835960728578e-05
Position 6098: 3.747363809497829e-05
Position 4203: 3.432516844539407e-05
Position 3739: 3.007206138838707e-05
Position 5869: 2.4077193166303543e-05
Position 5063: 2.284393716405953e-05
Position 6279: 2.155742896312254e-05
Position 5882: 1.932079557350018e-05
Position 4046: 1.7591459930012127e-05
Position 5190: 1.7433735600725823e-05
Position 4055: 1.7090014063747678e-05
Position 256: 1.3553774107565054e-05
Position 1047: 1.3199453176616586e-05
Position 490: 1.1528349187952408e-05
Position 1272: 1.0565715583763344e-05
Position 6445: 9.904374841036949e-06
Position 5603: 8.870534765934075e-06
Position 5484: 8.754371998101984e-06
Position 5199: 8.703962345597648e-06
Position 1615: 8.371776237085572e-06
Position 5431: 6.800577013696362e-06
Position 4079: 5.3030289189790405e-06
Position 6453: 4.981270740205588e-06
Position 1106: 4.797123483626077e-06
Position 1584: 4.756965676298077e-06
Position 926: 4.290122096426477e-06
Position 5852: 3.390624424658802e-06
Position 897: 1.8507336075511967e-07
Position 1283: 1.797424405720822e-07
Position 5306: 3.833404205609065e-09
Position 4790: 3.0848869879532567e-09
