Gene = her
Position 2327: 0.00010991770994163564
Position 353: 0.00010901297852266233
Position 1493: 0.00010771568146918559
Position 1018: 0.00010652687691601278
Position 1153: 9.414166063999183e-05
Position 623: 8.480708175826126e-05
Position 508: 8.370944049478052e-05
Position 1888: 8.285831081604116e-05
Position 2234: 8.152816529878088e-05
Position 443: 8.03464034604747e-05
Position 989: 7.826867300016383e-05
Position 666: 7.37316651709604e-05
Position 1960: 7.148599343349406e-05
Position 277: 7.114789733525488e-05
Position 572: 7.060088484694556e-05
Position 1292: 6.733310360568965e-05
Position 1168: 6.387205328019588e-05
Position 752: 5.682750129492538e-05
Position 289: 5.33913946686202e-05
Position 841: 5.2776716498300704e-05
Position 1219: 5.0532333612617414e-05
Position 1946: 5.006777114647857e-05
Position 2009: 4.9862477664156484e-05
Position 152: 4.9779688387526424e-05
Position 1769: 4.775330846494276e-05
Position 800: 3.5115919532101035e-05
Position 992: 2.8949865729674824e-05
Position 539: 2.8829274633419763e-05
Position 1562: 2.525775079668612e-05
Position 2166: 2.4376717744731245e-05
Position 461: 2.2230765949381522e-05
Position 407: 1.8726278069154396e-05
Position 160: 1.3226043052484322e-05
Position 1571: 1.098806225925803e-05
Position 803: 9.840504254545919e-06
Position 456: 9.148860109304119e-06
Position 872: 8.28871195933544e-06
Position 827: 8.16399105092872e-06
Position 977: 7.328238613834901e-06
Position 298: 6.244154744915766e-06
Position 482: 4.032204915764277e-06
Position 1259: 2.327193829554199e-06
Position 1289: 1.7626187360070129e-06
Position 231: 5.369828643966119e-08
Position 120: 1.4493889542472225e-10
Position 326: 4.324871067747898e-11
Position 227: 3.738273633472633e-13
