Gene = Pdk1
Position 6041: 0.007918219337272622
Position 2630: 0.006782073997872006
Position 6161: 0.006380091418044097
Position 3330: 0.004412062469784052
Position 16070: 0.004092447050325166
Position 7728: 0.004053351160069159
Position 8055: 0.00395156858525709
Position 8283: 0.003857019633699743
Position 15373: 0.0038509157248615565
Position 14176: 0.0038506615654267163
Position 2133: 0.0038119582059650803
Position 12444: 0.003677144329031203
Position 15417: 0.0035556630988399177
Position 14418: 0.0034684172042296064
Position 16015: 0.0034386799267932472
Position 8319: 0.0032452659861422527
Position 4339: 0.0032129476632118967
Position 4539: 0.0032014544806157484
Position 3359: 0.0030950476726952303
Position 16199: 0.0029049532425158326
Position 14560: 0.0028509069291726696
Position 15248: 0.0028116994094321028
Position 8534: 0.002769689484211234
Position 9627: 0.0025016018853188963
Position 15182: 0.002469585525683668
Position 15704: 0.0022002442078923917
Position 1717: 0.0019398922300046103
Position 6028: 0.0019198272805750788
Position 9031: 0.0019132645237448255
Position 14698: 0.001765707749722471
Position 6586: 0.0017435803939951095
Position 13037: 0.0017369804404159589
Position 1396: 0.0016660458418853456
Position 14972: 0.0015827198259871702
Position 1081: 0.0015031412794545456
Position 8287: 0.0014729738504502357
Position 4219: 0.001446300399460408
Position 9347: 0.001415571068765351
Position 9088: 0.0013819769398224935
Position 13828: 0.001335139249992126
Position 9091: 0.0012794348348651543
Position 15160: 0.001263052056501123
Position 14098: 0.0012607243199279626
Position 4049: 0.0011858671151164727
Position 13093: 0.001125533359943801
Position 14267: 0.00110743963040807
Position 1215: 0.0011074124963986215
Position 7057: 0.0010777867584213314
Position 16391: 0.0010532288848957353
Position 13062: 0.001013090643187475
Position 3126: 0.0009839547579564348
Position 4163: 0.0009805094374958688
Position 15335: 0.0009706631337222423
Position 8862: 0.0009619929927011282
Position 12267: 0.0009373666955917676
Position 1955: 0.000754315711735858
Position 7373: 0.000699408583652478
Position 9877: 0.0006861214927654303
Position 14810: 0.0006796736377830369
Position 3245: 0.0006776346023266713
Position 12325: 0.00060859835270672
Position 4564: 0.000588191117803721
Position 2958: 0.0005763839444918423
Position 2925: 0.00055555732834794
Position 6022: 0.0005374229945308916
Position 14290: 0.0005041281686056688
Position 8093: 0.0004943351797643756
Position 14513: 0.00039102976671537276
Position 1352: 0.00038287284358742493
Position 3206: 0.0003654113519284001
Position 3383: 0.00034706631470799994
Position 1393: 0.0003415362755899945
Position 4814: 0.0003316552993911322
Position 1883: 0.0003206052604900563
Position 9801: 0.0003156634945126203
Position 10045: 0.00031513591605954254
Position 6604: 0.00031314303571036435
Position 1107: 0.00030730183992463495
Position 2156: 0.00027703485124395684
Position 1688: 0.0002619249673568961
Position 1929: 0.0002431387374892211
Position 13834: 0.00024054742774345006
Position 13005: 0.00022464838912542847
Position 286: 0.00017293632764561458
Position 281: 0.00017115944121161056
Position 4570: 0.00016953696515348106
Position 14388: 0.00016214309983778792
Position 14243: 0.00015738474566163289
Position 2388: 0.00015472313613893726
Position 4682: 0.00015463689679332283
Position 220: 0.00015158969819059466
Position 6930: 0.0001458067680208245
Position 2463: 0.00013804872224076114
Position 12521: 0.0001224510603748751
Position 2052: 0.00012124285497251496
Position 1653: 0.00011203520376033293
Position 7409: 0.00010403614163060653
Position 2644: 9.517355107439002e-05
Position 514: 9.361914566396986e-05
Position 225: 8.947186537746119e-05
Position 347: 7.655029227580433e-05
Position 7302: 7.629158095199608e-05
Position 1349: 7.58726896465431e-05
Position 5336: 7.081042347055011e-05
Position 8083: 6.85547689325481e-05
Position 6668: 6.714436402294095e-05
Position 13521: 6.021553544228199e-05
Position 8007: 4.371547928623011e-05
Position 1269: 3.429396374409955e-05
Position 14407: 3.2280234748804186e-05
Position 7751: 3.130509894330789e-05
Position 6665: 3.089873086319208e-05
Position 4944: 2.8884811243509618e-05
Position 7968: 2.1365497274261024e-05
Position 13545: 1.6190785311240725e-05
Position 8507: 1.1665568397841551e-05
Position 1620: 8.649562119613011e-06
Position 2024: 8.595014537480528e-06
Position 2365: 8.265433491259012e-06
Position 7815: 7.640315123420313e-06
Position 1551: 7.365436102644354e-06
Position 1291: 5.5853791928102275e-06
Position 6556: 5.275076135646572e-06
Position 6698: 5.235539962764256e-06
Position 7806: 5.0058088593482776e-06
Position 1959: 4.16119372057667e-06
Position 7573: 3.4157965902241847e-06
Position 2535: 3.3309329274865335e-06
Position 7648: 2.8371761556524578e-06
Position 6540: 2.7789483382260837e-06
Position 6822: 2.465267197556697e-06
Position 6550: 2.362903479209493e-06
Position 635: 2.2967363501068294e-06
Position 305: 1.694738387650904e-06
Position 296: 1.4707774773356367e-06
Position 386: 1.35702292498546e-06
Position 1045: 1.2286889022864462e-06
Position 818: 4.415622885176513e-07
Position 277: 2.678921244097371e-07
Position 429: 1.9462694323175183e-07
Position 773: 1.9265292839182333e-07
Position 550: 1.8564974500830828e-07
Position 202: 1.6874431615810913e-07
Position 572: 1.4287788945221079e-07
Position 847: 1.1340015680959919e-07
Position 660: 7.202373520338362e-08
Position 964: 3.677484386372634e-08
Position 458: 2.4956951029542902e-08
Position 107: 1.8288520824497138e-08
Position 7145: 1.0108512417579363e-08
Position 860: 3.83495674116455e-11
