Gene = CNMa
Position 4295: 0.0001737243639477171
Position 1751: 0.000168367992264367
Position 386: 0.0001605218463891549
Position 1126: 0.00016035906706178963
Position 1302: 0.00014447349681312856
Position 120: 0.00011786220647405108
Position 760: 0.0001157226198662155
Position 2527: 0.0001045219334513765
Position 3061: 9.938081260208618e-05
Position 2540: 9.34295819941788e-05
Position 441: 9.226788528778117e-05
Position 2749: 6.876171049103456e-05
Position 1318: 6.375163456910236e-05
Position 1185: 6.0531969975061236e-05
Position 2617: 5.822828228192539e-05
Position 186: 5.660107728400208e-05
Position 1113: 5.229857487965023e-05
Position 2503: 4.052958639905606e-05
Position 337: 3.617905003961318e-05
Position 4140: 2.619959384106115e-05
Position 4245: 2.305478272705741e-05
Position 4638: 2.1117402194157354e-05
Position 4111: 2.1094218359492988e-05
Position 846: 1.9834065095854353e-05
Position 818: 1.8293004912735802e-05
Position 2828: 6.299601140417847e-06
Position 1226: 3.4243164602087864e-06
Position 388: 3.3496986545269285e-06
Position 1860: 2.7885942775294716e-06
Position 1077: 1.8230579705656786e-06
Position 772: 1.6665149756037181e-06
Position 340: 1.5899388630460871e-06
Position 1543: 1.1847902385136849e-06
Position 1722: 1.0630028909352736e-06
Position 749: 1.0302689666272154e-06
Position 1118: 9.200214372872032e-07
Position 127: 7.988118758761299e-07
Position 62: 6.845139517693698e-07
Position 1017: 4.212972606243851e-07
Position 631: 3.796369945218679e-07
Position 497: 3.503465678161551e-07
Position 622: 3.1873705612673696e-07
Position 345: 2.7660605420371727e-07
Position 707: 2.545350044750451e-07
Position 1180: 2.494492059082408e-07
Position 785: 1.4289112834960866e-07
Position 297: 1.4083122550385018e-07
Position 200: 7.604053129421325e-08
Position 1342: 6.382251364217523e-08
Position 1260: 4.8110726775381516e-08
Position 320: 3.504147190005133e-08
Position 1339: 3.045645324167988e-08
Position 1271: 2.3186491100413156e-08
Position 124: 2.7742826191659344e-12
Position 209: 3.9936913224389294e-13
Position 278: 2.313576358925205e-13
Position 222: 1.6405987417272986e-13
Position 267: 2.1880606266927658e-14
Position 283: 1.1539199058600078e-14
Position 239: 6.82040755961947e-15
Position 294: 7.11189958979402e-16
Position 263: 2.521449748871277e-16
Position 306: 2.0298003632369114e-16
Position 280: 1.5669221650051706e-16
