Gene = hay
Position 260: 2.043475333595346e-08
Position 2391: 6.781965702052258e-09
Position 692: 4.312425195552221e-09
Position 316: 7.26148866052709e-10
Position 210: 7.199267114668757e-10
Position 318: 3.2863408438233103e-10
Position 1751: 2.655633883978027e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2296: 0.9910012755468883
Position 182: 0.8465531478034389
Position 2123: 0.42860100399570905
Position 440: 0.32418947861252156
Position 1954: 0.10252926449046944
Position 1687: 0.08013857333969374
Position 1396: 0.0302082129784287
Position 783: 0.014243546192932078
Position 512: 0.011279388381462344
Position 2064: 0.009827110788436306
Position 2614: 0.007608169434597763
Position 1023: 0.005723662187265351
Position 2368: 0.005175762971159029
Position 1690: 0.00516005969694148
Position 2194: 0.004781851623269916
Position 1825: 0.0034107139846297103
Position 2056: 0.0032426402072232453
Position 2488: 0.0031132550812978236
Position 1349: 0.0023809950534197117
Position 841: 0.0019198033956565055
Position 1536: 0.0016236396129880465
Position 2158: 0.001576573670686733
Position 1469: 0.0013407180974875116
Position 913: 0.0012589339543076508
Position 157: 0.0012352129472000468
Position 2321: 0.001143625134825185
Position 448: 0.0010176490660710807
Position 428: 0.0008714834898597076
Position 236: 0.000733215676789399
Position 1628: 0.0006805964020347569
Position 869: 0.0006687136119485125
Position 1729: 0.0006541642430434808
Position 1555: 0.0005677594938049684
Position 610: 0.0005178365747551636
Position 2218: 0.0003877117354106685
Position 1045: 0.00032913691309877595
Position 1493: 0.00026268744586365443
Position 1706: 0.0002351191220077208
Position 2327: 0.00020678951990687916
Position 536: 0.0001500647418838835
Position 979: 0.0001422982376825434
Position 1402: 0.00013493573448183116
Position 2398: 0.00012862121677604908
Position 1586: 0.00011489465412091759
Position 498: 9.284178325063032e-05
Position 2617: 9.217716779108041e-05
Position 1399: 9.206719209245503e-05
Position 1097: 5.068783335573558e-05
Position 1003: 4.809182763253147e-05
Position 2542: 4.535181238213821e-05
Position 1160: 4.0124687004621036e-05
Position 2575: 3.7684786925307516e-05
Position 940: 3.692258731662433e-05
Position 1133: 3.0160731100658884e-05
Position 919: 2.9682627026731923e-05
Position 1063: 2.6987943070932284e-05
Position 1121: 2.6868386913475825e-05
Position 2835: 2.373684517151483e-05
Position 700: 2.19606885470673e-05
Position 2620: 1.364207429752412e-05
Position 193: 8.472569730215131e-06
Position 109: 7.379660718626995e-06
Position 2334: 7.245378690660963e-06
Position 2871: 5.83535725462458e-06
Position 2623: 3.5166882680465757e-06
Position 136: 3.0875034794168797e-06
Position 2437: 2.01176075272889e-06
Position 2524: 1.6946708645317836e-06
Position 124: 1.5543383715652002e-06
Position 363: 7.137696817535686e-07
Position 2842: 4.4003721461899005e-07
Position 286: 3.067470420365322e-07
Position 351: 3.017093483444868e-07
Position 95: 2.9515960683192035e-07
Position 355: 2.71756548964471e-07
Position 121: 7.612135336569461e-08
Position 142: 4.372528960551237e-08
Position 583: 1.3914416108701813e-08
Position 376: 9.998502347793984e-09
Position 466: 7.125089364647e-09
