Gene = Pi3K21B
Position 310: 3.664094125769642e-08
Position 247: 2.9612353139433095e-08
Position 805: 2.439660279507677e-09
Position 245: 5.234346025502076e-10
Position 253: 3.7641257635909124e-10
Position 272: 1.009285659017636e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1152: 0.9845679126998932
Position 243: 0.35038470531509175
Position 4883: 0.34230130193766267
Position 3009: 0.243058706458626
Position 7149: 0.19583244300417374
Position 4145: 0.1355415448295825
Position 7350: 0.0655878366306099
Position 7132: 0.05778814183267188
Position 2100: 0.05322145422310049
Position 3410: 0.04049161825654937
Position 850: 0.03201002478875598
Position 4849: 0.026033956560767235
Position 7170: 0.02539947930213967
Position 2867: 0.02168275268896086
Position 4103: 0.02091550935564338
Position 4197: 0.018238643132616486
Position 3072: 0.014786036113200906
Position 3553: 0.013644906109293394
Position 4596: 0.01321396661250062
Position 3962: 0.013175106904553572
Position 2669: 0.012265937438940494
Position 2130: 0.011964685920572845
Position 253: 0.011928028188363384
Position 3357: 0.010174561273975475
Position 796: 0.010132070242196433
Position 1766: 0.009631404830166028
Position 3192: 0.008701424241876877
Position 2162: 0.008391334742366988
Position 6881: 0.007466233547895103
Position 5668: 0.005652025498550305
Position 2919: 0.005429870278939172
Position 1745: 0.00487067482545913
Position 3182: 0.004718442039464072
Position 4170: 0.004543449679151875
Position 1193: 0.004338022606005756
Position 2735: 0.003995173321057313
Position 2798: 0.003950706266142589
Position 5073: 0.0039321344508939145
Position 470: 0.0037979917182209234
Position 147: 0.0036784318018300483
Position 2357: 0.0028727006115854565
Position 4014: 0.0028173877216494557
Position 2641: 0.00219414079580283
Position 426: 0.0021744496538284894
Position 3379: 0.00203383619959177
Position 2444: 0.001878635889268458
Position 958: 0.0018693920541214117
Position 5124: 0.0016921441581875924
Position 2509: 0.0016472295143844155
Position 4921: 0.0015672245431393693
Position 121: 0.0015436231243701767
Position 1910: 0.0014516690777597293
Position 3387: 0.0014397465385603532
Position 2575: 0.001379646735028595
Position 3109: 0.001252791452493943
Position 3115: 0.0011661688413229414
Position 1472: 0.0009550760264863432
Position 3595: 0.0009101712949707159
Position 1475: 0.0008642679340082464
Position 2773: 0.0008330931766323747
Position 5348: 0.0008269910850544743
Position 2851: 0.0008253554423841746
Position 816: 0.0005000860373919591
Position 438: 0.0004760628139595985
Position 2134: 0.0004678804937871068
Position 3994: 0.0004300616944853706
Position 302: 0.0003857231268286508
Position 3615: 0.00038018485874456785
Position 340: 0.0003102509866202493
Position 2166: 0.00029246645550855504
Position 3094: 0.0002594461906600982
Position 432: 0.00025618498869793874
Position 513: 0.0002463295023361909
Position 1797: 0.00023428647469267463
Position 2155: 0.00022672197511701907
Position 2956: 0.00022259773487057007
Position 1836: 0.0002114798846713486
Position 914: 0.00019162070799395078
Position 2224: 0.0001889661604384417
Position 3302: 0.0001863809303709225
Position 750: 0.0001736037324339051
Position 2186: 0.00016062208888455672
Position 667: 0.00013606234230551564
Position 375: 0.00013093339575903024
Position 865: 0.00010342622054314436
Position 2601: 8.963998967191901e-05
Position 779: 8.285223689390251e-05
Position 1600: 7.796916232233674e-05
Position 2407: 7.549618681573593e-05
Position 884: 6.972218467315521e-05
Position 2148: 4.981417929285401e-05
Position 1719: 3.534262455302243e-05
Position 1367: 3.443679950705439e-05
Position 2491: 2.3557065597123333e-05
Position 2974: 2.1422519863448485e-05
Position 180: 2.1001510141228232e-05
Position 2831: 1.3824711183128618e-05
Position 404: 1.2007768646183591e-05
Position 558: 1.0653496201759377e-05
Position 479: 9.602610777790354e-06
Position 344: 6.94862299605455e-06
Position 1309: 6.597837629784492e-06
Position 3198: 3.1464534904070323e-06
Position 2472: 2.957370352367181e-06
Position 2085: 2.7578398459227184e-06
Position 1499: 2.098254338685342e-06
Position 2644: 2.039353803146677e-06
Position 1042: 1.2350805669288272e-06
Position 1298: 1.2169674198327658e-06
Position 575: 5.863498161257822e-07
Position 589: 4.4590841084257375e-07
Position 414: 2.50131910971721e-07
Position 333: 1.9820505846190598e-07
Position 381: 1.4098898451722787e-07
Position 212: 1.1385959044788395e-07
Position 407: 5.629154627250296e-08
Position 485: 8.331704442499703e-09
Position 221: 6.3520713748687665e-09
Position 308: 6.28100138190337e-10
Position 190: 6.054198015259251e-12
