Gene = jv
Position 2262: 0.0010260406690033074
Position 25280: 0.0009769213418523034
Position 25307: 0.0009719939520242034
Position 2277: 0.0008899435273257127
Position 743: 0.0008639689649204563
Position 18339: 0.0008620595715576891
Position 19303: 0.0008596838325292891
Position 1399: 0.0008555382321811191
Position 1697: 0.0008409124324438984
Position 2268: 0.0007669541492599679
Position 24830: 0.0007647842970666383
Position 25551: 0.000743131847748013
Position 25066: 0.0006987154031752444
Position 569: 0.0006906080853385554
Position 24304: 0.0005543996305591181
Position 21183: 0.00041385130230991437
Position 18766: 0.00038857609136381974
Position 2206: 0.0003718517010091918
Position 24282: 0.00032344150648492046
Position 347: 0.0002964850849364889
Position 1027: 0.0002914759160553953
Position 474: 0.0002646267799347489
Position 5409: 0.00025676986428088753
Position 25144: 0.00024775407626286195
Position 6064: 0.0002266267990864586
Position 285: 0.00021135347180918448
Position 807: 0.0002034675772830826
Position 1148: 0.00018126058892624654
Position 870: 0.00014439991910663943
Position 1582: 0.00013810853137655315
Position 307: 8.969434294562047e-05
Position 538: 7.896871414536708e-05
Position 466: 6.55169236587343e-05
Position 652: 5.142520960871917e-05
Position 709: 4.1394275206677106e-05
Position 5478: 3.6568334410559404e-05
Position 444: 3.3552560541781245e-05
Position 573: 2.590882982794251e-05
Position 659: 2.524258353325597e-05
Position 298: 2.2087946484115116e-05
Position 1161: 9.395663344555679e-06
Position 385: 5.501523881863989e-06
Position 785: 4.3109040364939036e-06
Position 3573: 2.6985460642406547e-06
Position 478: 2.64994283625465e-06
Position 176: 2.114061118160038e-06
Position 5565: 1.542614703619624e-06
Position 153: 1.0451225924660242e-07
Position 103: 2.1256577709049024e-08
Position 107: 1.8233200529730067e-08
Position 273: 6.69810600362403e-09
Position 222: 2.14898132829382e-09
Position 238: 1.2091354529762875e-09
Position 262: 1.1629848605457543e-09
Position 236: 2.367485475095476e-10
Position 329: 2.377070455528606e-11
Position 70: 1.3502523357389555e-12
Position 224: 1.7672880255691745e-15
