Gene = lok
Position 1631: 1.580614358904749e-05
Position 2350: 1.4777379571080256e-05
Position 325: 1.4499151824233403e-05
Position 2885: 1.3716601124046118e-05
Position 433: 1.2766500266845969e-05
Position 665: 1.0691666827200111e-05
Position 441: 8.935846441889737e-06
Position 359: 8.083729678469563e-06
Position 145: 6.97665727715597e-06
Position 160: 6.611932741289912e-06
Position 691: 6.391070606241181e-06
Position 2672: 6.2410599088981515e-06
Position 379: 5.7796984887724775e-06
Position 2153: 4.50840551153368e-06
Position 2576: 3.902340915402605e-06
Position 2114: 3.500403094563357e-06
Position 100: 3.0089998351456133e-06
Position 680: 2.400402361092033e-06
Position 2565: 2.0996452966650604e-06
Position 2733: 1.927229968464432e-06
Position 2392: 1.220143445086735e-06
Position 2705: 1.1518956792065685e-06
Position 2559: 1.0804168344262523e-06
Position 628: 9.028031083838609e-07
Position 1143: 1.087979022437515e-07
Position 2050: 3.704121271364511e-08
Position 2027: 2.7842955047083013e-08
Position 154: 1.433895178336225e-08
Position 2203: 1.2770190345006092e-08
Position 2069: 4.230765347851463e-09
Position 2727: 2.1511485939587947e-09
Position 2717: 2.0285324422078285e-09
Position 2761: 1.6748845148867003e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2249: 0.9996096136533492
Position 1955: 0.9886655355830366
Position 1122: 0.9884107301009215
Position 725: 0.9492814870500367
Position 1311: 0.33633744925980275
Position 359: 0.20798219735808643
Position 1325: 0.06667013066019187
Position 387: 0.049271824063031475
Position 1516: 0.04444037993466908
Position 883: 0.037755981693429634
Position 365: 0.029035898134153394
Position 2806: 0.016688915976524284
Position 2938: 0.008967525505117402
Position 1096: 0.006869145887054736
Position 186: 0.004366429661207671
Position 939: 0.0034527574804682085
Position 1504: 0.0033006171850332566
Position 1333: 0.003293913319822192
Position 752: 0.0028303938007340356
Position 1394: 0.0025626255204551484
Position 1941: 0.0024239920479642587
Position 948: 0.002068206699675788
Position 407: 0.0018878791153668752
Position 256: 0.001465209759959993
Position 2433: 0.0012935209879538251
Position 2911: 0.0012887723587587845
Position 1475: 0.0012795501505513131
Position 265: 0.0011697662868668651
Position 887: 0.0011226738579843785
Position 1478: 0.0011062704486071212
Position 517: 0.0009579557307645921
Position 1978: 0.0009161037005178386
Position 872: 0.0008437799596107484
Position 325: 0.0005511449148974169
Position 1454: 0.0005475257349410635
Position 2113: 0.00045098659996593225
Position 1897: 0.00044620354291322636
Position 935: 0.00039663379655383973
Position 2727: 0.00033235800904720547
Position 1669: 0.0003274760394808248
Position 2875: 0.0003270296345945746
Position 1556: 0.00027065153112548003
Position 190: 0.00023100690205903336
Position 230: 0.00018294266589340358
Position 145: 0.00015544633703809215
Position 284: 0.00014846330576415
Position 1057: 0.00012092487195755894
Position 490: 0.00011769649727341589
Position 1175: 0.00011579759313426691
Position 273: 0.00011244897077046356
Position 1796: 0.0001108009517874142
Position 1547: 0.00010517304177991113
Position 1631: 9.918963482636933e-05
Position 1826: 9.34498171220215e-05
Position 909: 9.314470667379864e-05
Position 227: 8.743840701972469e-05
Position 481: 7.900750198913874e-05
Position 404: 7.843875494668478e-05
Position 844: 6.181488104307239e-05
Position 1830: 5.748562929698273e-05
Position 2062: 5.280264641454178e-05
Position 204: 5.147286440464755e-05
Position 1364: 5.029403398079525e-05
Position 1451: 4.366682930985036e-05
Position 1054: 4.276254734196835e-05
Position 958: 3.54138848282851e-05
Position 963: 3.0968667482772734e-05
Position 997: 2.908806658516714e-05
Position 2898: 2.7612086482368968e-05
Position 976: 2.3708589469251816e-05
Position 2138: 2.3398696454825487e-05
Position 1999: 1.827205227969404e-05
Position 2358: 7.396624065022062e-06
Position 473: 7.273658612873061e-06
Position 827: 6.9914333361608095e-06
Position 2747: 6.724009250383977e-06
Position 2630: 6.470688451254022e-06
Position 2885: 4.88558691752807e-06
Position 1800: 4.077466617394454e-06
Position 1191: 2.8587581212231e-06
Position 917: 2.648334317840279e-06
Position 1010: 2.179282922573659e-06
Position 2438: 1.4727058413252914e-06
Position 240: 1.171393551910125e-06
Position 1250: 3.8767453117917373e-07
Position 441: 2.6835932311884993e-07
Position 1373: 2.6582022852355875e-07
Position 1231: 2.3290425261950247e-07
Position 1158: 2.2227166409171135e-07
Position 496: 1.3538258144981603e-07
Position 2469: 1.1763493469057571e-07
Position 333: 1.0958629874194865e-07
Position 2466: 8.652277777505612e-08
Position 1277: 3.505249855349706e-08
Position 2690: 2.3969394070882216e-08
Position 2255: 2.0055791889453635e-08
Position 2346: 9.19452422468332e-09
Position 1542: 5.830395614177255e-09
Position 742: 3.4163481921082308e-09
Position 242: 1.989734102386123e-09
Position 960: 2.6830842656562825e-11
