Gene = elg1
Position 686: 0.0014246797097721862
Position 2199: 0.0013052802737594314
Position 2054: 0.0012944650556210734
Position 3082: 0.0011428234496638305
Position 3965: 0.0010895956975141244
Position 473: 0.0009996652246573403
Position 1848: 0.0009357793015199348
Position 1613: 0.0009157119715374325
Position 683: 0.0008824669819576362
Position 2571: 0.0007548943953106912
Position 120: 0.0006515189663315476
Position 3825: 0.00062223449589398
Position 992: 0.0006140914261130396
Position 1116: 0.0006127870715882046
Position 2315: 0.0005231287407836578
Position 822: 0.0004913245008904733
Position 4404: 0.0004708888996122328
Position 4543: 0.00044397107657876756
Position 1884: 0.00043407051133078695
Position 4547: 0.0004020341717043605
Position 2993: 0.00031040145582193285
Position 613: 0.00027314581526290035
Position 960: 0.0002262266928178785
Position 117: 0.0001998001111565349
Position 1875: 0.00017874052008453448
Position 83: 0.00016061974672310336
Position 3962: 0.00014717806016657537
Position 4119: 0.00014705660720530986
Position 1103: 0.00013357618631139014
Position 1287: 0.00013131454323034422
Position 680: 0.00012994100473438677
Position 4589: 0.00012905582673345957
Position 893: 0.00010967241387982092
Position 4455: 0.00010858174023172251
Position 836: 0.00010800819542660673
Position 334: 0.00010768560413248858
Position 1664: 0.00010739151447427257
Position 797: 0.00010485661724729749
Position 4483: 0.00010463458152923334
Position 1072: 9.964850037874978e-05
Position 1642: 9.098931775037967e-05
Position 625: 9.01274158868655e-05
Position 856: 8.761588678962454e-05
Position 1587: 7.331069955857341e-05
Position 4054: 7.294891085029187e-05
Position 871: 7.144334833539056e-05
Position 1133: 5.527341326008596e-05
Position 4344: 4.221274301080383e-05
Position 3920: 4.154045918616935e-05
Position 2226: 3.9351222794746075e-05
Position 917: 3.5182144776940175e-05
Position 4263: 3.49486408064102e-05
Position 1300: 2.4034515230636873e-05
Position 1858: 2.3249875322202017e-05
Position 1339: 2.1465653394558106e-05
Position 153: 2.08192888190393e-05
Position 4438: 2.0305811691772792e-05
Position 162: 2.023634285698633e-05
Position 261: 2.0117445334406935e-05
Position 1395: 2.009262210821004e-05
Position 722: 1.8796362098127592e-05
Position 905: 1.3352309077064091e-05
Position 752: 8.629378503262463e-06
Position 659: 8.152509266725445e-06
Position 4563: 7.349686966913887e-06
Position 4016: 4.8761938395903585e-06
Position 4078: 3.370842559675116e-06
Position 265: 2.1073352743177534e-06
Position 131: 8.580956041607325e-07
Position 191: 4.824260921562166e-07
Position 749: 1.9471991473845107e-07
Position 146: 7.892562388675813e-08
Position 1416: 5.411814442626012e-08
Position 205: 4.661038483691058e-08
Position 168: 4.381446354630971e-08
Position 250: 3.3063406586318377e-08
Position 225: 3.204743339119175e-08
Position 1379: 2.6707658907450497e-08
Position 166: 5.131606030879399e-09
