Gene = geko
Position 104: 0.00016118420032591624
Position 112: 0.00015362019501913282
Position 128: 0.00012570567230961482
Position 4410: 0.00010087182737222961
Position 936: 0.00010063148742687055
Position 277: 8.390876804201713e-05
Position 1154: 8.292269297690164e-05
Position 4515: 7.730102767267769e-05
Position 5038: 7.3637049892283e-05
Position 191: 5.418598781146062e-05
Position 2482: 4.037270095019894e-05
Position 1467: 3.834348182960341e-05
Position 68: 3.484119132604275e-05
Position 954: 2.924133702986825e-05
Position 350: 2.651534337585572e-05
Position 171: 2.5392446125651073e-05
Position 453: 1.937801334133548e-05
Position 2133: 1.818994808326058e-05
Position 5856: 1.756836828384776e-05
Position 2114: 1.6703779254257295e-05
Position 839: 1.546281740006867e-05
Position 5842: 1.4985440136821012e-05
Position 222: 1.3295633884541422e-05
Position 581: 1.3226476301256184e-05
Position 5810: 1.3221928611842528e-05
Position 123: 1.198731030640041e-05
Position 275: 9.751064367228961e-06
Position 81: 7.939595734893916e-06
Position 1246: 6.849701224020452e-06
Position 997: 6.330631303320836e-06
Position 1267: 4.8961512582818475e-06
Position 745: 3.822159332114189e-06
Position 1004: 3.7966278955199637e-06
Position 807: 3.202371217887235e-06
Position 254: 2.594536360178017e-06
Position 364: 2.4194512573647802e-06
Position 764: 2.248659119226643e-06
Position 544: 1.6218973430407754e-06
Position 83: 1.4245103322765506e-06
Position 556: 1.3667021408392577e-06
Position 771: 1.30137796021748e-06
Position 4374: 1.0366255762685943e-06
Position 4349: 1.0353166916519997e-06
Position 623: 8.982786646291244e-07
Position 1058: 6.603055270378254e-07
Position 3: 4.792722048073869e-07
Position 4359: 4.504508978509277e-07
Position 842: 3.6347579901780736e-07
Position 541: 3.4341534151156166e-07
Position 534: 2.705628973881979e-07
Position 353: 2.5751950873211997e-07
Position 889: 1.8483490486681373e-07
Position 432: 1.7141068022300342e-07
Position 858: 1.3340858695330494e-07
Position 655: 1.0611084885510368e-07
Position 377: 9.77309959911208e-08
Position 940: 8.635740054270372e-08
Position 678: 7.04706804807976e-08
Position 648: 5.767363610355583e-08
Position 1112: 4.134187096458138e-08
Position 1224: 3.833858926399656e-08
Position 412: 3.655373727125012e-08
Position 1253: 3.643197077148162e-08
Position 488: 2.313480763123959e-08
Position 438: 2.2549566141563198e-08
Position 643: 9.813692766289529e-09
Position 657: 7.179141785249768e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5519: 0.9570867327764652
Position 4099: 0.8829466453732066
Position 5818: 0.12797032461563476
Position 4126: 0.07691714362285715
Position 1061: 0.05872748629689659
Position 4918: 0.04508533444271107
Position 4436: 0.03785486318825476
Position 1614: 0.018666729305007845
Position 4123: 0.018341186442294075
Position 4515: 0.01824766742396681
Position 4946: 0.01738393409994212
Position 1205: 0.014734876125104383
Position 377: 0.014074910959728985
Position 4569: 0.0131852199938895
Position 5485: 0.011814616541961682
Position 1400: 0.01170289229046081
Position 4546: 0.011591946123108801
Position 5466: 0.01051448059577243
Position 5021: 0.009971020273817287
Position 4566: 0.008715980829295825
Position 3307: 0.008256236218960227
Position 1648: 0.007756515716377587
Position 912: 0.007080530129442374
Position 2267: 0.005619698135188489
Position 112: 0.004979421581363059
Position 3858: 0.004921887544148963
Position 1359: 0.004404086691867308
Position 4129: 0.004295489099209947
Position 5945: 0.0036674499611422523
Position 4799: 0.003164910382920251
Position 5322: 0.0025455483318491015
Position 889: 0.002503437887976021
Position 2209: 0.002029122129442413
Position 3864: 0.001707404937147278
Position 5851: 0.0016449906731756483
Position 1415: 0.0015608126113350494
Position 5133: 0.0015102708305774557
Position 5916: 0.0013653634495939151
Position 2659: 0.0012721870979500339
Position 3938: 0.001254085691585016
Position 5171: 0.0012477784863335663
Position 350: 0.0011433296916373897
Position 3375: 0.0010822273497451838
Position 4722: 0.0009601289837099145
Position 2455: 0.0007621457918743394
Position 2541: 0.0007118749193029646
Position 3090: 0.0007105107573335915
Position 4787: 0.0005985060555225022
Position 5138: 0.0005792770324054348
Position 2927: 0.0005641943473836714
Position 1490: 0.0005639826412235011
Position 3817: 0.0005187744957644955
Position 1684: 0.0005123774032525828
Position 288: 0.0004625226078771271
Position 4635: 0.0004566086369633097
Position 202: 0.0004047518240072301
Position 4349: 0.00038445798996289025
Position 4958: 0.0003830883265964768
Position 5889: 0.000379041308311078
Position 953: 0.00037387312811519677
Position 3971: 0.0003197543875165732
Position 5240: 0.0003030877479265879
Position 4606: 0.0003016339141396308
Position 1709: 0.0002960473877197295
Position 4227: 0.00029501560611534306
Position 5789: 0.00027648071121745164
Position 5218: 0.0002520398221328376
Position 5043: 0.00023195249622718234
Position 517: 0.00022479353906445525
Position 1879: 0.0002246908033073302
Position 1239: 0.0002213848767454412
Position 1427: 0.0002200870059254565
Position 1520: 0.00019410890729397906
Position 3404: 0.0001695596324834744
Position 4359: 0.0001628252448483485
Position 5618: 0.00015935509505259098
Position 4770: 0.00015732553106403925
Position 3911: 0.0001553258189408154
Position 1591: 0.00014304535502179545
Position 4483: 0.00013931980183443313
Position 2017: 0.00013759881629116897
Position 275: 0.00011348504122421628
Position 3968: 0.00011234969242364828
Position 4384: 0.00011138955821594667
Position 2074: 0.00010915334013990134
Position 1576: 0.00010366792430712351
Position 5957: 9.580106805206565e-05
Position 4651: 9.528331259110873e-05
Position 2591: 9.519775338791869e-05
Position 1210: 9.379326551424801e-05
Position 1380: 9.312106513417722e-05
Position 175: 9.149015641353156e-05
Position 1070: 7.301088574966547e-05
Position 4730: 7.110304813975623e-05
Position 5895: 5.793749440078599e-05
Position 842: 5.5397548606267536e-05
Position 4524: 5.3076124173220464e-05
Position 5842: 5.2500872574097235e-05
Position 2816: 4.4076709856061345e-05
Position 5663: 3.8452908414877043e-05
Position 3338: 2.59321659598442e-05
Position 3265: 2.2930870268878916e-05
Position 853: 2.2098675400728313e-05
Position 4404: 8.584620619809194e-06
Position 858: 6.279460550984268e-06
Position 2784: 3.3881455132056406e-06
Position 4401: 3.034550609113306e-06
Position 2039: 2.6458104183242493e-06
Position 308: 2.537704167619011e-06
Position 5145: 2.318665358993291e-06
Position 570: 2.2362516601271855e-06
Position 1552: 1.301938669170252e-06
Position 1436: 1.243123741189942e-06
Position 1828: 1.0966056425855729e-06
Position 1174: 9.325991475034162e-07
Position 1467: 7.948575011196325e-07
Position 2681: 7.695892540065794e-07
Position 210: 4.939054716639574e-07
Position 2461: 3.8010631860607126e-07
Position 2503: 2.8951983522650434e-07
Position 2382: 2.4019330023278767e-07
Position 2100: 1.8160625404032775e-07
Position 326: 1.4673974476039138e-07
Position 305: 9.276520343656335e-08
Position 123: 6.255518341223713e-08
Position 488: 2.732697861519805e-08
Position 1010: 2.3412842412829137e-08
Position 62: 6.287750744098127e-09
Position 310: 5.3165344025828965e-09
Position 2183: 8.288870655679962e-10
Position 618: 1.2134070954664627e-11
Position 587: 2.284356689008336e-13
Position 623: 1.0364197704621598e-14
Position 577: 7.7520789359483e-16
