Gene = Notum
Position 4958: 0.00020831982441715523
Position 8947: 0.00018110303996062376
Position 6645: 0.00015943954575786285
Position 2075: 0.00015812440509462057
Position 4156: 0.00015478598243103862
Position 1111: 0.00014789630083110531
Position 724: 0.00014661837209600567
Position 7720: 0.00014457961742788585
Position 7092: 0.00014302031827673743
Position 2187: 0.00014222011073896504
Position 3189: 0.00013238803288436357
Position 7234: 0.00012934656418368509
Position 1943: 0.0001217518709190512
Position 3471: 0.00010695505959236779
Position 3209: 9.964138347600458e-05
Position 6649: 9.828555456801915e-05
Position 3251: 9.549141894630047e-05
Position 1172: 9.494808162651903e-05
Position 4711: 8.779334991813488e-05
Position 6332: 8.31648271892009e-05
Position 3705: 7.901301460283286e-05
Position 7561: 7.56787852852176e-05
Position 1072: 6.933288385545223e-05
Position 3837: 6.736488783044243e-05
Position 6571: 5.736881183242939e-05
Position 6329: 4.6823020203286766e-05
Position 6657: 4.6298958699678397e-05
Position 9173: 4.598742402402704e-05
Position 1536: 4.2245625871609116e-05
Position 2007: 4.21312566110391e-05
Position 1366: 4.047219427169758e-05
Position 6558: 4.0170095997819066e-05
Position 9163: 3.781305100099116e-05
Position 1083: 3.745820518065307e-05
Position 7414: 3.7138630447129136e-05
Position 7195: 3.492784820716591e-05
Position 9155: 3.439093137491606e-05
Position 1695: 3.231090193384179e-05
Position 1134: 3.084175677428177e-05
Position 7294: 3.017547376349538e-05
Position 130: 2.695419238388918e-05
Position 7723: 2.4213445085674846e-05
Position 7174: 2.1431462990356688e-05
Position 1386: 2.1146354195223136e-05
Position 6584: 1.8617280156110423e-05
Position 6420: 1.601192137797147e-05
Position 7333: 1.3375919383079557e-05
Position 6675: 1.2675362013071551e-05
Position 7264: 1.1776941679053896e-05
Position 316: 8.56500528453905e-06
Position 7665: 8.197967290546975e-06
Position 7625: 7.281380482636042e-06
Position 7597: 7.106925696240637e-06
Position 7768: 6.56744574157081e-06
Position 395: 5.571469244522929e-06
Position 2644: 4.434402238018056e-06
Position 177: 4.407747667930021e-06
Position 371: 3.6628705695392512e-06
Position 927: 3.2382432936867125e-06
Position 7445: 3.141034767891351e-06
Position 1114: 2.8847124712300932e-06
Position 1250: 2.8172195757926563e-06
Position 1220: 2.779631045774831e-06
Position 6282: 2.6757724434806615e-06
Position 240: 2.4935345433906046e-06
Position 77: 2.0694292029910102e-06
Position 89: 1.8251499527995259e-06
Position 6279: 1.6180243734451713e-06
Position 6717: 1.4375753005298028e-06
Position 6907: 1.4208943009860106e-06
Position 848: 1.3407838536416788e-06
Position 495: 1.2514651133349744e-06
Position 3517: 1.16842843288861e-06
Position 6704: 1.1641452270719763e-06
Position 1001: 1.056271197888339e-06
Position 2172: 9.837594361454095e-07
Position 549: 9.71323895431551e-07
Position 193: 5.9285792277487e-07
Position 953: 5.50065728511524e-07
Position 1129: 5.172918272422393e-07
Position 570: 4.974479070286555e-07
Position 401: 4.356494024178847e-07
Position 806: 4.1644331476046977e-07
Position 908: 3.983904695586724e-07
Position 1038: 2.879481250882112e-07
Position 919: 2.569835141654079e-07
Position 828: 2.5245003692054735e-07
Position 800: 1.8779598726825272e-07
Position 252: 1.3361825029515303e-07
Position 101: 9.359487278206971e-08
Position 1715: 8.299038905636762e-08
Position 6794: 6.710465869759691e-08
Position 1183: 5.323279758193761e-08
Position 201: 4.1399449137106516e-08
Position 773: 1.9590748628957465e-08
Position 6786: 1.8944923502402115e-08
Position 436: 1.761289921459763e-08
Position 430: 1.3934755398822328e-08
Position 301: 1.3627061259006469e-08
Position 6875: 1.2168371939964912e-08
Position 7186: 5.631157996281443e-09
Position 7297: 4.6438977539986256e-09
Position 6862: 1.4534474935568243e-09
Position 6764: 9.573589376170756e-10
Position 6890: 3.988744134260408e-10
Position 6984: 2.1903025150814766e-10
Position 6768: 1.088846252561812e-10
Position 1326: 9.412986922887052e-12
