Gene = UQCR-C2
Position 883: 1.1604076795857569e-05
Position 243: 8.03776426152058e-06
Position 135: 6.81600030373343e-06
Position 253: 4.448998207065473e-06
Position 1672: 3.4708526839176176e-06
Position 1193: 3.466713991294994e-06
Position 296: 2.5661094477528733e-06
Position 887: 2.0085899999947017e-06
Position 1720: 1.758694379875485e-06
Position 1810: 1.5255737564172842e-06
Position 1530: 1.3207647273069533e-06
Position 1621: 1.18312937688512e-06
Position 1255: 1.1565401734191833e-06
Position 533: 1.0218075529882877e-06
Position 1417: 9.749854589398307e-07
Position 895: 9.175248903196692e-07
Position 1759: 9.105226825922443e-07
Position 1901: 8.680073111046636e-07
Position 1272: 8.427193694463103e-07
Position 356: 6.362684316261e-07
Position 1183: 6.179674843155028e-07
Position 733: 4.757623837105733e-07
Position 185: 4.0426502839994653e-07
Position 549: 3.94433315210992e-07
Position 325: 2.1234228229411255e-07
Position 850: 8.2307809392338e-08
Position 904: 3.1136624705336216e-08
Position 603: 3.1100685647488846e-10
Position 1147: 2.9990216982202353e-10
Position 1642: 2.7148755750964786e-10
