Gene = Trp1
Position 1047: 0.000510739733161947
Position 3203: 0.0004938025998517964
Position 3670: 0.00048050993089607664
Position 886: 0.0004779064679981799
Position 289: 0.0004587701477769924
Position 2451: 0.00045068804325661187
Position 3430: 0.00044937014610231096
Position 116: 0.00043205643173898197
Position 1533: 0.00030174600301917295
Position 489: 0.0002569552235340377
Position 2200: 0.00025572523594653157
Position 2227: 0.00019664071489909008
Position 2894: 0.0001906538767653788
Position 1565: 0.00017459735659703036
Position 3236: 0.0001719311635422371
Position 2662: 0.00016893844543611772
Position 3318: 0.0001643376487694091
Position 1128: 0.0001570354738052677
Position 2294: 0.00014681825505882796
Position 1640: 0.0001466382286707176
Position 2391: 0.000134820945098582
Position 2911: 0.00011611537883434979
Position 1379: 0.00011270703234956829
Position 342: 0.00010080203252752133
Position 3231: 9.81179868967728e-05
Position 1212: 8.134583040276932e-05
Position 1113: 7.930122885507457e-05
Position 180: 7.402523627417137e-05
Position 3189: 7.277436927119467e-05
Position 1581: 6.703873902765627e-05
Position 694: 6.217595737553372e-05
Position 543: 6.125696308827155e-05
Position 1537: 5.5154115206739006e-05
Position 315: 5.091940192976395e-05
Position 2099: 3.919233732360002e-05
Position 1492: 3.610083275380545e-05
Position 1988: 3.387230197964972e-05
Position 3211: 3.255213973869406e-05
Position 2297: 2.9721347678768414e-05
Position 3177: 2.8671128649333157e-05
Position 1382: 2.836567162471766e-05
Position 388: 2.789647426352504e-05
Position 1517: 2.600755947313001e-05
Position 1791: 2.271122280000132e-05
Position 2393: 2.1941426307656435e-05
Position 580: 2.0508404396026185e-05
Position 1650: 1.7580939889045212e-05
Position 1706: 1.65811863748062e-05
Position 238: 1.3162335127473072e-05
Position 2300: 1.2893086381825434e-05
Position 457: 1.227455515370512e-05
Position 268: 1.2097672886162384e-05
Position 607: 9.643357429162196e-06
Position 2273: 9.405422575873125e-06
Position 1805: 9.075750906085549e-06
Position 393: 7.096888297727314e-06
Position 1770: 6.545369116720749e-06
Position 1648: 6.050952936471067e-06
Position 620: 3.4851930037975732e-06
Position 79: 2.852789600321679e-06
Position 2507: 2.6845443810007092e-06
Position 756: 1.6788098282387966e-06
Position 134: 1.440037583195534e-06
Position 131: 1.2072856655136417e-06
Position 192: 1.1517884540975305e-06
Position 337: 3.5410666417491226e-07
Position 707: 2.689979075921089e-07
Position 152: 2.6775381597795964e-07
Position 92: 1.8101533276593303e-07
Position 1601: 2.397868413876949e-08
Position 55: 2.2136905828357774e-08
Position 2908: 6.2270721176577575e-09
Position 160: 8.002692283803771e-12
Position 297: 4.603915334757436e-12
Position 138: 7.470902573133069e-15
