Gene = SMSr
Position 1378: 0.0002414877561064649
Position 1604: 0.0002389268304566129
Position 6325: 0.00023338200853634039
Position 6639: 0.0002228973784967116
Position 1282: 0.00020114900504408578
Position 2947: 0.00019857374713079626
Position 1658: 0.00017475561561816632
Position 6283: 0.00014954743162975343
Position 638: 0.00012406937328553349
Position 1316: 0.00012156860822240907
Position 1938: 0.00011970737312887622
Position 621: 0.00011213110108942894
Position 1003: 0.00010088782259637137
Position 1489: 9.73436258491918e-05
Position 837: 9.2677796554472e-05
Position 7173: 8.928709800314911e-05
Position 6731: 7.845392216353426e-05
Position 1046: 7.591622604047769e-05
Position 1135: 7.092326959140168e-05
Position 710: 6.955888420782907e-05
Position 103: 5.6756335747964516e-05
Position 6889: 5.3833012722748044e-05
Position 1151: 4.721792938952304e-05
Position 1916: 4.073603130572442e-05
Position 1321: 3.3622963568324933e-05
Position 853: 2.7710683314191594e-05
Position 6532: 2.0602158346463752e-05
Position 2849: 1.885263531464454e-05
Position 7133: 1.8226594856174523e-05
Position 7069: 1.7774585375648897e-05
Position 1081: 1.6001429991092176e-05
Position 1405: 1.5518729731155747e-05
Position 6372: 1.527140186191046e-05
Position 207: 1.5239098633920939e-05
Position 770: 1.4882185441707047e-05
Position 1185: 1.444951729518203e-05
Position 1220: 1.359363027980823e-05
Position 379: 1.189206520378771e-05
Position 7319: 1.1536780924515033e-05
Position 235: 1.148264694664622e-05
Position 891: 1.131453502068788e-05
Position 7120: 1.1229898124846505e-05
Position 7338: 1.0341516169186831e-05
Position 7163: 8.852102403498293e-06
Position 6426: 7.043800727147665e-06
Position 2375: 4.146573171420332e-06
Position 7354: 3.904404827545379e-06
Position 7275: 3.872379822614493e-06
Position 7306: 3.834230093661626e-06
Position 6502: 3.653115472323742e-06
Position 5146: 8.040087246017494e-07
Position 2171: 1.3586827101739746e-07
Position 100: 9.97306967202414e-08
Position 3489: 9.957625453918715e-08
Position 318: 9.57050466586336e-08
Position 1763: 8.16851334116259e-08
Position 352: 7.81024562428543e-08
Position 1691: 6.43499992564354e-08
Position 2016: 4.9087717111364797e-08
Position 3196: 4.322042892818006e-08
Position 1932: 2.8428954436916036e-08
Position 947: 2.8134918212817555e-08
Position 1057: 2.375514440312255e-08
Position 414: 1.1166943560190216e-08
Position 669: 1.1107932840002406e-08
Position 76: 1.0504469974076204e-08
Position 492: 8.652962049296425e-09
Position 321: 6.627520189251342e-09
Position 279: 6.223496277398961e-09
Position 633: 5.869503551022722e-09
Position 981: 5.0372902996375995e-09
Position 385: 2.005435036779497e-09
Position 1110: 1.3537579288120367e-09
Position 437: 1.2889492234335302e-09
Position 201: 9.194273540244693e-10
Position 239: 9.170034841443132e-10
Position 211: 8.16446812845474e-10
Position 534: 6.98822588459e-10
Position 495: 5.175134268709176e-10
Position 291: 2.744636890474456e-10
Position 109: 1.3325921764428872e-10
Position 80: 1.1331756464059593e-10
