Gene = mio
Position 2291: 3.645557025400162e-05
Position 2746: 3.635748424185999e-05
Position 3285: 3.4731550364024526e-05
Position 2921: 3.192717607846328e-05
Position 1079: 2.670621053757919e-05
Position 3243: 2.604882743843152e-05
Position 3161: 2.2982202960088234e-05
Position 467: 2.2680778662198e-05
Position 3292: 2.1523486470481476e-05
Position 2113: 2.143611499586472e-05
Position 673: 1.9132860505138877e-05
Position 583: 1.6701975424555057e-05
Position 1428: 1.6423357988004253e-05
Position 1922: 1.60896049802533e-05
Position 1873: 1.5705241355657634e-05
Position 2396: 1.2179975903415851e-05
Position 3042: 1.1767980254602544e-05
Position 2068: 1.0922220487135797e-05
Position 2153: 1.0510466888792643e-05
Position 2321: 8.475170737204942e-06
Position 1814: 8.121345014955372e-06
Position 3224: 7.879510239241444e-06
Position 2204: 7.724692221794632e-06
Position 2367: 6.565409793856362e-06
Position 3262: 5.196055788289494e-06
Position 162: 4.680624704257141e-06
Position 3227: 4.2486986634797785e-06
Position 2525: 4.224933533306294e-06
Position 2059: 3.3844670260343167e-06
Position 3146: 3.234120937057544e-06
Position 1011: 2.9029955481597186e-06
Position 1925: 2.703008845828236e-06
Position 3093: 2.209593889515578e-06
Position 665: 1.9725636439765124e-06
Position 1961: 1.7693219397337417e-06
Position 271: 1.5626887614894365e-06
Position 205: 9.906700862895298e-07
Position 399: 6.381684450349915e-07
Position 236: 2.262234599456384e-07
Position 348: 1.4909704492974593e-07
Position 482: 1.3115372884789552e-07
Position 224: 9.072074018159336e-08
Position 703: 4.2380953521186e-08
Position 258: 3.7505938201354646e-08
Position 658: 3.223413193076229e-08
Position 246: 3.048012278652025e-08
Position 766: 3.013718051445818e-08
Position 433: 1.1407771076432094e-08
Position 141: 2.340844750548683e-09
Position 255: 1.15351478991e-09
