Gene = Ncoa6
Position 10216: 0.0002011311627200238
Position 2286: 0.00019622870435053228
Position 352: 0.0001956656888805007
Position 11187: 0.0001947728129679319
Position 140: 0.00018854045319560415
Position 11332: 0.00017878620064419387
Position 251: 0.00016024208811548702
Position 3602: 0.00015795905133436655
Position 4299: 0.00014886221471353548
Position 10954: 0.00013837578872063786
Position 10192: 0.0001345405306212589
Position 10244: 0.0001302302410745268
Position 11157: 0.00012779820422389372
Position 8321: 0.0001264236083188533
Position 8745: 0.00011523159647628644
Position 10249: 0.00010807133750307707
Position 3039: 0.0001034742399277924
Position 9303: 9.664200139122101e-05
Position 4192: 9.407904644404921e-05
Position 280: 8.647661192193489e-05
Position 2440: 8.624246605276424e-05
Position 369: 7.597288472874943e-05
Position 8717: 7.096444687933933e-05
Position 9088: 7.084180633886357e-05
Position 6: 7.034604716582507e-05
Position 1912: 6.929208044123317e-05
Position 394: 6.928873863080072e-05
Position 4074: 6.699215568712684e-05
Position 3685: 6.489980049362049e-05
Position 432: 6.326155561402883e-05
Position 9843: 6.248531263808242e-05
Position 163: 6.213139085503423e-05
Position 9473: 5.7367333359696064e-05
Position 4882: 5.0086104433450394e-05
Position 3320: 4.939924305506049e-05
Position 9366: 4.581897752940274e-05
Position 2434: 4.298636764383438e-05
Position 540: 4.158839384163911e-05
Position 2790: 3.936013092003679e-05
Position 637: 3.8397949702537076e-05
Position 1187: 3.7564510429273496e-05
Position 8867: 3.68394856668623e-05
Position 1257: 3.4999403611583325e-05
Position 2688: 3.408289106734529e-05
Position 1206: 2.9581791875536247e-05
Position 3354: 2.7061808876632094e-05
Position 1734: 2.6051644390889222e-05
Position 9332: 2.3190684718497965e-05
Position 671: 2.2815099057887636e-05
Position 9354: 2.2687036934171296e-05
Position 8764: 2.0851877591988392e-05
Position 1931: 1.8732805241388068e-05
Position 2546: 1.449691581717958e-05
Position 45: 9.459945649718271e-06
Position 214: 8.081318787968843e-06
Position 2025: 7.511341011464539e-06
Position 200: 6.557423749082883e-06
Position 2967: 6.228010977657593e-06
Position 1064: 5.667637211773739e-06
Position 2074: 5.4648562076289084e-06
Position 3116: 5.3889408378903815e-06
Position 519: 5.172385484469713e-06
Position 131: 4.348249585142954e-06
Position 2582: 4.288938850855994e-06
Position 2982: 4.189243446770845e-06
Position 2644: 4.020680462792585e-06
Position 582: 3.2619957191586447e-06
Position 287: 2.951053466284324e-06
Position 3735: 2.898326607042966e-06
Position 2843: 2.285527801378214e-06
Position 414: 2.157867246252022e-06
Position 406: 1.447864645942289e-06
Position 998: 1.2623334199767084e-06
Position 496: 1.083637700225713e-06
Position 38: 9.218893034332958e-07
Position 72: 8.07002698203482e-07
Position 9994: 6.54434345268477e-07
Position 3036: 4.509618695723823e-07
Position 16: 3.7791254657700403e-07
Position 9165: 3.224456099466951e-07
Position 9277: 1.5762984410761e-07
Position 8429: 1.0715954982698865e-07
Position 709: 9.631826137879702e-08
Position 8444: 6.965183264744528e-08
Position 8708: 6.496202917306413e-08
Position 1891: 6.210520398398994e-08
Position 9274: 6.16515341555679e-08
Position 8381: 5.909764381853501e-08
Position 8688: 4.149667003270005e-08
Position 6945: 4.051959164194386e-08
Position 603: 2.0053063633852222e-08
Position 1331: 1.778412295566512e-08
Position 8876: 1.7009679350719777e-08
Position 8857: 1.2704406685072917e-08
Position 970: 7.362194569610538e-09
Position 2298: 7.1022143003627445e-09
Position 2363: 9.89546803124173e-10
Position 2822: 8.257939197335466e-10
Position 2071: 8.700875322479958e-11
Position 8325: 3.2811988272856916e-11
Position 696: 3.1123751203253404e-12
Position 4768: 3.0949673428617187e-12
Position 829: 2.7637987537162907e-12
Position 947: 2.6937816049655393e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8246: 0.9999027776014519
Position 2019: 0.9949031752494609
Position 8808: 0.9837687767548849
Position 3453: 0.8536292716183782
Position 1773: 0.8166761749592671
Position 7965: 0.2339505903057235
Position 7379: 0.1973161306931685
Position 6738: 0.1876678952938256
Position 1776: 0.16299265619538547
Position 7389: 0.147718835915994
Position 624: 0.07202291400335917
Position 6934: 0.035254293026998354
Position 1114: 0.025607058926986698
Position 6552: 0.022845645010934328
Position 1053: 0.01732811636966583
Position 6549: 0.01562590405126449
Position 7061: 0.012469633166945148
Position 6931: 0.01043059807983291
Position 3197: 0.007640901398101378
Position 3125: 0.007611978272653184
Position 10334: 0.005959622721320064
Position 519: 0.005879784516271407
Position 4213: 0.005231650519704398
Position 9752: 0.0050324842385497705
Position 6823: 0.00479775092335733
Position 1825: 0.00445427277460832
Position 11020: 0.004109340397241187
Position 10100: 0.003282999405250675
Position 1214: 0.00274029145850273
Position 9621: 0.0026141681361897635
Position 3497: 0.00260721460738078
Position 2804: 0.0025487018732720844
Position 10349: 0.002329854741031404
Position 5832: 0.002306535323111912
Position 1025: 0.002229888677097783
Position 731: 0.0021604081820757273
Position 10927: 0.0020323814866092843
Position 481: 0.0019629575324745865
Position 9580: 0.0017991276670281846
Position 11387: 0.0016725988215226591
Position 59: 0.0015413236383483087
Position 9541: 0.0015145178941157746
Position 473: 0.0014727528404598518
Position 8526: 0.0014497701659040064
Position 1585: 0.0012751492545946155
Position 911: 0.001232854970881154
Position 1638: 0.0012084709890403127
Position 3491: 0.0010672994721048132
Position 496: 0.001021991910828215
Position 10972: 0.0008885323983534958
Position 3131: 0.0008613790199080084
Position 3707: 0.0008209759759586102
Position 460: 0.0008070833510119193
Position 3008: 0.0007263185412902433
Position 8960: 0.0006555642717964403
Position 3398: 0.0006503750932246765
Position 1615: 0.0005669694115912115
Position 10997: 0.0005625701420453437
Position 525: 0.0005417525286093265
Position 3667: 0.0005150500991533668
Position 9548: 0.0005109137917729214
Position 558: 0.0004958197295130505
Position 2483: 0.0004855473587967831
Position 10106: 0.0004486371512938932
Position 802: 0.00042462587762329265
Position 2189: 0.00040954708240709955
Position 572: 0.0003680647394771937
Position 2701: 0.0003478941989856854
Position 9994: 0.00034104531987775135
Position 2837: 0.0003333788700263956
Position 9693: 0.0002940907305406359
Position 3819: 0.00029382987094980263
Position 9371: 0.0002701564303693905
Position 1556: 0.00026356512241794037
Position 11223: 0.0002593118410007
Position 3685: 0.00022760257628440318
Position 10286: 0.0002231696408932399
Position 9401: 0.00020944534559559573
Position 1354: 0.00020164419152170305
Position 2339: 0.0001878985841988182
Position 227: 0.00018218602153772666
Position 2333: 0.00017705256971456838
Position 9130: 0.00017212504059673352
Position 1267: 0.00016570425868427812
Position 9895: 0.00015929981391098996
Position 2550: 0.00015118584206129802
Position 587: 0.00014902533071461623
Position 9259: 0.00013028597699428338
Position 8396: 0.00012637927083869544
Position 10123: 0.00012051535265722274
Position 1410: 0.00011970663365540708
Position 8895: 0.00011031458147364155
Position 527: 0.00010592109800845335
Position 10744: 0.00010309370389191078
Position 3831: 8.876061933204685e-05
Position 9937: 8.452182242520308e-05
Position 2138: 8.278165212469045e-05
Position 10516: 7.490824935752634e-05
Position 173: 7.094167378494984e-05
Position 3959: 6.933446209428739e-05
Position 467: 6.653830485392759e-05
Position 2591: 6.273929051826679e-05
Position 669: 6.180954319613776e-05
Position 884: 6.038889535883856e-05
Position 120: 5.96243925364636e-05
Position 2069: 5.7787582302381736e-05
Position 9584: 5.4286837785098276e-05
Position 3134: 4.957136229011844e-05
Position 648: 4.860371627365175e-05
Position 2042: 4.5448611837523316e-05
Position 8966: 4.4117178064925514e-05
Position 2705: 4.344986960820852e-05
Position 1434: 4.0010802023160285e-05
Position 8925: 3.825847422212899e-05
Position 312: 3.715734637514221e-05
Position 9916: 3.659171767153846e-05
Position 9133: 3.559178753978892e-05
Position 11373: 3.494723269351704e-05
Position 414: 3.2625279304223115e-05
Position 2249: 3.011609003859869e-05
Position 8874: 2.264451632474326e-05
Position 9554: 2.2490324963596823e-05
Position 2858: 1.93176940899339e-05
Position 8949: 1.9272837639691083e-05
Position 2671: 1.852131252255215e-05
Position 1656: 1.852101664765726e-05
Position 3287: 1.850193657543566e-05
Position 2162: 1.103320477067717e-05
Position 478: 1.0801307192238617e-05
Position 580: 1.0770651809984381e-05
Position 2141: 1.057394978224979e-05
Position 2402: 8.512729667326654e-06
Position 2661: 5.585013186185864e-06
Position 335: 5.449191715373056e-06
Position 245: 5.441846263768142e-06
Position 1947: 4.290703882204017e-06
Position 103: 3.3366118269780675e-06
Position 1956: 2.5438572975350473e-06
Position 266: 2.3149962810180056e-06
Position 3935: 4.774586764814739e-07
Position 3560: 4.1458788550963824e-07
Position 3941: 2.0575655255414012e-07
Position 3842: 1.9653223701667479e-07
Position 261: 1.7755948743030703e-07
Position 3563: 1.7195550964428158e-07
Position 3953: 1.5618666885337826e-07
Position 287: 1.217808983009539e-07
Position 140: 1.013051852388344e-07
Position 214: 6.740221908342677e-08
Position 332: 5.3545472455598236e-08
Position 4251: 4.693912995924678e-08
Position 324: 3.6965076543621753e-08
Position 736: 1.577220153688551e-08
Position 341: 8.195371879482386e-09
Position 2104: 6.244198980361516e-09
Position 127: 6.169176188570531e-09
Position 360: 3.209776635635037e-10
