Gene = TrissinR
Position 1127: 4.7225826873306726e-05
Position 879: 4.0785060778133045e-05
Position 1090: 4.02057767341437e-05
Position 27324: 3.848135374015839e-05
Position 989: 3.332736182683562e-05
Position 27322: 3.196687963009908e-05
Position 288: 3.1598294741720896e-05
Position 308: 2.876554988615874e-05
Position 144: 2.54968118109937e-05
Position 507: 2.383004058741028e-05
Position 27701: 2.1147169922486183e-05
Position 27707: 2.0198720975372254e-05
Position 849: 1.8202313042714644e-05
Position 540: 1.8045593783108946e-05
Position 115: 1.675880865456458e-05
Position 27704: 1.667415309534169e-05
Position 1670: 1.6442501798230836e-05
Position 868: 1.3560577677933198e-05
Position 786: 1.3263113785120086e-05
Position 3800: 1.2847206106942586e-05
Position 767: 1.2403232869528537e-05
Position 27058: 1.2193836753447782e-05
Position 1684: 1.2072154170747853e-05
Position 538: 1.0971622123220297e-05
Position 1078: 9.168114048338035e-06
Position 291: 8.735206514982986e-06
Position 281: 7.207232734537965e-06
Position 5: 5.984563951928762e-06
Position 688: 5.762982592360823e-06
Position 213: 4.608008569938128e-06
Position 894: 4.217964431151442e-06
Position 3089: 3.888240685526198e-06
Position 247: 3.886479640880532e-06
Position 2466: 3.6924826440943103e-06
Position 1901: 2.9113967780916694e-06
Position 29249: 1.7633410722455174e-06
Position 1738: 4.6468091002321534e-07
Position 1187: 2.5405145728461934e-07
Position 1486: 2.172703454557946e-07
Position 1420: 2.0519057200071718e-07
Position 1627: 1.214083235322214e-07
Position 1653: 1.0475565933510374e-07
Position 147: 2.6764825542471143e-08
Position 1516: 3.421812162144441e-09
Position 29172: 2.7234704775112675e-09
Position 109: 9.049447910700982e-10
Position 13: 1.5425516500401026e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 27471: 0.9924730803211341
Position 28988: 0.9891143026872565
Position 26095: 0.9483900147239431
Position 32399: 0.9446197707802729
Position 24337: 0.9396023342048776
Position 21300: 0.867551076143447
Position 32094: 0.8492141673641861
Position 26826: 0.6313415763510515
Position 10219: 0.5393188646352494
Position 29342: 0.49723878180532677
Position 28091: 0.28423799599961475
Position 26888: 0.22461789112188385
Position 21696: 0.1935130771881062
Position 783: 0.12333739425664199
Position 28701: 0.1017170587634577
Position 26502: 0.09295794197466703
Position 31327: 0.09126218724060617
Position 28740: 0.08780773364443986
Position 32205: 0.08366139648184479
Position 27645: 0.08062385599032829
Position 8077: 0.06513853570042903
Position 28424: 0.04177098104783861
Position 26916: 0.03241407641915951
Position 25504: 0.03139267570305217
Position 32705: 0.030111430439378323
Position 26467: 0.027842576493935605
Position 7705: 0.027260355810738577
Position 32366: 0.02099061325397196
Position 26860: 0.02009159876948896
Position 9203: 0.019752867371895584
Position 29645: 0.019570757417658968
Position 9215: 0.019262718940064094
Position 7717: 0.016761033637711656
Position 1141: 0.01656966409918442
Position 27090: 0.016062578187806053
Position 8324: 0.015524552456746062
Position 9342: 0.014855145833235385
Position 26780: 0.013823457097736632
Position 7701: 0.013756749706270773
Position 6853: 0.013650581129853536
Position 28159: 0.013350557588807231
Position 28630: 0.012760392256634272
Position 31371: 0.011686962673372063
Position 23574: 0.011685887006876741
Position 32378: 0.011265111608871057
Position 28879: 0.011049039396714476
Position 30255: 0.010512026863368792
Position 28037: 0.010017913783765615
Position 8557: 0.009637974338608541
Position 28169: 0.009420919383352027
Position 1104: 0.008576660650203271
Position 26450: 0.008251956349319738
Position 27900: 0.007570169719073137
Position 30707: 0.007553332800852989
Position 9025: 0.007353240614672857
Position 7466: 0.007066216502221717
Position 27946: 0.007063583446830503
Position 30494: 0.006940666354654222
Position 27777: 0.006069018615750451
Position 3842: 0.005977925884313237
Position 7663: 0.005873847121838319
Position 25896: 0.005631460083037833
Position 26877: 0.005508403166787799
Position 920: 0.0053489231337602635
Position 24030: 0.005251043799865975
Position 32444: 0.0049232853393086085
Position 213: 0.0048891726986673816
Position 8098: 0.004872137363873395
Position 32543: 0.004326890893890338
Position 7864: 0.004293654293747613
Position 548: 0.0042251238502185795
Position 28141: 0.00417870093298901
Position 30201: 0.0041653923719510615
Position 786: 0.004038958193198246
Position 26577: 0.003778022826529241
Position 29944: 0.0035697836618377035
Position 27654: 0.0034917549981119764
Position 27679: 0.0034302044534375133
Position 28121: 0.003423801756136979
Position 7391: 0.0033858733811436056
Position 25709: 0.003315617179012637
Position 28381: 0.0032764027811953544
Position 24792: 0.003086205653429998
Position 30425: 0.002498692976137137
Position 9527: 0.002288084633314575
Position 2077: 0.002257376550145519
Position 28575: 0.0022248362337735483
Position 29020: 0.002181015555803585
Position 288: 0.0021526523577784164
Position 8003: 0.0021505219928913636
Position 861: 0.002129918532040583
Position 29868: 0.002086267349973428
Position 26737: 0.001994536864506914
Position 32676: 0.0019091599825729702
Position 32569: 0.001674838227575662
Position 1131: 0.0016629504938209096
Position 28378: 0.0016408978920398627
Position 29930: 0.0015554756401565874
Position 29611: 0.0015268328789232912
Position 1061: 0.0014794464231343129
Position 25322: 0.0014292721032940644
Position 2138: 0.0014096365497401962
Position 30838: 0.001307224695395547
Position 32723: 0.0012837405008410776
Position 26638: 0.001127356831081367
Position 29671: 0.0011227992183184825
Position 28452: 0.0010959446304507482
Position 29889: 0.0010772007332164768
Position 27749: 0.001062323868236667
Position 30211: 0.0010352202735127436
Position 31401: 0.00102112525685678
Position 27121: 0.0007506251693152958
Position 971: 0.0007393026875737446
Position 1218: 0.0007066634621389822
Position 32698: 0.0006960587324640451
Position 538: 0.000673931916145825
Position 27509: 0.000660645583649078
Position 29354: 0.0006272276536777984
Position 30224: 0.0006065179537847699
Position 30624: 0.0006057986717660977
Position 29924: 0.0005847328410703402
Position 26521: 0.0005626901171550035
Position 28517: 0.0005490999071655375
Position 31655: 0.0005329756928785567
Position 26473: 0.0005249249282187353
Position 29463: 0.0004813439570714561
Position 413: 0.0004666914466841512
Position 1782: 0.0004534369432572402
Position 26405: 0.0004019840647173494
Position 32711: 0.0003964411758826809
Position 1727: 0.00038955011945505604
Position 299: 0.00036200053673553006
Position 1328: 0.0003478969302025918
Position 1078: 0.00031000242549954947
Position 31816: 0.0002783291266623353
Position 28953: 0.00024665678878162855
Position 32752: 0.00020878828338409135
Position 1559: 0.00017714740744707034
Position 3350: 0.00015629398518241094
Position 26507: 0.0001336727310441621
Position 1031: 0.00012129979802487407
Position 30090: 0.00011402175654721559
Position 1245: 0.00010341719683572313
Position 2218: 9.688893992853039e-05
Position 1314: 9.115578411042775e-05
Position 30573: 6.724928375100715e-05
Position 30450: 3.1529266429771904e-05
Position 27242: 2.836976383967493e-05
Position 27200: 2.085981435790741e-05
Position 27752: 2.0277140022818948e-05
Position 27540: 1.7752653684208304e-05
Position 1193: 1.2708687221892925e-05
Position 1543: 7.577794014602315e-06
Position 29690: 5.8522173598029835e-06
Position 3639: 5.496045600125902e-06
Position 237: 5.084354888885165e-06
Position 27131: 4.390593147738083e-06
Position 29975: 2.4376593194201697e-06
Position 29527: 2.434286658535459e-06
Position 27482: 2.379299412003775e-06
Position 178: 2.041101774882847e-06
Position 901: 1.137394784064049e-06
Position 257: 1.1046393914901755e-06
Position 1215: 8.485899455087976e-07
Position 3035: 8.410112767407168e-07
Position 2242: 7.390944512010017e-07
Position 729: 5.99147200689478e-07
Position 672: 5.458834648123052e-07
Position 29423: 4.5897317728155383e-07
Position 1373: 4.5446385476001033e-07
Position 219: 1.7918493386251644e-07
Position 274: 1.5819321076548862e-07
Position 2061: 1.2296774254448642e-07
Position 126: 1.1847600349666107e-07
Position 181: 1.1845805796786238e-07
Position 153: 3.492436688528651e-08
Position 941: 3.4849555715388044e-08
Position 1015: 8.942948717849659e-09
Position 948: 5.615322911823892e-09
Position 247: 1.0933782585630588e-09
