Gene = Ccn
Position 45725: 1.559106751787544e-07
Position 47308: 9.359645986011259e-08
Position 47671: 8.607374142834837e-08
Position 47812: 6.958246256510437e-08
Position 46367: 5.4831813706307126e-08
Position 45741: 3.7682088502177824e-08
Position 47406: 3.651366465840451e-08
Position 47072: 2.7116396978275256e-08
Position 46412: 1.9598183502177307e-08
Position 46847: 1.7857726308728073e-08
Position 44285: 1.7010035372010855e-08
Position 44627: 1.5970775848515376e-08
Position 46306: 1.3186599821635732e-08
Position 45589: 1.0200963199171461e-08
Position 46118: 6.971515310897678e-09
Position 43628: 6.515298271863042e-09
Position 43781: 5.664956699588363e-09
Position 45342: 5.503631642584611e-09
Position 45959: 4.314483590565912e-09
Position 44922: 4.093302308892402e-09
Position 43430: 3.775208265036601e-09
Position 44202: 2.41360713088075e-09
Position 44468: 2.3675975624785816e-09
Position 44759: 1.997811931917021e-09
Position 44831: 1.9840058776830103e-09
Position 43849: 1.8477495078636407e-09
Position 43168: 1.6422202938170187e-09
Position 43464: 1.5647542811025358e-09
Position 44798: 1.5539944422348365e-09
Position 44585: 1.2567294112277882e-09
Position 43123: 1.1327897184721827e-09
Position 42322: 1.0352594644841855e-09
Position 42741: 1.0027724389247433e-09
Position 42474: 9.813217618847646e-10
Position 43078: 9.617212934017063e-10
Position 44317: 7.963440400179422e-10
Position 43514: 6.979864969941049e-10
Position 44123: 6.39735426628668e-10
Position 43760: 5.405243556877955e-10
Position 44183: 5.065781402221588e-10
Position 42900: 5.006850065817389e-10
Position 43436: 4.62216431779279e-10
Position 43580: 4.3058297135684465e-10
Position 43660: 2.684296096866213e-10
Position 42253: 2.0085825233951498e-10
Position 42420: 1.9316352942416242e-10
Position 42592: 1.7394863170833352e-10
Position 42450: 1.7374691183315423e-10
Position 42618: 1.361824424492471e-10
Position 42800: 1.2496443662719711e-10
Position 41039: 1.243030764850545e-10
Position 42462: 1.1869449320041687e-10
Position 42747: 8.742336817722842e-11
Position 40781: 7.950863305013965e-11
Position 41647: 7.47568972517224e-11
Position 42453: 6.21331305327347e-11
Position 40714: 5.029666983925515e-11
Position 40596: 4.776082010778867e-11
Position 40373: 3.016340042992324e-11
Position 41043: 2.9613435118054455e-11
Position 41057: 2.7248646507189156e-11
Position 40427: 1.1665638640786521e-11
Position 41177: 1.1350592962639809e-11
Position 40935: 8.425695460015267e-12
Position 40856: 7.912030835294825e-12
Position 40581: 7.534361922966876e-12
Position 42507: 5.16348939173093e-12
Position 40389: 4.463703064555119e-12
Position 42115: 2.3431802295438762e-12
Position 26540: 1.2314978672444816e-18
Position 23077: 1.6920458333195959e-21
Position 1974: 1.0583385949809654e-21
Position 232: 4.3599975624922645e-22
Position 6133: 4.095524075413061e-22
Position 372: 3.5038432127740737e-22
Position 339: 2.94393364212507e-22
Position 182: 2.2729297410770044e-22
Position 3006: 2.1687992556063562e-22
Position 264: 2.1614135010430606e-22
Position 3097: 2.117519350977486e-22
Position 349: 2.0438079109590206e-22
Position 1483: 1.9770733511727638e-22
Position 1625: 8.717442280488271e-23
Position 1074: 8.160107684742729e-23
Position 699: 6.036877340624735e-23
Position 346: 5.908323605234616e-23
Position 1210: 5.363629954946687e-23
Position 2749: 5.2615689589003004e-23
Position 1388: 4.0772400523780136e-23
Position 2084: 3.261331411976327e-23
Position 1243: 3.061935381295132e-23
Position 1221: 2.530825354604123e-23
Position 825: 2.4420470575482537e-23
Position 276: 2.029619564791908e-23
Position 758: 1.8589047593324096e-23
Position 221: 1.643746178406059e-23
Position 1673: 1.5846859361665678e-23
Position 352: 1.169437201871286e-23
Position 167: 8.168779669569187e-24
Position 321: 8.101839002156315e-24
Position 1459: 7.716776850369313e-24
Position 163: 7.069074796918102e-24
Position 149: 6.633540698938426e-24
Position 401: 6.505429832609528e-24
Position 432: 6.0564446359471194e-24
Position 2289: 5.9744890597260305e-24
Position 188: 3.137153616697071e-24
Position 612: 2.9676323734830806e-24
Position 626: 1.0452600409522492e-24
Position 846: 1.004479295440861e-24
Position 729: 9.98764605056694e-25
Position 2000: 6.974872271245462e-25
Position 1901: 6.589207313176316e-25
Position 369: 3.6558760121520576e-25
Position 287: 1.2188661531734522e-26
Position 66: 8.028952987347494e-27
Position 441: 7.217910289408793e-27
Position 460: 4.460272185822228e-27
Position 716: 7.4854842544431806e-28
Position 284: 5.151565651357163e-28
Position 8875: 8.310056552652678e-29
Position 63: 5.598337611023108e-29
Position 7468: 1.09822760436944e-29
Position 4190: 1.2312870929788769e-30
Position 3853: 4.369365294582425e-32
Position 3582: 4.1898569928487316e-32
Position 2427: 3.6047738243786576e-32
Position 3624: 2.3916975483961163e-32
Position 3156: 2.0777454316178727e-33
Position 2945: 1.0609471492315443e-33
Position 2771: 9.33268759154598e-34
Position 376: 1.7620239469376126e-38
Position 381: 1.3434665924647956e-38
Position 445: 8.818753945154891e-39
Position 85: 4.969153321949138e-39
