Gene = barr
Position 279: 4.911049282388213e-06
Position 3102: 4.533569326870388e-06
Position 1400: 3.4523529885824587e-06
Position 1327: 3.316335551649454e-06
Position 1051: 2.75343991583362e-06
Position 1679: 2.1309093760837257e-06
Position 2706: 1.9888621222466998e-06
Position 414: 1.56010087684045e-06
Position 3096: 1.3451997362915112e-06
Position 990: 1.1081737199965382e-06
Position 155: 1.0528691571045615e-06
Position 373: 5.030264332684343e-07
Position 978: 2.879337890237125e-08
Position 411: 2.6985678341482207e-08
Position 1112: 2.52744447628692e-08
Position 339: 2.3860195832648712e-08
Position 2562: 8.019893564359872e-09
Position 2416: 7.794620500595009e-09
Position 2291: 7.467132727651898e-09
Position 2656: 4.123370917368486e-09
Position 2813: 3.946444624021703e-09
Position 2250: 3.8073826639902126e-09
Position 1705: 3.2957524207701254e-09
Position 2547: 3.00591189551411e-09
Position 1897: 1.811835320795869e-09
Position 910: 1.1263390531221824e-09
Position 1792: 5.363379587787601e-10
Position 2029: 2.0846402961891167e-10
Position 1745: 6.077318383093525e-11
Position 605: 2.072527671473879e-11
Position 2605: 1.61674549793746e-11
Position 2119: 3.6719662745210394e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2640: 0.9973418313543134
Position 1017: 0.8544310922816603
Position 645: 0.4244835825843118
Position 316: 0.389005059355572
Position 353: 0.2315482762995408
Position 665: 0.14649759609225219
Position 396: 0.11644958962623742
Position 1036: 0.09934386221557014
Position 2290: 0.042684790963092085
Position 289: 0.03908503545183904
Position 2250: 0.037598909741377466
Position 678: 0.03702260258606495
Position 328: 0.02720439681162988
Position 787: 0.026110593080620158
Position 373: 0.02317643308901058
Position 577: 0.019495827132086724
Position 1448: 0.01691897859153025
Position 2267: 0.014514485204163666
Position 2142: 0.01328383152905334
Position 1931: 0.010171560101135976
Position 1039: 0.009849840429635371
Position 1400: 0.007884279418822642
Position 140: 0.0070795101002583275
Position 448: 0.006231977001024726
Position 784: 0.004511689999002894
Position 745: 0.0038172265432060717
Position 357: 0.0033881381217803165
Position 1320: 0.0023897460996492484
Position 1050: 0.0016321581302080445
Position 2727: 0.0016105521709889137
Position 1626: 0.0014635172833919892
Position 3102: 0.0012837339031905178
Position 1495: 0.0011454103147647294
Position 689: 0.0009533121412329494
Position 2670: 0.0008370879707210309
Position 2028: 0.0007633915249559241
Position 2016: 0.0007471000112645366
Position 149: 0.0007441593367539986
Position 2093: 0.0007325119552375856
Position 2866: 0.0006467710529632488
Position 3013: 0.0005951645447930167
Position 3176: 0.0005848752830941809
Position 1102: 0.0005008365482354562
Position 542: 0.00048660037183293126
Position 868: 0.0004387263332277933
Position 1900: 0.00040864305503365676
Position 1280: 0.00032460356437129885
Position 3019: 0.00027260640061063364
Position 1986: 0.0002672340027200891
Position 529: 0.0002634978744246393
Position 2003: 0.0002552178743244845
Position 3115: 0.00016122231954282195
Position 459: 0.0001340132899420169
Position 2823: 0.00011880373169395389
Position 1743: 0.00010846408473787732
Position 753: 0.00010721005007428364
Position 692: 0.00010686448589179746
Position 2778: 0.00010269521411073533
Position 422: 9.135845848700177e-05
Position 2943: 8.838701868074539e-05
Position 1568: 8.168920777227605e-05
Position 2802: 6.616941942073898e-05
Position 1171: 6.348018311286441e-05
Position 1134: 5.477828722326847e-05
Position 1179: 5.248704497687153e-05
Position 2706: 5.1793280813371644e-05
Position 3195: 5.038415532353293e-05
Position 940: 4.341736452853303e-05
Position 235: 4.127121139870071e-05
Position 2820: 3.4254692876844726e-05
Position 703: 3.1677064876414525e-05
Position 1295: 2.9867339027419478e-05
Position 2784: 2.821226118937319e-05
Position 465: 2.6235766938005364e-05
Position 3130: 2.4671722405832824e-05
Position 3153: 2.2297768430885485e-05
Position 2679: 1.0235676508318302e-05
Position 761: 6.790978207955386e-06
Position 850: 6.26802299627335e-06
Position 2946: 4.8112770792398505e-06
Position 2973: 1.6186173099731763e-06
Position 189: 4.2096638640425543e-07
Position 3180: 4.1894659064497726e-07
Position 223: 1.009123847086833e-07
Position 216: 7.428981330103944e-08
Position 174: 5.41689875327692e-08
Position 160: 4.55687662108648e-08
Position 811: 5.3939501810973824e-11
Position 546: 3.795618357909635e-11
Position 829: 2.7212361152156673e-11
