Gene = mTTF
Position 245: 1.134749940429491e-06
Position 1497: 9.361548075786023e-07
Position 91: 7.305183919364988e-07
Position 773: 7.011778953811254e-07
Position 223: 5.398832016183912e-07
Position 567: 3.5379417934020635e-07
Position 208: 3.1734743920547033e-07
Position 448: 2.7767494560707546e-07
Position 211: 2.7109279648623604e-07
Position 374: 2.3268781200803456e-07
Position 435: 1.0761333885002208e-07
Position 202: 6.129243475109501e-08
Position 445: 4.7855509091727945e-08
Position 284: 3.218093226148537e-08
Position 493: 1.1197762703266726e-09
Position 464: 1.8864148223412571e-10
Position 681: 1.4464604953033073e-11
