Gene = dac
Position 1464: 1.0210464028072084e-05
Position 17510: 9.592999536955983e-06
Position 13495: 9.580026171136836e-06
Position 18014: 8.644900224950015e-06
Position 115: 8.179940791008932e-06
Position 17533: 7.77091634005239e-06
Position 18540: 6.755196641348086e-06
Position 13631: 6.3123829734630855e-06
Position 13195: 5.88399349151098e-06
Position 13277: 5.554158373365898e-06
Position 18071: 5.4227862593507345e-06
Position 18705: 5.245356377050852e-06
Position 18641: 3.352409958202638e-06
Position 85: 2.8383638205985815e-06
Position 18633: 2.7104029906260755e-06
Position 13103: 2.5614458604592376e-06
Position 18001: 2.2763920379195616e-06
Position 17976: 2.1105084426250704e-06
Position 17562: 2.0571453928761053e-06
Position 2352: 1.9438729429499767e-06
Position 18306: 1.8702415422839937e-06
Position 2804: 1.5486373006294703e-06
Position 107: 1.4632567930345146e-06
Position 13973: 1.1556028825862646e-06
Position 65: 1.1016303516005562e-06
Position 17551: 1.0860086769008977e-06
Position 13966: 1.0221504542482376e-06
Position 18146: 1.0047442101022425e-06
Position 17354: 9.910815760600036e-07
Position 13141: 8.797204287646842e-07
Position 13096: 8.637306012710708e-07
Position 17361: 7.654590282905621e-07
Position 312: 6.920455531194048e-07
Position 18313: 6.745237560795739e-07
Position 1272: 6.132502125955669e-07
Position 17887: 3.463251866947974e-07
Position 381: 3.035722919204522e-07
Position 18477: 2.8273557621357935e-07
Position 17564: 2.577855967941242e-07
Position 951: 2.39943917717015e-07
Position 18058: 2.149541645138378e-07
Position 301: 1.8000397969284958e-07
Position 18467: 1.4578066591639976e-07
Position 109: 8.287699670706515e-08
Position 732: 7.947027182271102e-08
Position 137: 6.023592166745507e-08
Position 14094: 5.644733707783661e-08
Position 13233: 5.282878392245998e-08
Position 18454: 4.982566579293384e-08
Position 14247: 3.95039878728512e-08
Position 18320: 3.8984223938909475e-08
Position 14308: 3.696904196245238e-08
Position 13001: 2.4950329338976528e-08
Position 18557: 1.967100230100158e-08
Position 13036: 1.4625491736923997e-08
Position 14218: 2.5669869069059e-09
Position 182: 2.5432844353733293e-09
Position 295: 1.5866557979949372e-09
Position 224: 1.3725052406728754e-09
Position 194: 1.0496627793835495e-09
Position 13911: 5.785687713892576e-10
Position 13664: 5.270527725387185e-10
Position 87: 4.0625869853787777e-10
Position 11: 2.720397951984645e-10
Position 14281: 2.8139842364321334e-11
Position 14252: 1.0807460281915433e-11
Position 18421: 9.895136899669852e-12
Position 510: 5.294535827226256e-12
Position 526: 2.9151914048591128e-12
Position 508: 2.7460219867463544e-12
Position 531: 1.6230206624094747e-12
Position 521: 9.726041248397637e-13
Position 166: 3.8728059313210455e-13
Position 260: 3.730285075650124e-13
Position 169: 2.836982996311552e-13
Position 219: 1.887587098469142e-13
Position 14105: 2.2988339631308915e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 12925: 0.9991602902551553
Position 17751: 0.9989624976274828
Position 18243: 0.9983594921155661
Position 16742: 0.9955049448272535
Position 13354: 0.9886225093472717
Position 17267: 0.9657818601212128
Position 10586: 0.8997062881595679
Position 14058: 0.801732056569519
Position 12402: 0.452294342698536
Position 11556: 0.3745091041251719
Position 14236: 0.25688816162513595
Position 16962: 0.22769570446313914
Position 14017: 0.18378427206342338
Position 19261: 0.17279773095879006
Position 12470: 0.13574234310640382
Position 4446: 0.13407132620722617
Position 14247: 0.09620447272523436
Position 12101: 0.0956368314057682
Position 868: 0.03191007035446287
Position 13594: 0.02874783678168425
Position 19273: 0.02758161192179481
Position 18708: 0.026404790004272295
Position 14206: 0.026225268483880456
Position 18888: 0.026157545266885816
Position 19094: 0.019843523591665867
Position 2083: 0.016906371543479796
Position 14212: 0.01683252142684381
Position 17124: 0.015285970592425037
Position 14383: 0.014245626621465878
Position 1190: 0.014005401915730175
Position 11420: 0.013454351814256105
Position 19350: 0.012701392783503915
Position 19049: 0.012060671263961535
Position 18934: 0.010305998425720518
Position 1329: 0.009944366303287794
Position 18603: 0.009486743347671935
Position 15657: 0.008916398862228123
Position 8721: 0.008760057112587767
Position 16968: 0.008648787506142317
Position 13985: 0.00863277797652392
Position 3512: 0.00829959033274327
Position 18969: 0.007408256949120946
Position 17156: 0.007193802070015912
Position 11132: 0.007103729625591264
Position 1387: 0.006681493730707901
Position 10794: 0.006396675582520429
Position 969: 0.006159924995410199
Position 18851: 0.005702188853142266
Position 10997: 0.005660783297011159
Position 1004: 0.00536637794875561
Position 1789: 0.005364415282518179
Position 14701: 0.005031435583676569
Position 13396: 0.004991803917169672
Position 18489: 0.004952898588550547
Position 11064: 0.004894326636465431
Position 18786: 0.004845257637203807
Position 1390: 0.00454019858066331
Position 19301: 0.004404870495065165
Position 630: 0.004381962314958287
Position 4315: 0.004274650452618852
Position 18547: 0.004041496167739938
Position 1981: 0.0037060914564166995
Position 549: 0.003453802455475366
Position 15228: 0.0032289826055928532
Position 13683: 0.003165796885065238
Position 16157: 0.0030841023187129545
Position 14325: 0.002670863013014671
Position 2044: 0.0026192427651294155
Position 18760: 0.0025952959546157606
Position 13361: 0.002534985335380265
Position 852: 0.0023020391696198556
Position 16971: 0.002241063385262037
Position 18898: 0.0021920556737021306
Position 16065: 0.0021451912481981147
Position 7842: 0.002125772602735163
Position 17595: 0.002082811106378691
Position 18553: 0.0019797776823717774
Position 481: 0.0019668235802821235
Position 19146: 0.0019620218815355334
Position 14291: 0.0017933792207345627
Position 18462: 0.0017663448030032327
Position 10778: 0.0017550897428863315
Position 3525: 0.0017478434127785661
Position 10859: 0.0017096863401026383
Position 465: 0.0016415725612386094
Position 16756: 0.0016197378491772892
Position 1237: 0.0016025228671288124
Position 13274: 0.0015564129855632181
Position 166: 0.0014345641728862714
Position 19009: 0.0014268076383216306
Position 10898: 0.001366369149955776
Position 13540: 0.0013565331096404086
Position 15827: 0.0013205821782818535
Position 1223: 0.0012255520350669617
Position 17152: 0.0011785495660234368
Position 396: 0.0011734230930966082
Position 18843: 0.001162920248912128
Position 18648: 0.0011332164510870892
Position 18651: 0.0011070100455658361
Position 18212: 0.0011012675756309253
Position 11177: 0.0010961540489771776
Position 917: 0.0009779792925695557
Position 19033: 0.0009454611409604732
Position 16753: 0.0009201461421501588
Position 18692: 0.000887411211706602
Position 18747: 0.0008253411750457235
Position 18510: 0.000817630436691818
Position 3952: 0.0007879152259685888
Position 13771: 0.0007257416040221601
Position 17664: 0.0007212759584299085
Position 15265: 0.0006656959440816841
Position 18814: 0.0006559653979549633
Position 3960: 0.0006353415291835468
Position 7722: 0.0006181189156845657
Position 13928: 0.000603634815676572
Position 1007: 0.0005929118159502733
Position 18950: 0.0005513701783153553
Position 903: 0.0005338419445378632
Position 18257: 0.0005053466652963293
Position 13600: 0.0004965011485328261
Position 19396: 0.000486477524607444
Position 17760: 0.00046067947339568753
Position 1851: 0.00045569216156043766
Position 13796: 0.00040266259855162355
Position 561: 0.00040172355180561687
Position 1615: 0.00039295328665941943
Position 16798: 0.00038313853242674727
Position 12962: 0.0003780970788239633
Position 19279: 0.00037624053857151856
Position 13470: 0.00033397232134158884
Position 13999: 0.0002792150631901751
Position 18633: 0.00026168076196370294
Position 18974: 0.0002553310492797306
Position 13277: 0.00022805309480144757
Position 13621: 0.00015593767817986704
Position 18833: 0.00015251448269786228
Position 13042: 0.00015079620150825954
Position 14083: 0.00014352236101120684
Position 16795: 0.00011648707841741446
Position 19399: 0.00010950306186286609
Position 13408: 0.00010504538714382925
Position 16543: 8.140896272078978e-05
Position 17283: 7.21219497628295e-05
Position 682: 7.10104618086347e-05
Position 12942: 6.368745323191961e-05
Position 13512: 5.967425966672377e-05
Position 12869: 5.5038441284538286e-05
Position 608: 5.424462006392507e-05
Position 14069: 5.173092555444431e-05
Position 16974: 5.045587311487297e-05
Position 194: 5.0279606059122136e-05
Position 18020: 5.007563249392487e-05
Position 13973: 4.984550348250257e-05
Position 131: 4.8884979819314315e-05
Position 18001: 3.9161407814640076e-05
Position 13818: 3.424305816869556e-05
Position 17047: 3.249730912863467e-05
Position 13271: 3.197345125164235e-05
Position 13557: 3.1225112027436644e-05
Position 13775: 3.06678266987572e-05
Position 78: 2.9188982209205004e-05
Position 598: 2.799444116096429e-05
Position 18048: 2.572398026730938e-05
Position 16562: 2.527641058028815e-05
Position 634: 2.479797896405359e-05
Position 3478: 2.382293492486689e-05
Position 17787: 2.18950318282579e-05
Position 17299: 1.987135432945293e-05
Position 5328: 1.981166424697893e-05
Position 13806: 1.8735524432998217e-05
Position 687: 1.607023496678769e-05
Position 17798: 1.4181519125243376e-05
Position 12847: 1.3377920587617219e-05
Position 12894: 1.3211607832339836e-05
Position 13838: 1.2247884404275957e-05
Position 13565: 1.1385534877758115e-05
Position 3302: 1.0325439755195868e-05
Position 16599: 1.0140825786013437e-05
Position 17813: 9.922177245962891e-06
Position 141: 9.616042327316511e-06
Position 3046: 8.963459670764684e-06
Position 13546: 8.927178087067477e-06
Position 17810: 7.391791782493767e-06
Position 14117: 7.0758888957578196e-06
Position 18157: 6.232558065225047e-06
Position 15846: 5.945768242810677e-06
Position 13437: 5.359777471352939e-06
Position 13446: 4.74105375013354e-06
Position 2540: 3.1464255816648785e-06
Position 14085: 2.8719367797774772e-06
Position 18367: 2.7112354022074895e-06
Position 18058: 2.188353935971207e-06
Position 17688: 1.8547159259154057e-06
Position 14351: 1.7240469433292053e-06
Position 17673: 1.7155004183983604e-06
Position 18130: 1.653920033778608e-06
Position 18071: 1.6215566208031292e-06
Position 431: 1.621287291716077e-06
Position 2258: 1.4875988161477853e-06
Position 467: 1.3903533132403962e-06
Position 13417: 1.0649285332128406e-06
Position 18092: 9.45809939893582e-07
Position 17837: 8.136031382096975e-07
Position 17795: 7.444004693647953e-07
Position 14389: 7.393116866721422e-07
Position 14094: 6.598215370651065e-07
Position 14063: 6.058046385812327e-07
Position 790: 5.425240857003912e-07
Position 18026: 4.070023803605663e-07
Position 702: 3.3484428384290194e-07
Position 18260: 3.3477714677916963e-07
Position 18497: 3.0619685238357664e-07
Position 646: 2.843175381929888e-07
Position 14729: 2.809535597982236e-07
Position 18467: 2.68145306147368e-07
Position 738: 2.0086570855567542e-07
Position 716: 1.9470602914966704e-07
Position 1341: 1.9331183619412313e-07
Position 741: 9.699448094720102e-08
Position 375: 8.029053502568039e-08
Position 696: 3.388301244614367e-08
Position 307: 3.2669269918515476e-08
Position 18503: 2.1748012869064017e-08
Position 500: 1.2739822206731018e-08
Position 18272: 8.549154434175439e-09
Position 495: 8.483645048324632e-09
Position 242: 8.204885329854672e-09
Position 531: 6.8956365938340015e-09
Position 1279: 4.826957362849122e-09
Position 275: 4.748147645767443e-09
Position 337: 3.894165595809826e-09
Position 278: 1.963738324127262e-09
Position 18389: 1.583385161075059e-09
Position 521: 1.486252436084486e-09
Position 508: 1.073950499220044e-09
Position 18311: 8.834793163071472e-10
Position 18278: 7.974162381336433e-10
Position 18299: 6.384035197885116e-10
Position 17982: 3.784972125369107e-10
Position 272: 3.1634209440555166e-10
Position 18068: 2.2237744413173144e-10
Position 18014: 2.0436543265017737e-10
Position 244: 1.6551162401313985e-10
Position 13423: 9.649172346492806e-11
Position 284: 4.7982933328650695e-11
Position 266: 4.7348246106757997e-11
Position 315: 3.221539796530492e-11
Position 251: 2.17953763961054e-11
Position 65: 1.4643452083249525e-11
Position 312: 1.3190786797237821e-11
Position 260: 9.775812659812752e-12
Position 253: 2.5877538085286273e-13
Position 280: 9.414126183946736e-14
