Gene = cmb
Position 4343: 0.002459447650760892
Position 644: 0.002346006466854205
Position 4131: 0.0022948254567512643
Position 6008: 0.002054296574029
Position 5268: 0.0019490798328358587
Position 291: 0.001870565693849025
Position 935: 0.0017745291972981437
Position 6492: 0.001711476603070392
Position 618: 0.0015992495120979854
Position 741: 0.0015101573246968562
Position 444: 0.0014894374706928423
Position 316: 0.0014670668531731978
Position 4779: 0.0013670265213182207
Position 3436: 0.0013114938343116223
Position 4382: 0.001218767735356246
Position 3780: 0.0011517704307397265
Position 3567: 0.0011275573181768674
Position 2439: 0.0011117810281519695
Position 5968: 0.0009143731079701617
Position 4608: 0.0008996699517093507
Position 3623: 0.0008050943878199536
Position 762: 0.0007435513464536986
Position 4880: 0.0007430588741667399
Position 4161: 0.0007422545932475995
Position 4589: 0.0007141088864961346
Position 4090: 0.0006807627339784338
Position 3811: 0.0006619436151781351
Position 6302: 0.0006335086973972625
Position 6265: 0.0005898723495710384
Position 6091: 0.0005640896541292763
Position 2400: 0.0005523123193283658
Position 2910: 0.0005519597793027781
Position 3455: 0.0005376420570055585
Position 1803: 0.0005248184989291077
Position 142: 0.0005110009328835403
Position 516: 0.0005000098324803469
Position 1039: 0.0004882346902022493
Position 2880: 0.0004640384334742666
Position 4916: 0.0004515285519889102
Position 4743: 0.0004503916434260965
Position 3915: 0.0004497246577987339
Position 6283: 0.00044467624830887327
Position 2563: 0.0004075815167239959
Position 6277: 0.00040186748197310767
Position 1660: 0.0003977899614012613
Position 3236: 0.0003650037720788863
Position 3734: 0.0003581405824169228
Position 83: 0.0003246652262862644
Position 3075: 0.00032134688420138336
Position 6178: 0.00031363773325813343
Position 5278: 0.00031097171553932934
Position 1253: 0.00028779682518553323
Position 5132: 0.0002758038672832661
Position 2319: 0.0002578056687909074
Position 3984: 0.00025350579533373193
Position 956: 0.00025260376237288044
Position 1175: 0.0002415881889833494
Position 1250: 0.00023540120431330674
Position 2376: 0.00023217096139766145
Position 3987: 0.00021631741814297703
Position 1439: 0.0001884720280074551
Position 4412: 0.0001884240858665398
Position 4560: 0.00018352540805223312
Position 990: 0.00018241900354718012
Position 439: 0.00018147297390885576
Position 4085: 0.000176343405862784
Position 785: 0.00016640310780757255
Position 3452: 0.00016186583712305474
Position 1318: 0.00015332426970818692
Position 5055: 0.00014973855252130254
Position 1182: 0.0001458165387333278
Position 5870: 0.00014239958220534134
Position 319: 0.00013297817014756603
Position 1111: 0.00013255296515845538
Position 1400: 0.00012729413469063797
Position 1315: 0.0001196072165095707
Position 2546: 0.00011300676104079647
Position 4352: 0.00011070060944304798
Position 4289: 0.00010383486592420416
Position 6040: 9.57705227956681e-05
Position 3941: 9.063181818406377e-05
Position 801: 8.942260313155006e-05
Position 1105: 8.782146919957283e-05
Position 3936: 8.55730211728367e-05
Position 3251: 8.399012830269048e-05
Position 3492: 7.481169590861812e-05
Position 2783: 7.306479693602458e-05
Position 2739: 6.719955103811603e-05
Position 2522: 6.550991723815414e-05
Position 2370: 5.712106039165155e-05
Position 531: 5.158822433681092e-05
Position 5860: 4.847545299923835e-05
Position 1814: 4.564682386223705e-05
Position 3650: 4.307196491361783e-05
Position 2169: 4.1199205831347236e-05
Position 254: 3.589328924602363e-05
Position 3289: 3.557585207819454e-05
Position 3677: 3.31529248896316e-05
Position 2817: 3.308939181554778e-05
Position 773: 3.287704323751403e-05
Position 807: 2.9182222100374394e-05
Position 177: 2.3785922675749277e-05
Position 1034: 2.3157593884106052e-05
Position 6571: 2.266011361732185e-05
Position 528: 2.23885982228423e-05
Position 759: 2.174673770986931e-05
Position 6601: 2.088946395867151e-05
Position 577: 2.0523868550934824e-05
Position 3788: 1.967570752997802e-05
Position 1027: 1.6839246703063047e-05
Position 1114: 1.6139652442793205e-05
Position 1312: 1.2612330613663576e-05
Position 273: 1.2412975084288255e-05
Position 1162: 1.2091264349892763e-05
Position 1046: 1.0049402817024477e-05
Position 1156: 8.864471154481366e-06
Position 1464: 7.321711754301654e-06
Position 582: 6.382847225954954e-06
Position 1187: 6.091984613287952e-06
Position 1117: 6.074992507461946e-06
Position 777: 6.050085222020065e-06
Position 1686: 4.0441213260301785e-06
Position 158: 3.4703109727638315e-06
Position 2940: 2.853460911952292e-06
Position 2786: 2.6331677750514235e-06
Position 810: 2.625168887343373e-06
Position 1850: 2.4814061878254257e-06
Position 1149: 2.3063944743326554e-06
Position 1445: 2.2727626443039634e-06
Position 2403: 2.2461670262290955e-06
Position 721: 2.1196873891043143e-06
Position 3257: 2.078452522794775e-06
Position 168: 1.4083786352854978e-06
Position 322: 1.0820768342192649e-06
Position 189: 1.0187266446123603e-06
Position 907: 8.489031945836421e-07
Position 859: 7.760767650164537e-07
Position 452: 5.72457771973026e-07
Position 579: 4.156891862809269e-07
Position 1889: 3.7346176247229456e-07
Position 361: 3.3257495013427826e-07
Position 1693: 2.5347750903542793e-07
Position 146: 2.4484682455234647e-07
Position 3869: 2.0643139856392994e-07
Position 2154: 1.6569297022181667e-07
Position 828: 1.4356592148271792e-07
Position 359: 1.1121923728602827e-07
Position 186: 1.0537083098125829e-07
Position 403: 9.862800430441447e-08
Position 441: 8.491202323444079e-08
Position 1917: 5.837823335125717e-08
Position 399: 5.512900491976899e-08
Position 1899: 3.310688972490389e-08
Position 1950: 1.760497702310977e-08
Position 1869: 1.3495491575250957e-08
Position 370: 1.1414255242618528e-08
Position 61: 9.848831450805662e-09
Position 1748: 8.159995210817612e-09
Position 1736: 7.502102911494308e-09
Position 1866: 5.906330501267229e-09
Position 2049: 4.3777056339968204e-09
Position 2181: 1.6638988548015656e-09
Position 66: 1.3786728632255681e-09
Position 376: 5.888770728956498e-10
Position 2046: 2.2999031592355006e-10
Position 63: 7.699299176969047e-13
Position 51: 6.543577484238814e-13
