Gene = homer
Position 408: 7.4562805219138e-06
Position 82: 6.8546132569855595e-06
Position 1994: 6.656823988390576e-06
Position 1069: 6.615504907368009e-06
Position 2307: 6.37980773518092e-06
Position 495: 4.764542494641314e-06
Position 1345: 4.023389789930827e-06
Position 64: 3.5240835908092043e-06
Position 790: 3.4620443653980758e-06
Position 1371: 3.2566780276782046e-06
Position 1618: 3.2162569268055807e-06
Position 1490: 3.1969469363498257e-06
Position 1161: 3.1351265534053336e-06
Position 2288: 2.627235151568815e-06
Position 2386: 2.2545891755435315e-06
Position 2236: 2.214045636028624e-06
Position 1142: 1.67622321743456e-06
Position 1920: 1.6696453592259344e-06
Position 2241: 1.436732557454254e-06
Position 2281: 1.0627948781815694e-06
Position 2010: 1.0422933347693896e-06
Position 2994: 1.0377743997748145e-06
Position 2199: 1.0254834866608528e-06
Position 2906: 1.0176375030966293e-06
Position 3330: 9.736773122636866e-07
Position 2053: 6.665402243349559e-07
Position 3158: 5.21785412556497e-07
Position 2396: 4.834061666823359e-07
Position 1586: 4.5332026671625217e-07
Position 2423: 4.321877810173899e-07
Position 1591: 4.1219024965440457e-07
Position 2278: 3.8826037396573417e-07
Position 1831: 3.4827272705702075e-07
Position 418: 3.303955513149174e-07
Position 1580: 2.327400421299815e-07
Position 2862: 1.935906341789453e-07
Position 271: 1.300521263667157e-07
Position 1151: 1.0302232563778867e-07
Position 400: 9.027776125201343e-08
Position 1634: 8.432457500853076e-08
Position 1998: 7.602451099300804e-08
Position 2572: 4.919770109699994e-08
Position 2406: 4.8381947988587905e-08
Position 2194: 4.094789522308307e-08
Position 382: 2.9530089626127134e-08
Position 2391: 2.613150038702496e-08
Position 1602: 2.5175944642199203e-08
Position 3009: 2.381174670167721e-08
Position 1522: 1.959487256561624e-08
Position 420: 1.3199366565406632e-08
Position 3052: 9.567159769999456e-09
Position 1294: 7.948357691875742e-09
Position 488: 5.884935299995457e-09
Position 2257: 1.8816673148007466e-09
Position 591: 1.2696115796406805e-09
Position 2546: 1.10417606354744e-09
Position 502: 9.85227174288872e-10
Position 2255: 1.6671631605084755e-10
Position 280: 3.4792381527132253e-12
Position 2013: 1.071849223873826e-12
Position 1881: 8.346151041536146e-13
Position 1721: 4.4904327142793297e-14
Position 1728: 1.842557926310168e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2227: 0.9950290350966505
Position 1762: 0.9943226625149867
Position 1272: 0.993815859086798
Position 1904: 0.9706922561373033
Position 2416: 0.964034374338616
Position 928: 0.66379981289523
Position 953: 0.19394788309477504
Position 2880: 0.08707259375307372
Position 3327: 0.05109983498956814
Position 3151: 0.04020874319693652
Position 1923: 0.02784682795571429
Position 3417: 0.02259439589474653
Position 3106: 0.017769317401396815
Position 980: 0.013707992861386123
Position 784: 0.007716377490220462
Position 488: 0.0067201846093093535
Position 3496: 0.0064688175673667594
Position 2566: 0.006349545798050434
Position 1279: 0.00446843702098878
Position 1042: 0.004378921504410493
Position 2522: 0.0041143172240172025
Position 3740: 0.003387289871047949
Position 2892: 0.002993011342427479
Position 1130: 0.0024851839086738924
Position 1069: 0.0024783600807433215
Position 3177: 0.0024158746059729287
Position 3858: 0.002049301070695607
Position 2428: 0.002033215085433668
Position 3297: 0.002002269175459663
Position 387: 0.0019748149001076417
Position 3009: 0.0018164561043404587
Position 405: 0.00160632428766733
Position 808: 0.0015084868398374857
Position 829: 0.00137429623349692
Position 680: 0.0013477489458557606
Position 2236: 0.0012189932307818008
Position 604: 0.0007860481576220763
Position 292: 0.0005708042339083426
Position 1991: 0.0005656633732385297
Position 3079: 0.0005479164054098633
Position 1142: 0.0005445254853046784
Position 3288: 0.0004757976716380634
Position 1290: 0.00046737190454453173
Position 1284: 0.0004553355129103925
Position 3719: 0.0004369664657089278
Position 3723: 0.00043291376421408263
Position 3217: 0.0004148546952476297
Position 2832: 0.0004147768368541906
Position 453: 0.00040033075759709976
Position 108: 0.0003538912933512159
Position 2477: 0.00031371287710712793
Position 2434: 0.00030266059831360163
Position 2423: 0.000282135128958965
Position 2572: 0.00024232140171040234
Position 3540: 0.0002408028744918289
Position 3051: 0.00023240404274846652
Position 848: 0.00018940478624296527
Position 814: 0.00018918217409418612
Position 1139: 0.00015879904220690745
Position 1490: 0.00014948469885451532
Position 1940: 0.00014376353065988546
Position 1027: 0.00012927325437718672
Position 2266: 0.00012882345161667886
Position 1407: 0.00012149038587593177
Position 240: 0.00010231011473698876
Position 2505: 9.670186325174216e-05
Position 360: 9.487174470505171e-05
Position 1517: 8.742028875361757e-05
Position 449: 8.58693355959245e-05
Position 2642: 7.873014734999218e-05
Position 2593: 7.5814730456691e-05
Position 1473: 7.570355259020819e-05
Position 3248: 6.674537301857078e-05
Position 465: 6.37857383954379e-05
Position 986: 6.217146975445762e-05
Position 728: 5.8145479462056056e-05
Position 2904: 5.488595440236535e-05
Position 502: 4.3336536204675584e-05
Position 95: 4.297124686524102e-05
Position 1560: 3.967176517355751e-05
Position 1006: 3.776023778896981e-05
Position 49: 3.758783537505031e-05
Position 3910: 3.1689594567600884e-05
Position 1955: 3.0171763749817194e-05
Position 1293: 2.539692001952379e-05
Position 1503: 2.2311532478333148e-05
Position 2293: 2.048311243271765e-05
Position 471: 2.0025732819019743e-05
Position 1778: 1.884186021950501e-05
Position 2022: 1.769635400756556e-05
Position 2296: 1.7426386552875655e-05
Position 756: 1.704492945493714e-05
Position 1085: 1.472881792562869e-05
Position 2241: 1.42730741671944e-05
Position 1527: 1.4157661640678726e-05
Position 2114: 1.1485223499280599e-05
Position 685: 1.1381371126975883e-05
Position 851: 1.084225867586321e-05
Position 1934: 6.9010342854475394e-06
Position 613: 6.852300314166243e-06
Position 2659: 6.83813110281962e-06
Position 1958: 6.3802771215956506e-06
Position 1200: 6.101499991361806e-06
Position 1980: 6.059640824140303e-06
Position 2605: 5.978652790427984e-06
Position 1570: 4.744820808662157e-06
Position 562: 4.297358095096672e-06
Position 1299: 4.283725013714559e-06
Position 2815: 3.661749280697559e-06
Position 1808: 3.472791249322783e-06
Position 2653: 2.3621312848503374e-06
Position 1988: 2.2582303978453947e-06
Position 1388: 1.9773960581671274e-06
Position 433: 1.94385333468808e-06
Position 55: 1.9056965269619109e-06
Position 1420: 1.8790261797222598e-06
Position 1302: 1.6903494864430324e-06
Position 2800: 1.6419086778787316e-06
Position 1443: 1.598965901323287e-06
Position 1642: 1.5336373425041216e-06
Position 132: 1.5123016573379266e-06
Position 1662: 1.409719987622441e-06
Position 1741: 1.3559298787914648e-06
Position 1831: 1.3146597526760045e-06
Position 2040: 1.1631529077152423e-06
Position 2326: 1.0955610529701605e-06
Position 171: 9.807763323856712e-07
Position 2342: 9.414335883301167e-07
Position 151: 7.973719428744921e-07
Position 1613: 7.400056370120627e-07
Position 2143: 6.595415652239252e-07
Position 1311: 6.154978685803538e-07
Position 1961: 5.932122524170635e-07
Position 2278: 5.66178573014216e-07
Position 2611: 3.3931115041042577e-07
Position 2028: 2.2810610289837992e-07
Position 1659: 1.2991670316643257e-07
Position 2129: 9.117445869030708e-08
Position 1709: 8.035759418019061e-08
Position 1793: 6.599299669430786e-08
Position 1841: 5.36973147641591e-08
Position 2099: 4.43576490677058e-08
Position 2096: 3.0033118828775674e-08
Position 2156: 2.874240908587874e-08
Position 2085: 2.8238387086761666e-08
Position 2362: 1.1621235749950176e-08
Position 2075: 1.1523370826075733e-08
Position 2031: 9.911018198013294e-09
Position 139: 3.3474420291244334e-09
Position 535: 1.6484549104411412e-09
Position 522: 7.208479017844023e-10
Position 529: 7.05685239131692e-11
Position 143: 2.3056701838705818e-11
