Gene = Spindly
Position 812: 1.3455342778191995e-07
Position 627: 3.3558893667526924e-08
Position 1590: 1.9873033341552635e-08
Position 1634: 1.1877405737446102e-08
Position 483: 5.038447747051454e-09
Position 1592: 3.1566434996506608e-09
Position 235: 1.5070635739646539e-09
Position 865: 4.463089822700294e-10
Position 1573: 8.550954795418199e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 845: 0.9939449012262125
Position 613: 0.9924561487194222
Position 1560: 0.9919554134865853
Position 1119: 0.7967363231648307
Position 1401: 0.5357369587878539
Position 2092: 0.015312838551342927
Position 1165: 0.014815307499747061
Position 1193: 0.01266851941178619
Position 2532: 0.008638576211951009
Position 2802: 0.00831881410273115
Position 1124: 0.00826419214453246
Position 2317: 0.00578413839764035
Position 463: 0.003585269676243775
Position 635: 0.0028535057619099567
Position 1760: 0.001960686024644838
Position 2836: 0.0017535742311696999
Position 2032: 0.0015673482629213642
Position 2035: 0.001336575783918105
Position 1651: 0.0012489289986919812
Position 2056: 0.0010068877648066988
Position 1739: 0.0007369777045797428
Position 2198: 0.000645802020237498
Position 874: 0.00037381979283238477
Position 1105: 0.00036261094749644916
Position 822: 0.000349400778773438
Position 1358: 0.00030806201747216066
Position 1981: 0.00029297997007555587
Position 2904: 0.00025553657475052034
Position 1453: 0.00019569831076688495
Position 1354: 0.0001896571528382064
Position 1930: 0.00018778385361451988
Position 1330: 0.0001825371733056129
Position 1846: 0.00016824244206448442
Position 1196: 0.00015778930972249673
Position 1710: 0.00015334578016115407
Position 1313: 0.00014422002871978967
Position 1922: 0.00012984170668224227
Position 1450: 0.00010720121983560818
Position 1108: 9.688532839374757e-05
Position 1170: 8.016216819200876e-05
Position 2347: 7.599838246108098e-05
Position 853: 7.580145559670358e-05
Position 492: 7.337641865310963e-05
Position 2215: 6.266898560715018e-05
Position 416: 5.748685413878634e-05
Position 1642: 5.642360909626982e-05
Position 1041: 4.326386050169385e-05
Position 2156: 4.218833122919027e-05
Position 2225: 3.39878583804268e-05
Position 658: 2.6764796537945726e-05
Position 1630: 2.0356885173498477e-05
Position 2404: 1.8167524768598334e-05
Position 207: 1.325635008164475e-05
Position 405: 9.443952997484478e-06
Position 1423: 9.33315194580449e-06
Position 1672: 8.546909045194577e-06
Position 673: 7.960166478631592e-06
Position 1715: 7.636122309785317e-06
Position 1859: 7.441554037623862e-06
Position 1429: 6.447304280569328e-06
Position 1437: 5.314800338385079e-06
Position 1178: 5.018998636851066e-06
Position 1417: 4.314851322788896e-06
Position 62: 4.142785506325342e-06
Position 1208: 3.9908356282453635e-06
Position 1262: 3.6738400912424265e-06
Position 390: 3.614981132160134e-06
Position 904: 2.9204799194693273e-06
Position 1095: 2.763483060527514e-06
Position 1362: 1.782371781586601e-06
Position 888: 1.6222195293712631e-06
Position 694: 1.3206208722792028e-06
Position 1092: 1.3030430633152632e-06
Position 960: 1.0952588077871294e-06
Position 946: 8.234424709338283e-07
Position 342: 7.396868429094399e-07
Position 943: 6.440357069551329e-07
Position 569: 6.390663659908267e-07
Position 264: 5.542113630719085e-07
Position 111: 4.911880169791597e-07
Position 1268: 4.333481404353769e-07
Position 114: 3.2687236155420466e-07
Position 919: 3.087812006667347e-07
Position 507: 2.67772661149642e-07
Position 426: 2.6449842122635686e-07
Position 901: 2.2850919772561236e-07
Position 90: 2.0867037592546106e-07
Position 975: 1.873824989090728e-07
Position 688: 1.6114300785994088e-07
Position 227: 9.65568876527455e-08
Position 328: 9.191729997410257e-08
Position 312: 6.923071191604986e-08
Position 893: 6.40254310700087e-08
Position 372: 6.230271628312677e-08
Position 324: 5.671266756484243e-08
Position 547: 4.167751021333989e-08
Position 1012: 3.7691229492132886e-08
Position 294: 3.716343813142138e-08
Position 783: 3.5796716625064365e-08
Position 1018: 3.027336308221339e-08
Position 553: 2.8585896698326075e-08
Position 146: 2.5484676731288488e-08
Position 164: 1.828887876138158e-08
Position 985: 1.794860610390964e-08
Position 273: 1.6762520736938846e-08
Position 367: 1.41739021478769e-08
Position 718: 1.3727089367261548e-08
Position 927: 1.3117545586198678e-08
Position 709: 9.525581240840325e-09
Position 135: 9.127797705208835e-09
Position 304: 8.94451538162635e-09
Position 788: 6.927078431253285e-09
Position 711: 6.47035981148315e-09
Position 84: 4.902773888282492e-09
Position 288: 4.764276558895397e-09
Position 745: 4.0216390811987905e-09
Position 970: 3.6774297725551967e-09
Position 306: 1.9138091762488618e-09
Position 721: 1.6988532655045905e-09
Position 126: 1.5368338819519945e-09
Position 480: 1.3685464488291495e-09
Position 1675: 1.2858709172752724e-09
Position 253: 1.1116858856436637e-09
Position 549: 1.079856617492143e-09
Position 81: 1.0349491402474098e-09
Position 356: 1.0174594490230459e-09
Position 231: 8.185343700762767e-10
Position 348: 7.176424877579309e-10
Position 501: 6.336513493118248e-10
Position 1051: 5.459272479592967e-10
Position 749: 4.740397905577681e-10
Position 216: 2.077270861829578e-10
Position 351: 1.4220273927003243e-10
Position 276: 9.060982592560387e-11
Position 1133: 5.913723580587225e-12
Position 1026: 4.4043232373463056e-13
Position 156: 5.4906194972841974e-14
Position 121: 4.713287461771303e-14
Position 128: 1.2783598040438665e-16
