Gene = lilli
Position 23526: 4.861547257393592e-09
Position 5207: 9.711573953859735e-10
Position 20733: 3.0978992105459736e-10
Position 5114: 2.3955005585838704e-10
Position 403: 2.1743707480419402e-10
Position 460: 1.6517729603493722e-10
Position 873: 1.5439485680356234e-10
Position 609: 1.4070570125386754e-10
Position 432: 1.2021488331810192e-10
Position 20486: 1.0596881761661516e-10
Position 603: 7.057928638573584e-11
Position 491: 5.317698309353673e-11
Position 19448: 5.254705621258631e-11
Position 4182: 4.254306901289451e-11
Position 17756: 3.2446464388910005e-11
Position 5714: 3.197640840761681e-11
Position 5653: 2.7605639127336534e-11
Position 5225: 2.7487014504139783e-11
Position 5753: 2.5929671916594968e-11
Position 435: 2.1477419643343705e-11
Position 2206: 1.9813769655706684e-11
Position 19324: 1.8775196481062687e-11
Position 2175: 1.6131941441990705e-11
Position 2053: 1.5877150221662374e-11
Position 5636: 1.585503438276056e-11
Position 440: 1.17413105568201e-11
Position 1065: 1.1502467771261442e-11
Position 18094: 1.0422147178222658e-11
Position 5143: 9.824822130923691e-12
Position 1523: 9.76557801505543e-12
Position 2133: 9.288165015042808e-12
Position 17107: 8.786550922286912e-12
Position 1552: 6.99493794975261e-12
Position 1130: 5.681502575781834e-12
Position 5465: 5.508484071171026e-12
Position 1600: 5.288873342197362e-12
Position 16494: 4.453877315743756e-12
Position 5172: 4.214446822329004e-12
Position 5082: 3.712237811248991e-12
Position 16843: 3.712119892097335e-12
Position 890: 3.4751359968080714e-12
Position 16450: 3.0465668024643356e-12
Position 518: 2.8568981565124986e-12
Position 17690: 2.7222392541268888e-12
Position 5530: 2.6808836742496917e-12
Position 619: 2.645026259764969e-12
Position 616: 1.9348874517400925e-12
Position 1698: 1.219143446268433e-12
Position 1102: 1.1165903936378298e-12
Position 1513: 1.0652725149082204e-12
Position 13030: 9.666798309404626e-13
Position 236: 9.461557466033477e-13
Position 1262: 7.088885837811721e-13
Position 2555: 6.644193160320198e-13
Position 345: 5.23345207671481e-13
Position 15123: 4.1960485108115457e-13
Position 14753: 1.8463608832901468e-13
Position 2820: 1.7469765671617586e-13
Position 14137: 1.3856928099048432e-13
Position 3556: 1.2184092711483283e-13
Position 15079: 1.208329509033558e-13
Position 1893: 9.396072221336404e-14
Position 1631: 9.186259043239511e-14
Position 2776: 8.97925346712336e-14
Position 14085: 6.7341768964613e-14
Position 2849: 6.71330296742557e-14
Position 3114: 6.201597256214162e-14
Position 14342: 6.188633893543765e-14
Position 11926: 4.510025265404265e-14
Position 11306: 3.541349424270435e-14
Position 14323: 3.2197265650588196e-14
Position 12282: 1.5178404382451273e-14
Position 12707: 1.340993584488629e-14
Position 10136: 1.1530376703358974e-14
Position 10855: 9.20348803969401e-15
Position 13051: 7.410482228528634e-15
Position 11992: 5.9936146787365374e-15
Position 6582: 5.038932955429568e-15
Position 10815: 4.9270175721448566e-15
Position 10462: 4.126452502070755e-15
Position 12247: 3.2860646790758206e-15
Position 11933: 2.870225789465468e-15
Position 7146: 2.2885878409062868e-15
Position 6718: 1.129332589436238e-15
Position 8962: 9.44628084330962e-16
Position 10879: 7.533457331179921e-16
Position 11036: 7.020030475463781e-16
Position 9651: 6.368526947605028e-16
Position 6696: 5.415086305192445e-16
Position 7168: 4.933260374144706e-16
Position 5945: 4.355070962469003e-16
Position 10743: 4.3349359700527546e-16
Position 6568: 4.3251165519563736e-16
Position 10433: 3.5300279846621543e-16
Position 6313: 3.053248645597849e-16
Position 9792: 2.5253664546938626e-16
Position 6303: 2.3968259849953825e-16
Position 6903: 1.7097448477109347e-16
Position 8259: 9.410720992859464e-17
Position 9290: 6.122529143609502e-17
Position 8576: 4.8081924707213106e-17
Position 6013: 3.228855657002054e-17
Position 6088: 2.7751734385755776e-17
Position 8104: 2.2852766309178375e-17
Position 7817: 2.039840183380672e-17
Position 8005: 1.3540841124978532e-17
Position 7394: 9.220231403439078e-18
Position 7562: 7.681847780793268e-18
Position 6025: 7.572308945409748e-18
Position 6333: 6.932577368474861e-18
Position 7475: 6.737345453264111e-18
Position 5924: 4.6622645387946045e-18
Position 6071: 2.148866558577995e-18
Position 5270: 9.901297361292071e-19
Position 5331: 4.892252098469655e-20
Position 5786: 4.095464517959361e-20
Position 1769: 5.454828516447948e-21
Position 696: 2.3780518420694114e-21
Position 903: 1.4779605237103497e-22
Position 239: 2.4947299238516164e-23
Position 496: 1.6120859282360246e-23
Position 916: 1.5401151295656873e-23
Position 107: 6.070708251837092e-24
Position 300: 2.2497745171628325e-24
Position 647: 1.876357125381413e-24
Position 530: 1.6060284897315562e-24
Position 324: 1.2148400379484108e-24
Position 330: 9.577453254081736e-25
Position 209: 4.93665988593526e-26
Position 248: 2.1007972022884712e-26
