Gene = Aps
Position 1320: 1.6770577782896912e-05
Position 1577: 1.5924383059009302e-05
Position 3295: 1.4944599801767008e-05
Position 3256: 1.4571037678160118e-05
Position 2586: 1.0396704636877e-05
Position 1299: 8.665963473546248e-06
Position 1226: 8.184718108925153e-06
Position 1473: 5.905023583510033e-06
Position 110: 5.517677829123769e-06
Position 369: 5.10060206231151e-06
Position 524: 4.967695412274754e-06
Position 2568: 4.891862483647426e-06
Position 1042: 3.27945842466208e-06
Position 884: 2.056575137187858e-06
Position 898: 1.5867629611410282e-06
Position 2866: 3.936066686913206e-07
Position 2740: 1.749671728195359e-07
Position 2994: 8.20617352608422e-08
Position 845: 8.077533936433077e-08
Position 1053: 5.902878429538194e-08
Position 1128: 3.986032444931104e-08
Position 841: 2.77740773275414e-08
Position 3008: 2.5393256298462584e-08
Position 1068: 2.1136925593457256e-09
Position 344: 1.7281349957869018e-09
Position 915: 1.4298230817919189e-09
Position 375: 5.838663365143402e-10
Position 299: 2.3162314472755697e-10
Position 382: 1.60308483688881e-10
Position 388: 1.1188487838252928e-10
Position 254: 9.427845775225363e-11
Position 260: 5.833787419567303e-11
Position 308: 3.85799539903978e-12
Position 426: 8.189736033670446e-16
Position 404: 6.78830645916217e-16
Position 55: 1.4035022122414934e-17
Position 302: 1.3076373039978756e-17
Position 64: 1.2528295862240852e-17
