Gene = RanGAP
Position 3249: 0.14897851917101151
Position 3417: 0.11747505730039255
Position 3225: 0.0938174825314098
Position 2379: 0.08906092454499141
Position 341: 0.069474101757897
Position 3221: 0.061812441321987516
Position 2684: 0.05605949922514115
Position 1043: 0.05322942935388315
Position 2158: 0.05041424521300572
Position 3002: 0.04910008030544881
Position 1733: 0.04891525838155592
Position 959: 0.04107550710138515
Position 1471: 0.029759844533041802
Position 4526: 0.02648458487247684
Position 2920: 0.02566397042603522
Position 1229: 0.022612813582774397
Position 370: 0.022489474408884363
Position 5330: 0.01554513846916735
Position 1644: 0.015219017050570969
Position 1564: 0.01272648764673488
Position 1056: 0.012107888541205777
Position 2721: 0.011938587997167143
Position 4423: 0.010432437631348898
Position 613: 0.010180922878747278
Position 3390: 0.010021476307155334
Position 1291: 0.008706023076294887
Position 3816: 0.007121145132063934
Position 1923: 0.006843567251461835
Position 4465: 0.0063894614176897135
Position 4417: 0.006226371624645217
Position 2732: 0.005397318990685696
Position 4263: 0.005215389891587389
Position 4529: 0.004788342449545717
Position 3120: 0.004674635703583303
Position 2776: 0.004650514334343593
Position 1124: 0.00425406302332725
Position 888: 0.0041536990949527074
Position 3832: 0.003966260333260972
Position 3035: 0.002956585434987561
Position 4523: 0.002857618461794407
Position 852: 0.002852236383360316
Position 2012: 0.0026947492599622954
Position 3708: 0.0026629855601262224
Position 2580: 0.0025541037135087858
Position 5028: 0.002473226623007798
Position 1129: 0.0024332388063559246
Position 4328: 0.0023415978246360447
Position 3972: 0.0019333983441863192
Position 1539: 0.0018653862807070138
Position 901: 0.0017942805977904158
Position 3897: 0.0011432388439939233
Position 5000: 0.0011275630019754424
Position 4244: 0.0008634546108553274
Position 4338: 0.0006481078928671211
Position 4773: 0.0006318723127394562
Position 3943: 0.0005945837832959535
Position 4748: 0.0005297077537693373
Position 5126: 0.0004868853289826007
Position 617: 0.00045650390843221083
Position 773: 0.00033289099748234436
Position 5147: 0.00030590799416602545
Position 1013: 0.00024673734549245313
Position 468: 0.00020597610532544134
Position 4352: 0.0001972463966401398
Position 5060: 0.0001706066379878605
Position 4462: 0.00011977210769128603
Position 779: 0.00011636439136903021
Position 139: 9.906195972752161e-05
Position 4798: 9.127370563760017e-05
Position 5252: 7.319495387626552e-05
Position 1070: 7.244967558717401e-05
Position 1096: 5.0428504874168337e-05
Position 4303: 4.7569514637626505e-05
Position 114: 3.86802357810458e-05
Position 5177: 2.884645883270795e-05
Position 2561: 2.5038688808207314e-05
Position 817: 2.3133044742224794e-05
Position 795: 2.1492493453919775e-05
Position 187: 1.7713722979779754e-05
Position 5084: 1.5239306644114576e-05
Position 4781: 1.4486501685803123e-05
Position 4803: 1.1613568976525256e-05
Position 5210: 9.955721526114238e-06
Position 416: 6.742691563424079e-06
Position 4881: 4.079527969652496e-06
Position 293: 3.459518433034809e-06
Position 4833: 3.1241464077638113e-06
Position 4800: 2.6494922765229045e-06
Position 475: 2.250942700541451e-06
Position 4926: 2.0412081560811233e-06
Position 220: 1.7595378290601999e-06
Position 4852: 1.6657619038181694e-06
Position 4915: 1.6487321353923001e-06
Position 84: 9.210170452451533e-07
Position 493: 9.005041659755864e-07
Position 680: 8.760189847529508e-07
Position 821: 4.0856675469252036e-07
Position 227: 3.2506586048535046e-07
Position 4837: 1.894090071198164e-07
Position 4818: 1.7263717425135756e-07
Position 266: 3.045082191159645e-08
Position 301: 2.982274541916979e-08
Position 217: 4.4259027738620305e-09
Position 255: 4.964671688356562e-10
