Gene = klar
Position 2145: 1.109741265461431e-33
Position 4381: 1.0784810253188064e-33
Position 1059: 1.060978273471748e-33
Position 9435: 9.926718457048478e-34
Position 2337: 9.255888091003758e-34
Position 5547: 9.150649494484144e-34
Position 446: 7.444372003692242e-34
Position 361: 6.8408097131658155e-34
Position 566: 6.659287239185756e-34
Position 30: 3.3246655652286966e-34
Position 586: 3.192615435294295e-34
Position 550: 2.1422478110010617e-34
Position 207: 1.602283050522088e-34
Position 324: 1.4864818097586354e-34
Position 381: 1.3274765285181948e-34
Position 178: 9.890537113774884e-35
Position 494: 8.60471178605658e-35
Position 123: 7.786461182151272e-35
Position 482: 6.825260323463832e-35
Position 163: 4.880979324695351e-35
Position 832: 4.203316965182115e-35
Position 169: 3.2329845285945267e-35
Position 403: 2.690811307961595e-35
Position 155: 2.65168495177736e-35
Position 58: 2.288331079192907e-35
Position 409: 1.999448945753212e-35
Position 463: 1.9793619960907564e-35
Position 80: 1.7484981012624349e-35
Position 562: 1.6814962626784562e-35
Position 838: 1.4372740268099914e-35
Position 840: 1.3414377474959188e-35
Position 836: 1.2805663193431603e-35
Position 834: 9.778348193240955e-36
Position 519: 7.897657812328576e-36
Position 363: 4.452357806286278e-36
Position 728: 3.674539075201431e-36
Position 369: 3.521210719898139e-36
Position 824: 3.244481388666385e-36
Position 217: 2.8058160006524873e-36
Position 500: 2.6774083231865996e-36
Position 32: 2.491784933017522e-36
Position 391: 2.3797329484573578e-36
Position 226: 2.294110209542346e-36
Position 189: 1.5535259105900255e-36
Position 776: 9.886553250434014e-37
Position 1809: 9.848234340289346e-37
Position 1945: 9.715489853821338e-37
Position 732: 8.282789248895676e-37
Position 584: 7.551647042442268e-37
Position 590: 7.294219880087501e-37
Position 198: 7.1296057383868954e-37
Position 643: 5.000648124198427e-37
Position 383: 4.9438302436246144e-37
Position 570: 4.170399659486774e-37
Position 842: 4.033437419084624e-37
Position 720: 3.6670925862033387e-37
Position 3: 2.298275254018012e-37
Position 1111: 1.2173734016375068e-37
Position 774: 9.01524757370815e-38
Position 861: 8.33610715907569e-38
Position 6: 6.625315348923358e-38
Position 8: 6.080308255225053e-38
Position 844: 3.45088161753084e-38
Position 875: 3.302970306759926e-38
Position 964: 2.3489971465075475e-38
Position 897: 1.6913446016147837e-38
Position 385: 8.042758824910782e-39
Position 696: 7.239466776688393e-39
Position 254: 5.843941392184996e-39
Position 326: 5.794453046064742e-39

Sorted 3' Splice Sites (High to Low Probability):
Position 34257: 0.9999999999999574
Position 34565: 0.9999999999999574
Position 40315: 0.9999999999236548
Position 67927: 0.9999999994411652
Position 40109: 0.6033992333726027
Position 39914: 0.2635878644984444
Position 38621: 0.03801781478150973
Position 39945: 0.03735122926339035
Position 40076: 0.025739258254801486
Position 39287: 0.020225884647935746
Position 39648: 0.009838468904201446
Position 35713: 0.0005456478287508606
Position 35434: 0.000371051180172911
Position 35465: 0.00025448729312545156
Position 35113: 0.00012122406780440649
Position 35861: 0.00011715556430135582
Position 34987: 8.847337804510662e-05
Position 35502: 5.1463367630442444e-05
Position 34825: 3.707179394057614e-05
Position 38577: 3.657199075481112e-05
Position 35177: 3.614417573250019e-05
Position 34897: 3.0407223634709166e-05
Position 35683: 2.883057245011712e-05
Position 35072: 2.8528960710614223e-05
Position 35612: 1.5755285967383553e-05
Position 35136: 1.5550456357864182e-05
Position 35816: 1.4286624923826757e-05
Position 38233: 1.3710331109863639e-05
Position 35096: 1.2917172547661037e-05
Position 35413: 1.0271294631755085e-05
Position 34851: 8.518401919187668e-06
Position 34774: 2.1793191457492857e-06
Position 47559: 4.906959146133889e-10
Position 48537: 2.531211413135782e-11
Position 40911: 1.7705176224283147e-11
Position 40674: 1.663050281706836e-11
Position 45394: 1.6504448819353006e-11
Position 47594: 1.1170623406348721e-11
Position 47694: 9.587707517870406e-12
Position 41605: 8.825779844854845e-12
Position 47437: 7.840461279938208e-12
Position 40683: 3.927994398739552e-12
Position 42190: 1.935767054449298e-12
Position 42151: 1.495382714898775e-12
Position 40599: 1.1792100286067575e-12
Position 43969: 7.654993513029443e-13
Position 43433: 6.987201015815114e-13
Position 43120: 2.1911411674112142e-13
Position 41466: 1.7330744843585075e-13
Position 41133: 1.7163900598752267e-13
Position 41429: 9.897968475916246e-14
Position 41635: 9.114495288882749e-14
Position 43123: 8.44734734514739e-14
Position 41376: 6.969928301649931e-14
Position 41472: 3.2749109898525674e-14
Position 40340: 2.3082562465143023e-14
Position 41623: 1.9477935881393247e-14
Position 40849: 1.295037723883812e-14
Position 40741: 6.149417418209783e-15
Position 40961: 2.0130248119088087e-15
Position 40716: 1.5099451471939229e-15
Position 35045: 1.5065932965034471e-16
Position 34903: 1.357336750098429e-16
Position 37959: 7.225960117502294e-17
Position 37603: 3.0225049356817044e-17
Position 37145: 2.5564005592030344e-17
Position 37309: 2.4875831825197077e-17
Position 36247: 1.7111032002260623e-17
Position 36232: 1.174073301327541e-17
Position 11238: 1.1669919830784516e-29
Position 10062: 6.232537664320682e-30
Position 10993: 3.127202984531445e-30
Position 6693: 2.0817581304996714e-30
Position 6423: 1.2365212523242167e-30
Position 12206: 8.325875907960025e-31
Position 6450: 6.784328713949826e-31
Position 6665: 3.9060226281970476e-31
Position 6163: 2.1023690696075955e-31
Position 5343: 1.1461129504196182e-31
Position 9960: 4.6786394718925653e-32
Position 6706: 4.4542981265028036e-32
Position 7036: 3.3978933394479683e-32
Position 4354: 2.5122079682227754e-32
Position 3399: 2.017172950625348e-32
Position 6319: 1.8654244013619138e-32
Position 926: 1.045087330097227e-32
Position 211: 8.315440878128035e-33
Position 5324: 8.290650687823949e-33
Position 5156: 7.541117407041225e-33
Position 7929: 5.071601297582922e-33
Position 2029: 3.760514103657903e-33
Position 3144: 3.2289122494577114e-33
Position 597: 1.8370052682008006e-33
Position 3035: 1.7349482398546075e-33
Position 637: 1.7132836023527563e-33
Position 1924: 1.350711814473511e-33
Position 550: 1.292434258377158e-33
Position 9228: 9.926718457048478e-34
Position 237: 9.584986010272485e-34
Position 4711: 9.053131246831068e-34
Position 2981: 8.839725339636362e-34
Position 4003: 6.836172318277896e-34
Position 4339: 4.60429154283615e-34
Position 897: 4.276346280438755e-34
Position 4846: 4.2465929300997766e-34
Position 4494: 4.106629451116982e-34
Position 1415: 3.7193738509849986e-34
Position 3245: 3.0416492540034438e-34
Position 786: 2.853465625843923e-34
Position 4527: 2.213697460297787e-34
Position 414: 2.1123416014500147e-34
Position 148: 2.068657970152339e-34
Position 3046: 2.014661780179362e-34
Position 964: 1.873380024683866e-34
Position 3312: 1.8654481935371176e-34
Position 3189: 1.5545368527156578e-34
Position 254: 1.486225591866213e-34
Position 1039: 1.3027773088881813e-34
Position 2042: 1.2990935479829473e-34
Position 774: 1.2643041327212447e-34
Position 4654: 1.0184105345106158e-34
Position 4186: 9.846652966678477e-35
Position 6893: 9.531741210014904e-35
Position 4980: 7.845281828116581e-35
Position 4274: 7.705370377722786e-35
Position 4189: 7.039455128705622e-35
Position 1565: 4.9839077602107e-35
Position 1182: 4.7398595896416436e-35
Position 519: 3.706871081532361e-35
Position 264: 3.0916277301779425e-35
Position 126: 2.9856055989138224e-35
Position 4619: 2.0967582954267126e-36
Position 419: 4.68386130417724e-38
Position 431: 1.584648016207784e-39
Position 791: 1.5760997403467356e-39
Position 226: 1.3573010391982295e-39
Position 610: 1.1897052080443895e-39
Position 189: 7.882441063922507e-40
Position 500: 5.943296277151031e-40
Position 270: 5.665740692574598e-40
Position 661: 5.347912301982039e-40
Position 435: 4.9077163036960335e-40
Position 78: 2.873606652492854e-40
Position 283: 2.3468109082724285e-40
Position 403: 1.0538915846596906e-40
Position 280: 8.135148743656224e-41
Position 614: 4.660762241578565e-41
Position 446: 2.4535830281993336e-41
Position 266: 2.301639470765269e-41
Position 292: 2.270636554060735e-41
Position 308: 1.9092820561976242e-41
Position 668: 8.105686501235056e-42
